START-OF-LOG: 2.0
CATEGORY: Portable, multi operator, low power, non-assisted
CONTEST: FD SSB
SPECIFIC: R01
CREATED-BY: Win-Test 4.20.0, modified by DXHF upload.
CALLSIGN: DL0DX/P
CLAIMED-SCORE: 115992
OPERATORS: DC4AB DH9EO DL1KID DL2DE DL2GK DL5KUT DL6WA DM1MF DM5MD DO8EW
QSO:  1887 PH 2019-09-08 0301 DL0DX/P       59  0298   DL0RT/P       59  669
QSO:  1887 PH 2019-09-08 0303 DL0DX/P       59  0299   DP6M/P        59  565
QSO:  1887 PH 2019-09-08 0303 DL0DX/P       59  0300   DK0LN/P       59  323
QSO:  1887 PH 2019-09-08 0304 DL0DX/P       59  0301   DK0HR/P       59  598
QSO:  1887 PH 2019-09-08 0308 DL0DX/P       59  0302   DL3IF/P       59  444
QSO:  1887 PH 2019-09-08 0309 DL0DX/P       59  0303   DL1T/P        59  225
QSO:  1887 PH 2019-09-08 0311 DL0DX/P       59  0304   S53Q/P        59  517
QSO:  1887 PH 2019-09-08 0313 DL0DX/P       59  0305   DL4L/P        59  530
QSO:  1887 PH 2019-09-08 0314 DL0DX/P       59  0306   DK7C/P        59  487
QSO:  1887 PH 2019-09-08 0314 DL0DX/P       59  0307   DL0LB/P       59  398
QSO:  1887 PH 2019-09-08 0317 DL0DX/P       59  0308   DK0NL/P       59  182
QSO:  1887 PH 2019-09-08 0318 DL0DX/P       59  0309   DL0VE/P       59  502
QSO:  1887 PH 2019-09-08 0319 DL0DX/P       59  0310   DK2R/P        59  525
QSO:  1887 PH 2019-09-08 0320 DL0DX/P       59  0311   DP6T/P        59  539
QSO:  1887 PH 2019-09-08 0321 DL0DX/P       59  0312   DL0OVA/P      59  680
QSO:  1887 PH 2019-09-08 0322 DL0DX/P       59  0313   HB9LU/P       59  706
QSO:  1887 PH 2019-09-08 0323 DL0DX/P       59  0314   DF0PU/P       59  286
QSO:  1887 PH 2019-09-08 0326 DL0DX/P       59  0315   ON6MS/P       59  317
QSO:  1887 PH 2019-09-08 0326 DL0DX/P       59  0316   DL0GC/P       59  504
QSO:  1887 PH 2019-09-08 0332 DL0DX/P       59  0317   DA2X/P        59  151
QSO:  1887 PH 2019-09-08 0333 DL0DX/P       59  0318   DL5E/P        59  416
QSO:  1887 PH 2019-09-08 0335 DL0DX/P       59  0319   ON4OSA/P      59  299
QSO:  1887 PH 2019-09-08 0336 DL0DX/P       59  0320   ON6SI/P       59  512
QSO:  1887 PH 2019-09-08 0336 DL0DX/P       59  0321   DK0ED/P       59  513
QSO:  1887 PH 2019-09-08 0337 DL0DX/P       59  0322   DK0FR/P       59  414
QSO:  1887 PH 2019-09-08 0342 DL0DX/P       59  0323   DL0PDM/P      59  347
QSO:  1887 PH 2019-09-08 0344 DL0DX/P       59  0324   DK2A/P        59  335
QSO:  1887 PH 2019-09-08 0347 DL0DX/P       59  0325   DF0MN/P       59  383
QSO:  1887 PH 2019-09-08 0349 DL0DX/P       59  0326   DK0MM/P       59  804
QSO:  1887 PH 2019-09-08 0352 DL0DX/P       59  0327   DL0RD/P       59  201
QSO:  1887 PH 2019-09-08 0353 DL0DX/P       59  0328   DK8K/P        59  408
QSO:  1887 PH 2019-09-08 0356 DL0DX/P       59  0329   DK8R/P        59  304
QSO:  1887 PH 2019-09-08 0357 DL0DX/P       59  0330   ON6NB/P       59  398
QSO:  1850 PH 2019-09-08 0411 DL0DX/P       59  0331   DJ8OG         59  192
QSO:  3666 PH 2019-09-08 0415 DL0DX/P       59  0332   G3TCR/P       59  216
QSO:  3638 PH 2019-09-08 0417 DL0DX/P       59  0333   ON6TN/P       59  431
QSO:  3651 PH 2019-09-08 0419 DL0DX/P       59  0334   ON4AOW/P      59  170
QSO:  3693 PH 2019-09-08 0421 DL0DX/P       59  0335   G4FUH/P       59  384
QSO:  3719 PH 2019-09-08 0422 DL0DX/P       59  0336   OZ7KJ/P       59  127
QSO:  3728 PH 2019-09-08 0424 DL0DX/P       59  0337   S54I/P        59  509
QSO:  3735 PH 2019-09-08 0425 DL0DX/P       59  0338   S53Q/P        59  551
QSO:  3769 PH 2019-09-08 0427 DL0DX/P       59  0339   S52WW         59  658
QSO:  3771 PH 2019-09-08 0429 DL0DX/P       59  0340   LA1K/P        59  151
QSO:  3774 PH 2019-09-08 0431 DL0DX/P       59  0341   DK0OD/P       59  344
QSO:  3793 PH 2019-09-08 0433 DL0DX/P       59  0342   DF0M/P        59  356
QSO:  3747 PH 2019-09-08 0440 DL0DX/P       59  0343   G2XP/P        59  215
QSO:  3747 PH 2019-09-08 0441 DL0DX/P       59  0344   DK0CN/P       59  449
QSO:  3747 PH 2019-09-08 0443 DL0DX/P       59  0345   G4SJM/P       59  215
QSO:  3747 PH 2019-09-08 0445 DL0DX/P       59  0346   G8FC/P        59  253
QSO:  3747 PH 2019-09-08 0446 DL0DX/P       59  0347   OZ2EDR/P      59  118
QSO:  7148 PH 2019-09-08 0456 DL0DX/P       59  0348   DA3X/P        59  477
QSO:  7160 PH 2019-09-08 0457 DL0DX/P       59  0349   DK0MN/P       59  669
QSO:  7180 PH 2019-09-08 0459 DL0DX/P       59  0350   DK0ED/P       59  541
QSO:  3727 PH 2019-09-08 0509 DL0DX/P       59  0351   DL0LA/P       59  723
QSO:  3716 PH 2019-09-08 0512 DL0DX/P       59  0352   S59DCD/P      59  432
QSO:  3708 PH 2019-09-08 0517 DL0DX/P       59  0353   DP9A/P        59  525
QSO:  3703 PH 2019-09-08 0549 DL0DX/P       59  0354   DL0LBS/P      59  416
QSO:  3763 PH 2019-09-08 0552 DL0DX/P       59  0355   DL0RD/P       59  214
QSO:  3763 PH 2019-09-08 0552 DL0DX/P       59  0356   DK0IU/P       59  371
QSO:  3763 PH 2019-09-08 0553 DL0DX/P       59  0357   DJ9RB         59  049
QSO:  3763 PH 2019-09-08 0554 DL0DX/P       59  0358   M5MK/P        59  290
QSO:  3763 PH 2019-09-08 0555 DL0DX/P       59  0359   DK2A/P        59  377
QSO:  3762 PH 2019-09-08 0557 DL0DX/P       59  0360   G5Z/P         59  226
QSO:  3762 PH 2019-09-08 0557 DL0DX/P       59  0361   DL0OVA/P      59  740
QSO:  3762 PH 2019-09-08 0558 DL0DX/P       59  0362   DG3LSM/P      59  003
QSO:  3762 PH 2019-09-08 0600 DL0DX/P       59  0363   ON4KSD/P      59  391
QSO:  3762 PH 2019-09-08 0601 DL0DX/P       59  0364   DL0EO/P       59  272
QSO:  3762 PH 2019-09-08 0602 DL0DX/P       59  0365   DR4M/P        59  219
QSO:  3762 PH 2019-09-08 0602 DL0DX/P       59  0366   DK0LN/P       59  377
QSO:  3762 PH 2019-09-08 0603 DL0DX/P       59  0367   DF6RI         59  054
QSO:  3762 PH 2019-09-08 0604 DL0DX/P       59  0368   ON6ZY/P       59  176
QSO:  3762 PH 2019-09-08 0605 DL0DX/P       59  0369   GM4JPI        59  000
QSO: 14241 PH 2019-09-08 0611 DL0DX/P       59  0370   UA9MA         59  054
QSO: 14190 PH 2019-09-08 0615 DL0DX/P       59  0371   SZ7DAK/P      59  006
QSO:  7171 PH 2019-09-08 0639 DL0DX/P       59  0372   DP5V/P        59  326
QSO:  7183 PH 2019-09-08 0643 DL0DX/P       59  0373   OE7XKJ/P      59  1040
QSO:  7145 PH 2019-09-08 0651 DL0DX/P       59  0374   IQ4FE/P       59  745
QSO:  7088 PH 2019-09-08 0659 DL0DX/P       59  0375   S59DCD/P      59  492
QSO:  7101 PH 2019-09-08 0703 DL0DX/P       59  0376   DL0LA/P       59  802
QSO:  7116 PH 2019-09-08 0706 DL0DX/P       59  0377   G4ATH/P       59  222
QSO: 14266 PH 2019-09-08 0728 DL0DX/P       59  0378   RA9P          59  014
QSO: 14234 PH 2019-09-08 0735 DL0DX/P       59  0379   YL1ZX/P       59  578
QSO:  7135 PH 2019-09-08 0748 DL0DX/P       59  0380   OK1LRD/M      59  355
QSO:  7175 PH 2019-09-08 0759 DL0DX/P       59  0381   S54I/P        59  632
QSO:  7148 PH 2019-09-08 0810 DL0DX/P       59  0382   G3TCR/P       59  317
QSO:  7143 PH 2019-09-08 0811 DL0DX/P       59  0383   DL0CS/P       59  906
QSO:  7130 PH 2019-09-08 0813 DL0DX/P       59  0384   DA2X/P        59  278
QSO:  7117 PH 2019-09-08 0816 DL0DX/P       59  0385   G4HVC         59  110
QSO:  7180 PH 2019-09-08 0825 DL0DX/P       59  0386   LA1ARG/P      59  343
QSO:  7143 PH 2019-09-08 0834 DL0DX/P       59  0387   S55W/P        59  896
QSO:  7124 PH 2019-09-08 0839 DL0DX/P       59  0388   HB9LU/P       59  801
QSO:  7182 PH 2019-09-08 0846 DL0DX/P       59  0389   DF0A/P        59  570
QSO:  7130 PH 2019-09-08 0855 DL0DX/P       59  0390   DL0RT/P       59  816
QSO: 14237 PH 2019-09-08 0902 DL0DX/P       59  0391   G3PYE/P       59  479
QSO: 14225 PH 2019-09-08 0905 DL0DX/P       59  0392   RW1F          59  631
QSO: 14249 PH 2019-09-08 0909 DL0DX/P       59  0393   S53EO/P       59  231
QSO: 14268 PH 2019-09-08 0910 DL0DX/P       59  0394   S52WW         59  909
QSO: 14296 PH 2019-09-08 0911 DL0DX/P       59  0395   S54I/P        59  680
QSO: 14184 PH 2019-09-08 0914 DL0DX/P       59  0396   S56B          59  450
QSO: 14223 PH 2019-09-08 0915 DL0DX/P       59  0397   S59DCD/P      59  584
QSO: 14215 PH 2019-09-08 0926 DL0DX/P       59  0398   UN9L/P        59  053
QSO: 14296 PH 2019-09-08 0930 DL0DX/P       59  0399   OE4C/P        59  807
QSO: 14307 PH 2019-09-08 0937 DL0DX/P       59  0400   S55W/P        59  933
QSO: 14178 PH 2019-09-08 0940 DL0DX/P       59  0401   R9TV          59  065
QSO: 14221 PH 2019-09-08 0945 DL0DX/P       59  0402   IZ0VXY        59  044
QSO: 14308 PH 2019-09-08 0950 DL0DX/P       59  0403   HA5N/P        59  556
QSO: 21229 PH 2019-09-08 0956 DL0DX/P       59  0404   DL0NO/P       59  404
QSO: 21229 PH 2019-09-08 0958 DL0DX/P       59  0405   E70AA/P       59  073
QSO: 21229 PH 2019-09-08 1000 DL0DX/P       59  0406   DL7DS/P       59  013
QSO: 21237 PH 2019-09-08 1010 DL0DX/P       59  0407   IQ0QJ         59  490
QSO: 21269 PH 2019-09-08 1013 DL0DX/P       59  0408   IQ4FE/P       59  924
QSO: 21224 PH 2019-09-08 1015 DL0DX/P       59  0409   IQ0PG/P       59  606
QSO: 21211 PH 2019-09-08 1017 DL0DX/P       59  0410   RW1F          59  704
QSO: 21188 PH 2019-09-08 1024 DL0DX/P       59  0411   DL0CK/P       59  419
QSO:  7116 PH 2019-09-08 1040 DL0DX/P       59  0412   OT5K          59  463
QSO:  7122 PH 2019-09-08 1043 DL0DX/P       59  0413   DL0SEL/P      59  158
QSO:  7162 PH 2019-09-08 1052 DL0DX/P       59  0414   DA2AP/P       59  691
QSO:  7164 PH 2019-09-08 1054 DL0DX/P       59  0415   EI2WRC/P      59  335
QSO:  7167 PH 2019-09-08 1057 DL0DX/P       59  0416   G4ARN/P       59  424
QSO:  7182 PH 2019-09-08 1104 DL0DX/P       59  0417   DG1IU         59  240
QSO:  7171 PH 2019-09-08 1108 DL0DX/P       59  0418   DF0CQ/P       59  647
QSO:  7137 PH 2019-09-08 1112 DL0DX/P       59  0419   DK0V/P        59  356
QSO:  7124 PH 2019-09-08 1115 DL0DX/P       59  0420   HB9G/P        59  457
QSO:  7094 PH 2019-09-08 1119 DL0DX/P       59  0421   DH5AS/P       59  086
QSO:  7153 PH 2019-09-08 1129 DL0DX/P       59  0422   DL0CK/P       59  438
QSO:  7195 PH 2019-09-08 1135 DL0DX/P       59  0423   IQ1BD         59  249
QSO:  7156 PH 2019-09-08 1139 DL0DX/P       59  0424   DK7CN/P       59  567
QSO:  7145 PH 2019-09-08 1147 DL0DX/P       59  0425   G8FC/P        59  335
QSO:  7143 PH 2019-09-08 1153 DL0DX/P       59  0426   DL0BZA        59  000
QSO: 14211 PH 2019-09-08 1159 DL0DX/P       59  0427   F1GRH         59  111
QSO: 14211 PH 2019-09-08 1201 DL0DX/P       59  0428   E70AA/P       59  108
QSO:  3649 PH 2019-09-08 1236 DL0DX/P       59  0429   PA75SODS      59  000
QSO:  7171 PH 2019-09-08 1241 DL0DX/P       59  0430   DL0ABT        59  245
QSO:  7124 PH 2019-09-08 1242 DL0DX/P       59  0431   DF0M/P        59  572
QSO:  7169 PH 2019-09-08 1250 DL0DX/P       59  0432   DL0FU/P       59  547
QSO:  7100 PH 2019-09-08 1254 DL0DX/P       59  0433   G4YRC/P       59  188
END-OF-LOG:
