START-OF-LOG: 3.0
LOCATION: DX
CALLSIGN: SZ1A
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: RTTY
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 1585122
CLUB: RADIO AMATEUR ASSOCIATION OF WESTERN GREECE
CONTEST: CQ-WW-RTTY
CREATED-BY: WriteLog V10.86C
NAME: RADIO AMATEUR ASSOCIATION OF WESTERN GREECE
OPERATORS: SV1DPI  SV1CIB  SV1EBV  SV1HKZ  SV1HLB  SV2HQL  SV1ENG
QSO: 28076 RY 2011-09-24 0819 SZ1A          599     20 SV     JE1LFX        599 25     DX
QSO: 28076 RY 2011-09-24 0820 SZ1A          599     20 SV     JH4UYB        599 25     DX
QSO: 28088 RY 2011-09-24 0831 SZ1A          599     20 SV     9M2NNM        599 28     DX
QSO: 28126 RY 2011-09-24 0833 SZ1A          599     20 SV     JA9APS        599 25     DX
QSO: 21078 RY 2011-09-24 0836 SZ1A          599     20 SV     DJ6UP         599 14     DX
QSO: 21078 RY 2011-09-24 0837 SZ1A          599     20 SV     DL7FCQ        599 14     DX
QSO: 21078 RY 2011-09-24 0837 SZ1A          599     20 SV     DH5MM         599 14     DX
QSO: 21078 RY 2011-09-24 0839 SZ1A          599     20 SV     DL7GN         599 14     DX
QSO: 21077 RY 2011-09-24 0840 SZ1A          599     20 SV     PA2LP         599 14     DX
QSO: 21077 RY 2011-09-24 0840 SZ1A          599     20 SV     R2LA          599 16     DX
QSO: 21077 RY 2011-09-24 0841 SZ1A          599     20 SV     UZ7HO         599 16     DX
QSO: 21077 RY 2011-09-24 0841 SZ1A          599     20 SV     JA1OTT        599 25     DX
QSO: 21077 RY 2011-09-24 0842 SZ1A          599     20 SV     DL1TPY        599 14     DX
QSO: 21077 RY 2011-09-24 0843 SZ1A          599     20 SV     UA3SAQ        599 16     DX
QSO: 21077 RY 2011-09-24 0843 SZ1A          599     20 SV     M1A           599 14     DX
QSO: 21077 RY 2011-09-24 0844 SZ1A          599     20 SV     TF3PPN        599 40     DX
QSO: 21077 RY 2011-09-24 0844 SZ1A          599     20 SV     SP5NHK        599 15     DX
QSO: 21077 RY 2011-09-24 0845 SZ1A          599     20 SV     JN1VNW        599 25     DX
QSO: 21077 RY 2011-09-24 0846 SZ1A          599     20 SV     RA2FB         599 15     DX
QSO: 21077 RY 2011-09-24 0846 SZ1A          599     20 SV     RX3ZX         599 16     DX
QSO: 21077 RY 2011-09-24 0848 SZ1A          599     20 SV     EA2BNU        599 14     DX
QSO: 21077 RY 2011-09-24 0850 SZ1A          599     20 SV     DL8YAU        599 14     DX
QSO: 21077 RY 2011-09-24 0851 SZ1A          599     20 SV     RK9AK         599 17     DX
QSO: 21077 RY 2011-09-24 0852 SZ1A          599     20 SV     DL1RYD        599 14     DX
QSO: 21077 RY 2011-09-24 0853 SZ1A          599     20 SV     PE1CPJ        599 14     DX
QSO: 21077 RY 2011-09-24 0853 SZ1A          599     20 SV     DL1IAO        599 14     DX
QSO: 21077 RY 2011-09-24 0854 SZ1A          599     20 SV     RV3ZN         599 16     DX
QSO: 21077 RY 2011-09-24 0855 SZ1A          599     20 SV     OH7KNM        599 15     DX
QSO: 21077 RY 2011-09-24 0855 SZ1A          599     20 SV     JI1RXQ        599 25     DX
QSO: 21077 RY 2011-09-24 0856 SZ1A          599     20 SV     DL1STG        599 14     DX
QSO: 21077 RY 2011-09-24 0857 SZ1A          599     20 SV     JA7ARD        599 25     DX
QSO: 21077 RY 2011-09-24 0857 SZ1A          599     20 SV     PI30ETL       599 14     DX
QSO: 21077 RY 2011-09-24 0858 SZ1A          599     20 SV     UT4XD         599 16     DX
QSO: 21077 RY 2011-09-24 0859 SZ1A          599     20 SV     JE1CPB        599 25     DX
QSO: 21077 RY 2011-09-24 0859 SZ1A          599     20 SV     OH2ET         599 15     DX
QSO: 21077 RY 2011-09-24 0900 SZ1A          599     20 SV     JG3FEA        599 25     DX
QSO: 21077 RY 2011-09-24 0901 SZ1A          599     20 SV     IK8YFU        599 15     DX
QSO: 21077 RY 2011-09-24 0902 SZ1A          599     20 SV     RX3AFE        599 16     DX
QSO: 21077 RY 2011-09-24 0903 SZ1A          599     20 SV     DL5JS         599 14     DX
QSO: 21077 RY 2011-09-24 0904 SZ1A          599     20 SV     LY775D        599 15     DX
QSO: 21077 RY 2011-09-24 0904 SZ1A          599     20 SV     UA6JQ         599 16     DX
QSO: 21077 RY 2011-09-24 0905 SZ1A          599     20 SV     RU0LI         599 19     DX
QSO: 21077 RY 2011-09-24 0906 SZ1A          599     20 SV     DL4ME         599 14     DX
QSO: 21077 RY 2011-09-24 0907 SZ1A          599     20 SV     LA7SI         599 14     DX
QSO: 21077 RY 2011-09-24 0908 SZ1A          599     20 SV     JA1AYO        599 25     DX
QSO: 21077 RY 2011-09-24 0908 SZ1A          599     20 SV     DK1LRS        599 14     DX
QSO: 21077 RY 2011-09-24 0909 SZ1A          599     20 SV     JH1RNI        599 25     DX
QSO: 21077 RY 2011-09-24 0909 SZ1A          599     20 SV     PA3T          599 14     DX
QSO: 21077 RY 2011-09-24 0910 SZ1A          599     20 SV     JR6GHN        599 25     DX
QSO: 21077 RY 2011-09-24 0910 SZ1A          599     20 SV     OH6DX         599 15     DX
QSO: 21077 RY 2011-09-24 0911 SZ1A          599     20 SV     EW6FX         599 16     DX
QSO: 21077 RY 2011-09-24 0911 SZ1A          599     20 SV     DO8WA         599 14     DX
QSO: 21077 RY 2011-09-24 0912 SZ1A          599     20 SV     EU2MM         599 16     DX
QSO: 21077 RY 2011-09-24 0913 SZ1A          599     20 SV     RW2WR         599 16     DX
QSO: 21077 RY 2011-09-24 0914 SZ1A          599     20 SV     DL3FBB        599 14     DX
QSO: 21077 RY 2011-09-24 0917 SZ1A          599     20 SV     DO3SP         599 14     DX
QSO: 21077 RY 2011-09-24 0917 SZ1A          599     20 SV     JA1UTN        599 25     DX
QSO: 21077 RY 2011-09-24 0918 SZ1A          599     20 SV     UW8I          599 16     DX
QSO: 21077 RY 2011-09-24 0918 SZ1A          599     20 SV     DL8ZAJ        599 14     DX
QSO: 21077 RY 2011-09-24 0919 SZ1A          599     20 SV     DH0GHU        599 14     DX
QSO: 21077 RY 2011-09-24 0920 SZ1A          599     20 SV     UC6A          599 16     DX
QSO: 21077 RY 2011-09-24 0920 SZ1A          599     20 SV     UT4HZ         599 16     DX
QSO: 21077 RY 2011-09-24 0921 SZ1A          599     20 SV     JE7RHT        599 25     DX
QSO: 21077 RY 2011-09-24 0922 SZ1A          599     20 SV     EW8DZ         599 16     DX
QSO: 21077 RY 2011-09-24 0924 SZ1A          599     20 SV     OH3UU         599 15     DX
QSO: 21077 RY 2011-09-24 0925 SZ1A          599     20 SV     RA3ZSK        599 16     DX
QSO: 21077 RY 2011-09-24 0926 SZ1A          599     20 SV     OK2SFP        599 15     DX
QSO: 21077 RY 2011-09-24 0926 SZ1A          599     20 SV     DJ6OZ         599 14     DX
QSO: 21077 RY 2011-09-24 0928 SZ1A          599     20 SV     OZ5TL         599 14     DX
QSO: 21077 RY 2011-09-24 0928 SZ1A          599     20 SV     UA4ALI        599 16     DX
QSO: 21077 RY 2011-09-24 0929 SZ1A          599     20 SV     SQ3RX         599 15     DX
QSO: 21077 RY 2011-09-24 0929 SZ1A          599     20 SV     OZ5TL         599 14     DX
QSO: 21077 RY 2011-09-24 0930 SZ1A          599     20 SV     JH7QXJ        599 25     DX
QSO: 21077 RY 2011-09-24 0930 SZ1A          599     20 SV     UN7JX         599 17     DX
QSO: 21077 RY 2011-09-24 0931 SZ1A          599     20 SV     JA0DAI        599 25     DX
QSO: 21077 RY 2011-09-24 0931 SZ1A          599     20 SV     SM5CIL        599 14     DX
QSO: 21077 RY 2011-09-24 0932 SZ1A          599     20 SV     SQ7B          599 15     DX
QSO: 21077 RY 2011-09-24 0932 SZ1A          599     20 SV     RA3QDG        599 16     DX
QSO: 21077 RY 2011-09-24 0933 SZ1A          599     20 SV     JA1BJ         599 25     DX
QSO: 21077 RY 2011-09-24 0934 SZ1A          599     20 SV     DM3FF         599 14     DX
QSO: 21077 RY 2011-09-24 0935 SZ1A          599     20 SV     F5TLZ         599 14     DX
QSO: 21077 RY 2011-09-24 0935 SZ1A          599     20 SV     UT3N          599 16     DX
QSO: 21077 RY 2011-09-24 0936 SZ1A          599     20 SV     DF5WW         599 14     DX
QSO: 14102 RY 2011-09-24 0945 SZ1A          599     20 SV     OM7AG         599 15     DX
QSO: 14102 RY 2011-09-24 0946 SZ1A          599     20 SV     YR5T          599 20     DX
QSO: 14102 RY 2011-09-24 0947 SZ1A          599     20 SV     IZ2JPN        599 15     DX
QSO: 21080 RY 2011-09-24 0950 SZ1A          599     20 SV     ER4A          599 16     DX
QSO: 21107 RY 2011-09-24 0954 SZ1A          599     20 SV     DF8JK         599 14     DX
QSO: 21107 RY 2011-09-24 0954 SZ1A          599     20 SV     RN3DHU        599 16     DX
QSO: 21107 RY 2011-09-24 0955 SZ1A          599     20 SV     DL7UGO        599 14     DX
QSO: 21107 RY 2011-09-24 0956 SZ1A          599     20 SV     F1IWH         599 14     DX
QSO: 21107 RY 2011-09-24 0956 SZ1A          599     20 SV     LX1DUC        599 14     DX
QSO: 21107 RY 2011-09-24 0957 SZ1A          599     20 SV     PA0VST        599 14     DX
QSO: 21107 RY 2011-09-24 0958 SZ1A          599     20 SV     G0UGO         599 14     DX
QSO: 21107 RY 2011-09-24 0959 SZ1A          599     20 SV     ON4KGL        599 14     DX
QSO: 21107 RY 2011-09-24 1000 SZ1A          599     20 SV     UT7I          599 16     DX
QSO: 21107 RY 2011-09-24 1000 SZ1A          599     20 SV     OK2PQS        599 15     DX
QSO: 21107 RY 2011-09-24 1001 SZ1A          599     20 SV     SP1MHZ        599 15     DX
QSO: 21107 RY 2011-09-24 1003 SZ1A          599     20 SV     JA5TNF        599 25     DX
QSO: 21107 RY 2011-09-24 1003 SZ1A          599     20 SV     DQ4W          599 14     DX
QSO: 21107 RY 2011-09-24 1004 SZ1A          599     20 SV     JH1EIG        599 25     DX
QSO: 21107 RY 2011-09-24 1004 SZ1A          599     20 SV     ON4CAS        599 14     DX
QSO: 21107 RY 2011-09-24 1005 SZ1A          599     20 SV     JA8JMG        599 25     DX
QSO: 21107 RY 2011-09-24 1006 SZ1A          599     20 SV     DJ6TK         599 14     DX
QSO: 21107 RY 2011-09-24 1006 SZ1A          599     20 SV     JA5SUD        599 25     DX
QSO: 21107 RY 2011-09-24 1007 SZ1A          599     20 SV     DJ0GD         599 14     DX
QSO: 21107 RY 2011-09-24 1008 SZ1A          599     20 SV     DL2NYC        599 14     DX
QSO: 28136 RY 2011-09-24 1011 SZ1A          599     20 SV     KG6DX         599 27     DX
QSO: 28118 RY 2011-09-24 1016 SZ1A          599     20 SV     VU2KBW        599 22     DX
QSO: 28106 RY 2011-09-24 1019 SZ1A          599     20 SV     LA5LJA        599 14     DX
QSO: 21107 RY 2011-09-24 1026 SZ1A          599     20 SV     DJ4WM         599 14     DX
QSO: 21107 RY 2011-09-24 1027 SZ1A          599     20 SV     JK2KVV        599 25     DX
QSO: 21093 RY 2011-09-24 1034 SZ1A          599     20 SV     JA1OVD        599 25     DX
QSO: 21090 RY 2011-09-24 1035 SZ1A          599     20 SV     CT3EN         599 33     DX
QSO: 21101 RY 2011-09-24 1039 SZ1A          599     20 SV     UA6JD         599 16     DX
QSO: 14105 RY 2011-09-24 1043 SZ1A          599     20 SV     DB4MZ         599 14     DX
QSO: 14112 RY 2011-09-24 1050 SZ1A          599     20 SV     OK5ZH         599 15     DX
QSO: 14112 RY 2011-09-24 1051 SZ1A          599     20 SV     I0GIA         599 15     DX
QSO: 14112 RY 2011-09-24 1051 SZ1A          599     20 SV     OM4O          599 15     DX
QSO: 14112 RY 2011-09-24 1051 SZ1A          599     20 SV     OK1HGM        599 15     DX
QSO: 14112 RY 2011-09-24 1052 SZ1A          599     20 SV     S57YK         599 15     DX
QSO: 14112 RY 2011-09-24 1052 SZ1A          599     20 SV     RU9AZ         599 17     DX
QSO: 14112 RY 2011-09-24 1053 SZ1A          599     20 SV     S57EA         599 15     DX
QSO: 14112 RY 2011-09-24 1054 SZ1A          599     20 SV     SP8ONZ        599 15     DX
QSO: 14112 RY 2011-09-24 1054 SZ1A          599     20 SV     G3SNU         599 14     DX
QSO: 14112 RY 2011-09-24 1055 SZ1A          599     20 SV     EA1WW         599 14     DX
QSO: 14112 RY 2011-09-24 1055 SZ1A          599     20 SV     LZ8E          599 20     DX
QSO: 14112 RY 2011-09-24 1056 SZ1A          599     20 SV     EA7AHA        599 14     DX
QSO: 14112 RY 2011-09-24 1057 SZ1A          599     20 SV     ES9C          599 15     DX
QSO: 14112 RY 2011-09-24 1057 SZ1A          599     20 SV     F4FHZ         599 14     DX
QSO: 14112 RY 2011-09-24 1059 SZ1A          599     20 SV     EE7A          599 14     DX
QSO: 14112 RY 2011-09-24 1100 SZ1A          599     20 SV     RW4WZ         599 16     DX
QSO: 14112 RY 2011-09-24 1100 SZ1A          599     20 SV     RG9A          599 17     DX
QSO: 14112 RY 2011-09-24 1101 SZ1A          599     20 SV     DL5KUT        599 14     DX
QSO: 14112 RY 2011-09-24 1101 SZ1A          599     20 SV     PA3ANN        599 14     DX
QSO: 14112 RY 2011-09-24 1103 SZ1A          599     20 SV     DM5JBN        599 14     DX
QSO: 14112 RY 2011-09-24 1104 SZ1A          599     20 SV     UR5EQU        599 16     DX
QSO: 14112 RY 2011-09-24 1104 SZ1A          599     20 SV     F6EWX         599 14     DX
QSO: 14112 RY 2011-09-24 1105 SZ1A          599     20 SV     UA6HO         599 16     DX
QSO: 14112 RY 2011-09-24 1105 SZ1A          599     20 SV     IS0YTA        599 15     DX
QSO: 14123 RY 2011-09-24 1111 SZ1A          599     20 SV     OX4OK         599 40     DX
QSO: 14108 RY 2011-09-24 1112 SZ1A          599     20 SV     LX8M          599 14     DX
QSO: 14101 RY 2011-09-24 1114 SZ1A          599     20 SV     OJ0X          599 15     DX
QSO: 14104 RY 2011-09-24 1115 SZ1A          599     20 SV     ER4A          599 16     DX
QSO: 14107 RY 2011-09-24 1116 SZ1A          599     20 SV     LA8PDA        599 14     DX
QSO: 14105 RY 2011-09-24 1119 SZ1A          599     20 SV     RR1A          599 16     DX
QSO: 14105 RY 2011-09-24 1120 SZ1A          599     20 SV     HA8XF         599 15     DX
QSO: 14105 RY 2011-09-24 1120 SZ1A          599     20 SV     RZ6AK         599 16     DX
QSO: 14105 RY 2011-09-24 1121 SZ1A          599     20 SV     RX9FG         599 17     DX
QSO: 14105 RY 2011-09-24 1121 SZ1A          599     20 SV     DL6SFR        599 14     DX
QSO: 14105 RY 2011-09-24 1123 SZ1A          599     20 SV     US6CQ         599 16     DX
QSO: 14075 RY 2011-09-24 1124 SZ1A          599     20 SV     ON4ALY        599 14     DX
QSO: 14076 RY 2011-09-24 1125 SZ1A          599     20 SV     YU1NR         599 15     DX
QSO: 14095 RY 2011-09-24 1129 SZ1A          599     20 SV     OZ4VW         599 14     DX
QSO: 14112 RY 2011-09-24 1130 SZ1A          599     20 SV     VE3FJB        599 4      ON
QSO: 21105 RY 2011-09-24 1133 SZ1A          599     20 SV     UR5LAK        599 16     DX
QSO: 21105 RY 2011-09-24 1134 SZ1A          599     20 SV     JA1FVS        599 25     DX
QSO: 21105 RY 2011-09-24 1135 SZ1A          599     20 SV     SM0BSO        599 14     DX
QSO: 21105 RY 2011-09-24 1136 SZ1A          599     20 SV     RW0SR         599 18     DX
QSO: 21105 RY 2011-09-24 1137 SZ1A          599     20 SV     JJ1LBJ        599 25     DX
QSO: 21105 RY 2011-09-24 1138 SZ1A          599     20 SV     JA8XWZ        599 25     DX
QSO: 21105 RY 2011-09-24 1139 SZ1A          599     20 SV     PE2K          599 14     DX
QSO: 21105 RY 2011-09-24 1139 SZ1A          599     20 SV     R9OSN         599 18     DX
QSO: 21105 RY 2011-09-24 1139 SZ1A          599     20 SV     G4DBW         599 14     DX
QSO: 21105 RY 2011-09-24 1140 SZ1A          599     20 SV     JR3NZC        599 25     DX
QSO: 21105 RY 2011-09-24 1142 SZ1A          599     20 SV     PA2ALF        599 14     DX
QSO: 21105 RY 2011-09-24 1145 SZ1A          599     20 SV     RA9MX         599 17     DX
QSO: 28100 RY 2011-09-24 1200 SZ1A          599     20 SV     SV1JMO        599 20     DX
QSO: 28090 RY 2011-09-24 1212 SZ1A          599     20 SV     7Z1HL         599 21     DX
QSO: 28094 RY 2011-09-24 1213 SZ1A          599     20 SV     GM0FGI        599 14     DX
QSO: 28099 RY 2011-09-24 1216 SZ1A          599     20 SV     CE3PG         599 12     DX
QSO: 28106 RY 2011-09-24 1218 SZ1A          599     20 SV     S50W          599 15     DX
QSO: 28107 RY 2011-09-24 1218 SZ1A          599     20 SV     LU7HN         599 13     DX
QSO: 21125 RY 2011-09-24 1224 SZ1A          599     20 SV     K4WW          599 4      KY
QSO: 21131 RY 2011-09-24 1225 SZ1A          599     20 SV     6Y6U          599 8      DX
QSO: 28076 RY 2011-09-24 1231 SZ1A          599     20 SV     CR3L          599 33     DX
QSO: 28071 RY 2011-09-24 1234 SZ1A          599     20 SV     PX2V          599 11     DX
QSO: 21138 RY 2011-09-24 1238 SZ1A          599     20 SV     PG7V          599 14     DX
QSO: 21138 RY 2011-09-24 1238 SZ1A          599     20 SV     IQ2LS         599 15     DX
QSO: 21138 RY 2011-09-24 1240 SZ1A          599     20 SV     YL2CZ         599 15     DX
QSO: 21138 RY 2011-09-24 1241 SZ1A          599     20 SV     G4DBW         599 14     DX
QSO: 21138 RY 2011-09-24 1241 SZ1A          599     20 SV     ON7BT         599 14     DX
QSO: 21138 RY 2011-09-24 1242 SZ1A          599     20 SV     EI8FH         599 14     DX
QSO: 21138 RY 2011-09-24 1242 SZ1A          599     20 SV     ON3DI         599 14     DX
QSO: 21138 RY 2011-09-24 1242 SZ1A          599     20 SV     CT2IRY        599 14     DX
QSO: 21138 RY 2011-09-24 1243 SZ1A          599     20 SV     RT8X          599 17     DX
QSO: 21138 RY 2011-09-24 1245 SZ1A          599     20 SV     UR4U          599 16     DX
QSO: 21138 RY 2011-09-24 1245 SZ1A          599     20 SV     F5SVU         599 14     DX
QSO: 21138 RY 2011-09-24 1245 SZ1A          599     20 SV     F2AR          599 14     DX
QSO: 21138 RY 2011-09-24 1246 SZ1A          599     20 SV     F4GSZ         599 14     DX
QSO: 21138 RY 2011-09-24 1247 SZ1A          599     20 SV     RK4S          599 16     DX
QSO: 14077 RY 2011-09-24 1251 SZ1A          599     20 SV     ON7BT         599 14     DX
QSO: 14077 RY 2011-09-24 1252 SZ1A          599     20 SV     IZ3KSP        599 15     DX
QSO: 14077 RY 2011-09-24 1252 SZ1A          599     20 SV     DG0EK         599 14     DX
QSO: 14077 RY 2011-09-24 1252 SZ1A          599     20 SV     DL7UG         599 14     DX
QSO: 14077 RY 2011-09-24 1253 SZ1A          599     20 SV     DL8AWK        599 14     DX
QSO: 14077 RY 2011-09-24 1254 SZ1A          599     20 SV     IK3XJP        599 15     DX
QSO: 14077 RY 2011-09-24 1254 SZ1A          599     20 SV     HB9HQX        599 14     DX
QSO: 14077 RY 2011-09-24 1255 SZ1A          599     20 SV     S51DX         599 15     DX
QSO: 14077 RY 2011-09-24 1255 SZ1A          599     20 SV     IV3RVN        599 15     DX
QSO: 14077 RY 2011-09-24 1256 SZ1A          599     20 SV     UR5EPV        599 16     DX
QSO: 14077 RY 2011-09-24 1257 SZ1A          599     20 SV     IW1CQ         599 15     DX
QSO: 14077 RY 2011-09-24 1258 SZ1A          599     20 SV     SN7F          599 15     DX
QSO: 14077 RY 2011-09-24 1259 SZ1A          599     20 SV     UW1WU         599 16     DX
QSO: 14077 RY 2011-09-24 1302 SZ1A          599     20 SV     SP6NVK        599 15     DX
QSO: 14077 RY 2011-09-24 1302 SZ1A          599     20 SV     UT1IM         599 16     DX
QSO: 14077 RY 2011-09-24 1306 SZ1A          599     20 SV     DL1RYD        599 14     DX
QSO: 14077 RY 2011-09-24 1307 SZ1A          599     20 SV     OE6MDF        599 15     DX
QSO: 14077 RY 2011-09-24 1308 SZ1A          599     20 SV     IZ2QGF        599 15     DX
QSO: 14077 RY 2011-09-24 1309 SZ1A          599     20 SV     ER0FEO        599 16     DX
QSO: 14077 RY 2011-09-24 1312 SZ1A          599     20 SV     TK/DF6ZY      599 15     DX
QSO: 14077 RY 2011-09-24 1312 SZ1A          599     20 SV     HB9BTI        599 14     DX
QSO: 14077 RY 2011-09-24 1313 SZ1A          599     20 SV     UT3N          599 16     DX
QSO: 14077 RY 2011-09-24 1314 SZ1A          599     20 SV     IK2SND        599 15     DX
QSO: 14077 RY 2011-09-24 1314 SZ1A          599     20 SV     DD1JN         599 14     DX
QSO: 14077 RY 2011-09-24 1315 SZ1A          599     20 SV     OK2TB         599 15     DX
QSO: 14077 RY 2011-09-24 1315 SZ1A          599     20 SV     OH4HK         599 15     DX
QSO: 14077 RY 2011-09-24 1316 SZ1A          599     20 SV     SQ3RX         599 15     DX
QSO: 14077 RY 2011-09-24 1316 SZ1A          599     20 SV     DJ2GM         599 14     DX
QSO: 14077 RY 2011-09-24 1317 SZ1A          599     20 SV     LX7I          599 14     DX
QSO: 14077 RY 2011-09-24 1317 SZ1A          599     20 SV     HA1SN         599 15     DX
QSO: 14077 RY 2011-09-24 1319 SZ1A          599     20 SV     IZ2JNN        599 15     DX
QSO: 14077 RY 2011-09-24 1320 SZ1A          599     20 SV     DL5ARM        599 14     DX
QSO: 14077 RY 2011-09-24 1320 SZ1A          599     20 SV     HG1S          599 15     DX
QSO: 14077 RY 2011-09-24 1321 SZ1A          599     20 SV     DG0CG         599 14     DX
QSO: 14077 RY 2011-09-24 1322 SZ1A          599     20 SV     IS0LFZ        599 15     DX
QSO: 14077 RY 2011-09-24 1322 SZ1A          599     20 SV     OL2X          599 15     DX
QSO: 14077 RY 2011-09-24 1323 SZ1A          599     20 SV     DL8RCL        599 14     DX
QSO: 14077 RY 2011-09-24 1324 SZ1A          599     20 SV     SP3SLK        599 15     DX
QSO: 14077 RY 2011-09-24 1325 SZ1A          599     20 SV     UY5TE         599 16     DX
QSO: 14077 RY 2011-09-24 1327 SZ1A          599     20 SV     S55VM         599 15     DX
QSO: 14077 RY 2011-09-24 1328 SZ1A          599     20 SV     IZ5BSA        599 15     DX
QSO: 14077 RY 2011-09-24 1328 SZ1A          599     20 SV     UY1U          599 16     DX
QSO: 14077 RY 2011-09-24 1330 SZ1A          599     20 SV     RX3ZX         599 16     DX
QSO: 14077 RY 2011-09-24 1331 SZ1A          599     20 SV     IK5ZUB        599 15     DX
QSO: 14077 RY 2011-09-24 1331 SZ1A          599     20 SV     DF1IAQ        599 14     DX
QSO: 14077 RY 2011-09-24 1331 SZ1A          599     20 SV     SQ5OLD        599 15     DX
QSO: 14077 RY 2011-09-24 1332 SZ1A          599     20 SV     IK4MGP        599 15     DX
QSO: 14077 RY 2011-09-24 1332 SZ1A          599     20 SV     DL3MR         599 14     DX
QSO: 14077 RY 2011-09-24 1333 SZ1A          599     20 SV     S51JQ         599 15     DX
QSO: 14077 RY 2011-09-24 1334 SZ1A          599     20 SV     DK1AX         599 14     DX
QSO: 14077 RY 2011-09-24 1335 SZ1A          599     20 SV     DK6NF         599 14     DX
QSO: 14077 RY 2011-09-24 1335 SZ1A          599     20 SV     UY7C          599 16     DX
QSO: 14077 RY 2011-09-24 1336 SZ1A          599     20 SV     RK9UC         599 18     DX
QSO: 14077 RY 2011-09-24 1337 SZ1A          599     20 SV     UA4ALI        599 16     DX
QSO: 14077 RY 2011-09-24 1337 SZ1A          599     20 SV     SO8O          599 15     DX
QSO: 14077 RY 2011-09-24 1338 SZ1A          599     20 SV     OE5PEN        599 15     DX
QSO: 14077 RY 2011-09-24 1338 SZ1A          599     20 SV     I3PXN         599 15     DX
QSO: 14077 RY 2011-09-24 1339 SZ1A          599     20 SV     DL2IAN        599 14     DX
QSO: 14077 RY 2011-09-24 1339 SZ1A          599     20 SV     F4EUN         599 14     DX
QSO: 14077 RY 2011-09-24 1340 SZ1A          599     20 SV     II2LOM        599 15     DX
QSO: 14077 RY 2011-09-24 1340 SZ1A          599     20 SV     UA9FGJ        599 17     DX
QSO: 14077 RY 2011-09-24 1341 SZ1A          599     20 SV     RN3DHU        599 16     DX
QSO: 14077 RY 2011-09-24 1342 SZ1A          599     20 SV     DJ5IW         599 14     DX
QSO: 14077 RY 2011-09-24 1344 SZ1A          599     20 SV     R3FO          599 16     DX
QSO: 14077 RY 2011-09-24 1345 SZ1A          599     20 SV     SP6JZP        599 15     DX
QSO: 14077 RY 2011-09-24 1345 SZ1A          599     20 SV     GM3C          599 14     DX
QSO: 14077 RY 2011-09-24 1346 SZ1A          599     20 SV     IV3JCC        599 15     DX
QSO: 14077 RY 2011-09-24 1346 SZ1A          599     20 SV     RV3ZN         599 16     DX
QSO: 14077 RY 2011-09-24 1347 SZ1A          599     20 SV     JR2PMT        599 25     DX
QSO: 14077 RY 2011-09-24 1348 SZ1A          599     20 SV     EW6EN         599 16     DX
QSO: 14077 RY 2011-09-24 1348 SZ1A          599     20 SV     JQ1BVI        599 25     DX
QSO: 14077 RY 2011-09-24 1349 SZ1A          599     20 SV     SP4BPH        599 15     DX
QSO: 14077 RY 2011-09-24 1349 SZ1A          599     20 SV     OM3TPN        599 15     DX
QSO: 14077 RY 2011-09-24 1350 SZ1A          599     20 SV     SQ7B          599 15     DX
QSO: 14077 RY 2011-09-24 1351 SZ1A          599     20 SV     RA6C          599 16     DX
QSO: 14077 RY 2011-09-24 1351 SZ1A          599     20 SV     LY775D        599 15     DX
QSO: 14077 RY 2011-09-24 1352 SZ1A          599     20 SV     JA1KLW        599 25     DX
QSO: 14077 RY 2011-09-24 1359 SZ1A          599     20 SV     IZ3GOM        599 15     DX
QSO: 14077 RY 2011-09-24 1359 SZ1A          599     20 SV     OH8HTG        599 15     DX
QSO: 14077 RY 2011-09-24 1400 SZ1A          599     20 SV     OK1VRF        599 15     DX
QSO: 14077 RY 2011-09-24 1401 SZ1A          599     20 SV     SQ9UM         599 15     DX
QSO: 14077 RY 2011-09-24 1402 SZ1A          599     20 SV     JR4GPA        599 25     DX
QSO: 14077 RY 2011-09-24 1403 SZ1A          599     20 SV     JJ4VDW        599 25     DX
QSO: 14077 RY 2011-09-24 1403 SZ1A          599     20 SV     UC0A          599 18     DX
QSO: 14077 RY 2011-09-24 1404 SZ1A          599     20 SV     JA3IKG        599 25     DX
QSO: 14077 RY 2011-09-24 1404 SZ1A          599     20 SV     M/YO4RDW      599 14     DX
QSO: 14077 RY 2011-09-24 1405 SZ1A          599     20 SV     UA9AL         599 17     DX
QSO: 14077 RY 2011-09-24 1406 SZ1A          599     20 SV     RX6MR         599 16     DX
QSO: 14077 RY 2011-09-24 1406 SZ1A          599     20 SV     S57U          599 15     DX
QSO: 14077 RY 2011-09-24 1409 SZ1A          599     20 SV     DG2GAW        599 14     DX
QSO: 14077 RY 2011-09-24 1409 SZ1A          599     20 SV     F5GFA         599 14     DX
QSO: 14077 RY 2011-09-24 1410 SZ1A          599     20 SV     DL1TPY        599 14     DX
QSO: 14077 RY 2011-09-24 1412 SZ1A          599     20 SV     UN7CN         599 17     DX
QSO: 14077 RY 2011-09-24 1412 SZ1A          599     20 SV     IK2BDR        599 15     DX
QSO: 28092 RY 2011-09-24 1420 SZ1A          599     20 SV     CN3A          599 33     DX
QSO: 28088 RY 2011-09-24 1421 SZ1A          599     20 SV     W4UH          599 5      FL
