START-OF-LOG: 3.0
CALLSIGN: UA4FX
CONTEST: CQ-WPX-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: RTTY
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: TB-WIRES
CLAIMED-SCORE: 432432
CLUB:
LOCATION: DX
CREATED-BY: MixW 3.1.1
NAME: Pavel Vlasov
OPERATORS: UA4FX
SOAPBOX: FT DX-3000
SOAPBOX: Ant: 80M - LW, 40M - IV, 20-10M - Tribander
QSO: 21097 RY 2016-02-14 1249 UA4FX         599 324    OK1PX         599 350
QSO: 21097 RY 2016-02-14 1250 UA4FX         599 325    DL2DWP        599 177
QSO: 21097 RY 2016-02-14 1251 UA4FX         599 326    OE6MMF        599 451
QSO: 21097 RY 2016-02-14 1251 UA4FX         599 327    PA3DBS        599 338
QSO: 21097 RY 2016-02-14 1252 UA4FX         599 328    SQ7LQJ        599 141
QSO: 21097 RY 2016-02-14 1253 UA4FX         599 329    DM5JBN        599 406
QSO: 21097 RY 2016-02-14 1254 UA4FX         599 330    DF2RG         599 506
QSO: 21097 RY 2016-02-14 1254 UA4FX         599 331    DJ9RR         599 414
QSO: 21097 RY 2016-02-14 1255 UA4FX         599 332    DL1DTL        599 337
QSO: 21097 RY 2016-02-14 1255 UA4FX         599 333    DL5YAS        599 098
QSO: 21097 RY 2016-02-14 1256 UA4FX         599 334    3Z5N          599 890
QSO: 21097 RY 2016-02-14 1257 UA4FX         599 335    OH2ID         599 119
QSO: 21097 RY 2016-02-14 1258 UA4FX         599 336    HG3FMZ        599 265
QSO: 21097 RY 2016-02-14 1259 UA4FX         599 337    SQ1BVG        599 119
QSO: 21097 RY 2016-02-14 1300 UA4FX         599 338    LZ7A          599 555
QSO: 21097 RY 2016-02-14 1301 UA4FX         599 339    YO9CWY        599 190
QSO: 21097 RY 2016-02-14 1303 UA4FX         599 340    SP5KCR        599 185
QSO: 21097 RY 2016-02-14 1303 UA4FX         599 341    HA3HX         599 176
QSO: 21097 RY 2016-02-14 1306 UA4FX         599 342    DL8RDL        599 269
QSO: 21097 RY 2016-02-14 1306 UA4FX         599 343    IK2AHB        599 380
QSO: 21097 RY 2016-02-14 1307 UA4FX         599 344    DJ2GMS        599 132
QSO: 21097 RY 2016-02-14 1308 UA4FX         599 345    OM8LA         599 588
QSO: 21097 RY 2016-02-14 1309 UA4FX         599 346    DG1VL         599 448
QSO: 21097 RY 2016-02-14 1310 UA4FX         599 347    DK4SC         599 132
QSO: 21097 RY 2016-02-14 1310 UA4FX         599 348    SQ2NNN        599 336
QSO: 21097 RY 2016-02-14 1311 UA4FX         599 349    LY2BUU        599 679
QSO: 21097 RY 2016-02-14 1312 UA4FX         599 350    IK2AUK        599 255
QSO: 21097 RY 2016-02-14 1313 UA4FX         599 351    ON6NL         599 345
QSO: 21097 RY 2016-02-14 1317 UA4FX         599 352    DF4WC         599 291
QSO: 21097 RY 2016-02-14 1319 UA4FX         599 353    E71EZC        599 496
QSO: 21097 RY 2016-02-14 1320 UA4FX         599 354    DB2KT         599 452
QSO: 21097 RY 2016-02-14 1323 UA4FX         599 355    OK2RVM        599 600
QSO: 21097 RY 2016-02-14 1324 UA4FX         599 356    OK2VIR        599 338
QSO: 21097 RY 2016-02-14 1325 UA4FX         599 357    S51DD         599 462
QSO: 21097 RY 2016-02-14 1326 UA4FX         599 358    OE5CYL        599 159
QSO: 21097 RY 2016-02-14 1327 UA4FX         599 359    IZ3QHA        599 372
QSO: 21097 RY 2016-02-14 1329 UA4FX         599 360    DR3W          599 434
QSO: 21097 RY 2016-02-14 1330 UA4FX         599 361    UR5SAU        599 416
QSO: 21097 RY 2016-02-14 1330 UA4FX         599 362    DK2WU         599 285
QSO: 21097 RY 2016-02-14 1331 UA4FX         599 363    SP2MKI        599 284
QSO: 21097 RY 2016-02-14 1333 UA4FX         599 364    LA5LJA        599 732
QSO: 21097 RY 2016-02-14 1337 UA4FX         599 365    SV1MNF        599 079
QSO: 21097 RY 2016-02-14 1338 UA4FX         599 366    DL8BH         599 163
QSO: 21097 RY 2016-02-14 1338 UA4FX         599 367    IK2YSJ        599 353
QSO: 21097 RY 2016-02-14 1339 UA4FX         599 368    DK1AW         599 186
QSO: 21097 RY 2016-02-14 1340 UA4FX         599 369    S58Q          599 396
QSO: 21097 RY 2016-02-14 1340 UA4FX         599 370    YU5RY         599 605
QSO: 21097 RY 2016-02-14 1341 UA4FX         599 371    DJ2XC         599 057
QSO: 21097 RY 2016-02-14 1345 UA4FX         599 372    SV1PMH        599 241
QSO: 21097 RY 2016-02-14 1347 UA4FX         599 373    SV5BYP        599 181
QSO: 21097 RY 2016-02-14 1348 UA4FX         599 374    DL1BA         599 132
QSO: 21097 RY 2016-02-14 1348 UA4FX         599 375    DJ5IW         599 313
QSO: 21097 RY 2016-02-14 1349 UA4FX         599 376    HA0MS         599 504
QSO: 21097 RY 2016-02-14 1349 UA4FX         599 377    DJ3NG         599 890
QSO: 21097 RY 2016-02-14 1350 UA4FX         599 378    SP2DKI        599 078
QSO: 21097 RY 2016-02-14 1351 UA4FX         599 379    OK1VK         599 233
QSO: 21097 RY 2016-02-14 1351 UA4FX         599 380    YT9VM         599 457
QSO: 21097 RY 2016-02-14 1354 UA4FX         599 381    DL6DH         599 430
QSO: 21097 RY 2016-02-14 1355 UA4FX         599 382    IK2SND        599 274
QSO: 21097 RY 2016-02-14 1356 UA4FX         599 383    DL/SP2UUU     599 224
QSO: 21097 RY 2016-02-14 1357 UA4FX         599 384    PB0ACU        599 233
QSO: 21097 RY 2016-02-14 1358 UA4FX         599 385    DL1FCU        599 748
QSO: 21097 RY 2016-02-14 1359 UA4FX         599 386    PA2CVD        599 220
QSO: 21097 RY 2016-02-14 1359 UA4FX         599 387    DL1ZBO        599 549
QSO: 21097 RY 2016-02-14 1400 UA4FX         599 388    OK1PMA        599 515
QSO: 21097 RY 2016-02-14 1403 UA4FX         599 389    HA6NL         599 634
QSO: 21097 RY 2016-02-14 1404 UA4FX         599 390    DF4PD         599 201
QSO: 21097 RY 2016-02-14 1405 UA4FX         599 391    DL4ABR        599 286
QSO: 21097 RY 2016-02-14 1405 UA4FX         599 392    DB4BJ         599 229
QSO: 21097 RY 2016-02-14 1406 UA4FX         599 393    DK1AX         599 656
QSO: 21097 RY 2016-02-14 1407 UA4FX         599 394    DL0VG         599 755
QSO: 21097 RY 2016-02-14 1409 UA4FX         599 395    9A7B          599 343
QSO: 21097 RY 2016-02-14 1412 UA4FX         599 396    DN5MX         599 192
QSO: 21097 RY 2016-02-14 1412 UA4FX         599 397    LA8OKA        599 149
QSO: 21097 RY 2016-02-14 1414 UA4FX         599 398    LA2HFA        599 177
QSO: 21097 RY 2016-02-14 1415 UA4FX         599 399    SV9FBP        599 086
QSO: 21097 RY 2016-02-14 1417 UA4FX         599 400    S52WW         599 028
QSO: 21097 RY 2016-02-14 1420 UA4FX         599 401    IU3BPW        599 183
QSO: 21097 RY 2016-02-14 1422 UA4FX         599 402    DK5MB         599 862
QSO: 21097 RY 2016-02-14 1423 UA4FX         599 403    S51NM         599 321
QSO: 21097 RY 2016-02-14 1423 UA4FX         599 404    DL5JBW        599 325
QSO: 21097 RY 2016-02-14 1426 UA4FX         599 405    SZ1A          599 2924
QSO: 21097 RY 2016-02-14 1427 UA4FX         599 406    SP3NYC        599 103
QSO: 21097 RY 2016-02-14 1429 UA4FX         599 407    PA3HFX        599 099
QSO: 21097 RY 2016-02-14 1430 UA4FX         599 408    IK4XQT        599 148
QSO: 21097 RY 2016-02-14 1432 UA4FX         599 409    DL9GMC        599 128
QSO: 21097 RY 2016-02-14 1433 UA4FX         599 410    DO3PKE        599 182
QSO: 21097 RY 2016-02-14 1433 UA4FX         599 411    DH5WB         599 315
QSO: 21097 RY 2016-02-14 1434 UA4FX         599 412    DM5TI         599 1157
QSO: 21097 RY 2016-02-14 1437 UA4FX         599 413    DL6EZ         599 156
QSO: 21097 RY 2016-02-14 1438 UA4FX         599 414    ZS1BHJ        599 089
QSO: 21097 RY 2016-02-14 1439 UA4FX         599 415    YU0TESLA      599 003
QSO: 21097 RY 2016-02-14 1440 UA4FX         599 416    DJ8OG         599 485
QSO: 21082 RY 2016-02-14 1448 UA4FX         599 417    7Z1OO         599 154
QSO: 21084 RY 2016-02-14 1450 UA4FX         599 418    YU1KT         599 1029
QSO: 21086 RY 2016-02-14 1451 UA4FX         599 419    ED1R          599 2536
QSO: 21088 RY 2016-02-14 1453 UA4FX         599 420    DK1QH         599 886
QSO: 21088 RY 2016-02-14 1457 UA4FX         599 421    A96A          599 371
QSO: 21097 RY 2016-02-14 1458 UA4FX         599 422    A71AE         599 681
QSO: 21098 RY 2016-02-14 1459 UA4FX         599 423    9A5K          599 559
QSO: 21104 RY 2016-02-14 1501 UA4FX         599 424    DQ4W          599 1163
QSO: 21110 RY 2016-02-14 1502 UA4FX         599 425    S57AW         599 324
QSO: 21112 RY 2016-02-14 1503 UA4FX         599 426    IQ3UD         599 1041
QSO: 21121 RY 2016-02-14 1507 UA4FX         599 427    IQ6AN         599 1979
QSO: 21089 RY 2016-02-14 1509 UA4FX         599 428    9A4W          599 042
QSO: 21094 RY 2016-02-14 1510 UA4FX         599 429    9A5D          599 2176
QSO: 21095 RY 2016-02-14 1511 UA4FX         599 430    G0HDV         599 635
QSO: 21106 RY 2016-02-14 1514 UA4FX         599 431    DK6OR         599 315
QSO: 21109 RY 2016-02-14 1516 UA4FX         599 432    I2WIJ         599 042
QSO: 21113 RY 2016-02-14 1517 UA4FX         599 433    IK2SBB        599 608
QSO: 21114 RY 2016-02-14 1519 UA4FX         599 434    IC8POF        599 308
QSO: 14075 RY 2016-02-14 1521 UA4FX         599 435    TF3CY         599 780
QSO: 14080 RY 2016-02-14 1522 UA4FX         599 436    EM0I          599 1918
QSO: 14080 RY 2016-02-14 1523 UA4FX         599 437    IK4GNI        599 900
QSO: 14081 RY 2016-02-14 1525 UA4FX         599 438    IZ8FDG        599 194
QSO: 14082 RY 2016-02-14 1528 UA4FX         599 439    LZ7A          599 810
QSO: 14083 RY 2016-02-14 1530 UA4FX         599 440    DM200PZL      599 178
QSO: 14083 RY 2016-02-14 1609 UA4FX         599 441    S57AW         599 393
QSO: 14084 RY 2016-02-14 1609 UA4FX         599 442    S53F          599 661
QSO: 14086 RY 2016-02-14 1612 UA4FX         599 443    SM6UQL        599 780
QSO: 14086 RY 2016-02-14 1612 UA4FX         599 444    LG5LG         599 1235
QSO: 14087 RY 2016-02-14 1613 UA4FX         599 445    GI7AXB        599 273
QSO: 14087 RY 2016-02-14 1614 UA4FX         599 446    SG5G          599 922
QSO: 14092 RY 2016-02-14 1618 UA4FX         599 447    DL3SYA        599 721
QSO: 14091 RY 2016-02-14 1620 UA4FX         599 448    UW3U          599 2055
QSO: 14093 RY 2016-02-14 1621 UA4FX         599 449    EA3AQ         599 1083
QSO: 14092 RY 2016-02-14 1623 UA4FX         599 450    IK8SEU        599 155
QSO: 14094 RY 2016-02-14 1624 UA4FX         599 451    SM6NOC        599 1101
QSO: 14096 RY 2016-02-14 1625 UA4FX         599 452    SM6BGG        599 721
QSO: 14097 RY 2016-02-14 1626 UA4FX         599 453    S51AF         599 398
QSO: 14099 RY 2016-02-14 1626 UA4FX         599 454    IU1FQQ        599 141
QSO: 14084 RY 2016-02-14 1829 UA4FX         599 455    IK7NXU        599 373
QSO: 14091 RY 2016-02-14 1833 UA4FX         599 456    IC8POF        599 407
QSO: 14093 RY 2016-02-14 1834 UA4FX         599 457    IT9WDC        599 519
QSO: 14087 RY 2016-02-14 1836 UA4FX         599 458    IK1UGX        599 097
QSO:  7034 RY 2016-02-14 1839 UA4FX         599 459    SM6UQL        599 902
QSO:  7035 RY 2016-02-14 1840 UA4FX         599 460    S51J          599 235
QSO:  7036 RY 2016-02-14 1841 UA4FX         599 461    DL8RDL        599 437
QSO:  7039 RY 2016-02-14 1845 UA4FX         599 462    YB4IR         599 682
QSO:  7040 RY 2016-02-14 1846 UA4FX         599 463    SP4TXI        599 611
QSO:  7047 RY 2016-02-14 1849 UA4FX         599 464    G0MBA         599 286
QSO:  7049 RY 2016-02-14 1850 UA4FX         599 465    ER1LW         599 245
QSO:  7052 RY 2016-02-14 1853 UA4FX         599 466    HB9ZZ         599 1232
QSO:  7053 RY 2016-02-14 1856 UA4FX         599 467    LB6KC         599 129
QSO:  7054 RY 2016-02-14 1902 UA4FX         599 468    DC6RI         599 562
QSO:  7055 RY 2016-02-14 1906 UA4FX         599 469    PD2PKM        599 677
QSO:  7040 RY 2016-02-14 1935 UA4FX         599 470    IV3CTS        599 1174
QSO:  7043 RY 2016-02-14 1936 UA4FX         599 471    DL1T          599 1046
QSO:  7045 RY 2016-02-14 1940 UA4FX         599 472    SM6BGG        599 877
QSO:  7047 RY 2016-02-14 1942 UA4FX         599 473    SP8K          599 635
QSO:  7049 RY 2016-02-14 1945 UA4FX         599 474    SP9KR         599 592
QSO:  7053 RY 2016-02-14 1949 UA4FX         599 475    LX9LARU       599 1288
QSO:  7053 RY 2016-02-14 1950 UA4FX         599 476    SV3FUO        599 454
QSO:  7055 RY 2016-02-14 1953 UA4FX         599 477    UX0FF         599 616
QSO:  7060 RY 2016-02-14 1955 UA4FX         599 478    DP7D          599 2087
QSO:  7037 RY 2016-02-14 2000 UA4FX         599 479    LY16W         599 949
QSO:  7039 RY 2016-02-14 2003 UA4FX         599 480    9A8FCC        599 511
QSO:  7041 RY 2016-02-14 2009 UA4FX         599 481    PE1FTV        599 111
QSO:  7044 RY 2016-02-14 2010 UA4FX         599 482    R7CD          599 845
QSO:  7051 RY 2016-02-14 2027 UA4FX         599 483    II2V          599 1930
QSO:  7052 RY 2016-02-14 2029 UA4FX         599 484    YO8RAA        599 522
QSO:  7053 RY 2016-02-14 2030 UA4FX         599 485    SV8DTD        599 749
QSO:  7054 RY 2016-02-14 2032 UA4FX         599 486    PA1NL         599 149
QSO:  7055 RY 2016-02-14 2034 UA4FX         599 487    F5RD          599 661
QSO:  7056 RY 2016-02-14 2035 UA4FX         599 488    EM2G          599 1665
QSO:  7059 RY 2016-02-14 2038 UA4FX         599 489    OL7M          599 2921
QSO:  7058 RY 2016-02-14 2038 UA4FX         599 490    GM1C          599 1036
QSO:  7061 RY 2016-02-14 2040 UA4FX         599 491    DK0WRTC       599 712
QSO:  7061 RY 2016-02-14 2041 UA4FX         599 492    LX7I          599 883
QSO:  7063 RY 2016-02-14 2043 UA4FX         599 493    PC4H          599 073
QSO:  7063 RY 2016-02-14 2044 UA4FX         599 494    RA6GW         599 747
QSO:  7065 RY 2016-02-14 2045 UA4FX         599 495    DR5N          599 892
QSO:  7064 RY 2016-02-14 2046 UA4FX         599 496    GW0A          599 1543
QSO:  7067 RY 2016-02-14 2049 UA4FX         599 497    5Q2J          599 281
QSO:  7067 RY 2016-02-14 2049 UA4FX         599 498    SN7Q          599 2188
QSO:  7068 RY 2016-02-14 2050 UA4FX         599 499    HZ1TL         599 286
QSO:  7069 RY 2016-02-14 2053 UA4FX         599 500    EA1DR         599 1691
QSO:  7071 RY 2016-02-14 2057 UA4FX         599 501    HA6NL         599 735
QSO:  7071 RY 2016-02-14 2058 UA4FX         599 502    YB6HAI        599 564
QSO:  7072 RY 2016-02-14 2100 UA4FX         599 503    YU5MOL        599 351
QSO:  7073 RY 2016-02-14 2101 UA4FX         599 504    UA9MA         599 700
QSO:  7032 RY 2016-02-14 2104 UA4FX         599 505    RT0R          599 1031
QSO:  7033 RY 2016-02-14 2105 UA4FX         599 506    EA5EJ         599 1102
QSO:  7034 RY 2016-02-14 2108 UA4FX         599 507    RW0SR         599 1021
QSO:  7037 RY 2016-02-14 2110 UA4FX         599 508    UX2X          599 545
QSO:  7041 RY 2016-02-14 2112 UA4FX         599 509    DL6NDW        599 1250
QSO:  7043 RY 2016-02-14 2114 UA4FX         599 510    ED1R          599 2986
QSO:  7043 RY 2016-02-14 2115 UA4FX         599 511    SP4W          599 250
QSO:  7049 RY 2016-02-14 2118 UA4FX         599 512    S58N          599 672
QSO:  3584 RY 2016-02-14 2119 UA4FX         599 513    RU4A          599 099
END-OF-LOG:
