START-OF-LOG: 3.0
LOCATION: STX
CALLSIGN: NK5G/5
CLUB: None
CONTEST: CQ-WPX-RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: RTTY
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 125686
OPERATORS: NK5G
SOAPBOX: Wokred the contest via remote control using PC and iPhone
QSO: 14105 RY 2014-02-09 2107 NK5G/5        599 0308   KC8RPV        599 0279
QSO: 14105 RY 2014-02-09 2107 NK5G/5        599 0309   VA3IK         599 0268
QSO: 14105 RY 2014-02-09 2108 NK5G/5        599 0310   W1/YO7ARY     599 0508
QSO: 14105 RY 2014-02-09 2109 NK5G/5        599 0311   N8BJQ         599 1189
QSO: 14105 RY 2014-02-09 2110 NK5G/5        599 0312   N9WKW         599 0376
QSO: 14105 RY 2014-02-09 2111 NK5G/5        599 0313   N2KI          599 0965
QSO: 14105 RY 2014-02-09 2111 NK5G/5        599 0314   NO0L          599 0219
QSO: 14105 RY 2014-02-09 2112 NK5G/5        599 0315   N4UEZ         599 0250
QSO: 14105 RY 2014-02-09 2113 NK5G/5        599 0316   K0VM          599 0199
QSO: 14105 RY 2014-02-09 2114 NK5G/5        599 0317   W9CF          599 0041
QSO: 14105 RY 2014-02-09 2115 NK5G/5        599 0318   WA2PNI        599 0309
QSO: 28099 RY 2014-02-09 2212 NK5G/5        599 0319   K6LRN         599 0625
QSO: 28099 RY 2014-02-09 2214 NK5G/5        599 0320   W2GR          599 1213
QSO: 28099 RY 2014-02-09 2214 NK5G/5        599 0321   N7ESU         599 0341
QSO: 28115 RY 2014-02-09 2216 NK5G/5        599 0322   AD7JP         599 1644
QSO: 28101 RY 2014-02-09 2219 NK5G/5        599 0323   LW6DG         599 1127
QSO: 28097 RY 2014-02-09 2221 NK5G/5        599 0324   LU4VEW        599 0196
QSO: 28092 RY 2014-02-09 2222 NK5G/5        599 0325   K6NV          599 0255
QSO: 28090 RY 2014-02-09 2224 NK5G/5        599 0326   LU1BJW        599 0427
QSO: 28089 RY 2014-02-09 2226 NK5G/5        599 0327   XQ3UP         599 0660
QSO: 28089 RY 2014-02-09 2228 NK5G/5        599 0328   AB5K          599 2976
QSO: 28085 RY 2014-02-09 2229 NK5G/5        599 0329   ZM90DX        599 0491
QSO: 28082 RY 2014-02-09 2231 NK5G/5        599 0330   KH6ZM         599 1130
QSO: 28080 RY 2014-02-09 2231 NK5G/5        599 0331   CE4SFG        599 0806
QSO: 28081 RY 2014-02-09 2232 NK5G/5        599 0332   NT6K          599 0240
QSO: 28109 RY 2014-02-09 2239 NK5G/5        599 0333   JH6WHN        599 0485
QSO: 28100 RY 2014-02-09 2248 NK5G/5        599 0334   W6AEA         599 1145
QSO: 28096 RY 2014-02-09 2251 NK5G/5        599 0335   K9YC          599 0237
QSO: 21080 RY 2014-02-09 2252 NK5G/5        599 0336   XE2CQ         599 0824
QSO: 21107 RY 2014-02-09 2259 NK5G/5        599 0337   N2KI          599 1085
QSO: 21110 RY 2014-02-09 2259 NK5G/5        599 0338   YS1/NP3J      599 0685
QSO: 21105 RY 2014-02-09 2301 NK5G/5        599 0339   N7BV          599 0751
QSO: 21123 RY 2014-02-09 2303 NK5G/5        599 0340   KK1X          599 0079
QSO: 21113 RY 2014-02-09 2303 NK5G/5        599 0341   K3NK          599 0263
QSO: 21108 RY 2014-02-09 2304 NK5G/5        599 0342   KM6Z          599 0884
QSO: 14082 RY 2014-02-09 2305 NK5G/5        599 0343   NP3IR         599 0647
QSO: 14088 RY 2014-02-09 2309 NK5G/5        599 0344   KB7N          599 0464
QSO: 14092 RY 2014-02-09 2311 NK5G/5        599 0345   P49X          599 4050
QSO: 14106 RY 2014-02-09 2312 NK5G/5        599 0346   NY6DX         599 0885
QSO: 14124 RY 2014-02-09 2315 NK5G/5        599 0347   KI6RRN        599 0790
QSO: 14130 RY 2014-02-09 2316 NK5G/5        599 0348   W9PL          599 0099
QSO: 14085 RY 2014-02-09 2320 NK5G/5        599 0349   VA7GEM        599 0344
QSO: 14089 RY 2014-02-09 2321 NK5G/5        599 0350   KT0DX         599 0743
QSO: 14092 RY 2014-02-09 2322 NK5G/5        599 0351   AB7R          599 0506
QSO: 14094 RY 2014-02-09 2323 NK5G/5        599 0352   TG9ANF        599 0666
QSO: 14098 RY 2014-02-09 2325 NK5G/5        599 0353   N7RO          599 1235
QSO: 14108 RY 2014-02-09 2326 NK5G/5        599 0354   ZZ8OPE        599 0615
QSO: 14119 RY 2014-02-09 2327 NK5G/5        599 0355   XE2IF         599 0140
QSO: 14121 RY 2014-02-09 2329 NK5G/5        599 0356   PJ2T          599 1771
QSO: 14122 RY 2014-02-09 2332 NK5G/5        599 0357   WS7L          599 0397
QSO: 14115 RY 2014-02-09 2337 NK5G/5        599 0358   NN4RB         599 0090
QSO: 14096 RY 2014-02-09 2338 NK5G/5        599 0359   AK9D          599 0949
QSO:  7048 RY 2014-02-09 2341 NK5G/5        599 0360   WP4WW         599 1490
QSO:  7054 RY 2014-02-09 2341 NK5G/5        599 0361   NO2T          599 0877
QSO:  7056 RY 2014-02-09 2342 NK5G/5        599 0362   KK4HEG        599 0544
QSO:  7066 RY 2014-02-09 2347 NK5G/5        599 0363   IK2SND        599 1160
QSO:  7067 RY 2014-02-09 2349 NK5G/5        599 0364   KB8O          599 0735
QSO:  7068 RY 2014-02-09 2351 NK5G/5        599 0365   HK1T          599 1411
QSO:  7070 RY 2014-02-09 2352 NK5G/5        599 0366   VE9HF         599 0214
QSO: 14090 RY 2014-02-09 2353 NK5G/5        599 0367   K1ING         599 0833
QSO: 14113 RY 2014-02-09 2356 NK5G/5        599 0368   WQ2N          599 0403
QSO: 14110 RY 2014-02-09 2356 NK5G/5        599 0369   K9XD          599 0819
QSO: 14110 RY 2014-02-09 2357 NK5G/5        599 0370   K6LRN         599 0715
QSO: 14120 RY 2014-02-09 2358 NK5G/5        599 0371   W4UEF         599 0732
END-OF-LOG:
