START-OF-LOG: 3.0
CONTEST: WW-DIGI
CALLSIGN: BI4KYT
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: DIGI
CATEGORY-TRANSMITTER: ONE
GRID-LOCATOR: OM86
CLAIMED-SCORE: 0
NAME: JUNCHANGWANG
OPERATORS: BI4KYT
CLUB: HARC
CREATED-BY: N1MM Logger+ 1.0.10715.0
QSO:   21091 DG 2025-08-30 1201 BI4KYT           OM86   JH4XSY/P         PM95    
QSO:   14081 DG 2025-08-30 1755 BI4KYT           OM86   SE6K             JO66    
QSO:   14081 DG 2025-08-30 1755 BI4KYT           OM86   SE6K             JO66    
QSO:   14081 DG 2025-08-30 1755 BI4KYT           OM86   OE3NHW           JN88    
QSO:   14081 DG 2025-08-30 1755 BI4KYT           OM86   OE3NHW           JN88    
QSO:   14081 DG 2025-08-30 1756 BI4KYT           OM86   LZ3RBS           KN12    
QSO:   14081 DG 2025-08-30 1756 BI4KYT           OM86   LZ3RBS           KN12    
QSO:   14081 DG 2025-08-30 1759 BI4KYT           OM86   RU5X             KO84    
QSO:   14081 DG 2025-08-30 1759 BI4KYT           OM86   RU5X             KO84    
QSO:   14081 DG 2025-08-30 1759 BI4KYT           OM86   DL5JBW           JO62    
QSO:   14081 DG 2025-08-30 1759 BI4KYT           OM86   DL5JBW           JO62    
QSO:   14081 DG 2025-08-30 1800 BI4KYT           OM86   OE5WRO           JN78    
QSO:   14081 DG 2025-08-30 1800 BI4KYT           OM86   OE5WRO           JN78    
QSO:   14081 DG 2025-08-30 1801 BI4KYT           OM86   OK1TRJ           JN79    
QSO:   14081 DG 2025-08-30 1801 BI4KYT           OM86   OK1TRJ           JN79    
QSO:   14081 DG 2025-08-30 1802 BI4KYT           OM86   DK3WN            JN49    
QSO:   14081 DG 2025-08-30 1802 BI4KYT           OM86   DK3WN            JN49    
QSO:   14081 DG 2025-08-30 1802 BI4KYT           OM86   SP2MKI           JO93    
QSO:   14081 DG 2025-08-30 1802 BI4KYT           OM86   SP2MKI           JO93    
QSO:   14081 DG 2025-08-30 1804 BI4KYT           OM86   RY2A             KO85    
QSO:   14081 DG 2025-08-30 1804 BI4KYT           OM86   RY2A             KO85    
QSO:   14081 DG 2025-08-30 1808 BI4KYT           OM86   PA0FVH           JO22    
QSO:   14081 DG 2025-08-30 1808 BI4KYT           OM86   PA0FVH           JO22    
QSO:   14081 DG 2025-08-30 1808 BI4KYT           OM86   PA3EWG           JO21    
QSO:   14081 DG 2025-08-30 1808 BI4KYT           OM86   PA3EWG           JO21    
QSO:   14081 DG 2025-08-30 1809 BI4KYT           OM86   ON7KEC           JO21    
QSO:   14081 DG 2025-08-30 1809 BI4KYT           OM86   ON7KEC           JO21    
QSO:   14081 DG 2025-08-30 1811 BI4KYT           OM86   EU1FQ            KO33    
QSO:   14081 DG 2025-08-30 1811 BI4KYT           OM86   EU1FQ            KO33    
QSO:   14081 DG 2025-08-30 1814 BI4KYT           OM86   PE1PIX           JO23    
QSO:   14081 DG 2025-08-30 1814 BI4KYT           OM86   PE1PIX           JO23    
QSO:   14081 DG 2025-08-30 1815 BI4KYT           OM86   RA3QBQ           LO01    
QSO:   14081 DG 2025-08-30 1815 BI4KYT           OM86   RA3QBQ           LO01    
QSO:   14081 DG 2025-08-30 1816 BI4KYT           OM86   DL1FKB           JO30    
QSO:   14081 DG 2025-08-30 1816 BI4KYT           OM86   DL1FKB           JO30    
QSO:   14081 DG 2025-08-30 1821 BI4KYT           OM86   S53F             JN75    
QSO:   14081 DG 2025-08-30 1821 BI4KYT           OM86   S53F             JN75    
QSO:   14081 DG 2025-08-30 1821 BI4KYT           OM86   SP3OTL           JO81    
QSO:   14081 DG 2025-08-30 1821 BI4KYT           OM86   SP3OTL           JO81    
QSO:   14081 DG 2025-08-30 1824 BI4KYT           OM86   RX1AG            KO49    
QSO:   14081 DG 2025-08-30 1824 BI4KYT           OM86   RX1AG            KO49    
QSO:   14081 DG 2025-08-30 1824 BI4KYT           OM86   F4GAJ            IN99    
QSO:   14081 DG 2025-08-30 1824 BI4KYT           OM86   F4GAJ            IN99    
QSO:   14081 DG 2025-08-30 1826 BI4KYT           OM86   OE3XFH           JN87    
QSO:   14081 DG 2025-08-30 1826 BI4KYT           OM86   OE3XFH           JN87    
QSO:   14081 DG 2025-08-30 1826 BI4KYT           OM86   SP6IHE           JO80    
QSO:   14081 DG 2025-08-30 1826 BI4KYT           OM86   SP6IHE           JO80    
QSO:   14081 DG 2025-08-30 1827 BI4KYT           OM86   DL5BCF           JO33    
QSO:   14081 DG 2025-08-30 1827 BI4KYT           OM86   DL5BCF           JO33    
QSO:   14081 DG 2025-08-30 1828 BI4KYT           OM86   IW0FEK           JN61    
QSO:   14081 DG 2025-08-30 1828 BI4KYT           OM86   IW0FEK           JN61    
QSO:   14081 DG 2025-08-30 1829 BI4KYT           OM86   SV3CKF           KM06    
QSO:   14081 DG 2025-08-30 1829 BI4KYT           OM86   SV3CKF           KM06    
QSO:   14081 DG 2025-08-30 1830 BI4KYT           OM86   DJ9MH            JO50    
QSO:   14081 DG 2025-08-30 1830 BI4KYT           OM86   DJ9MH            JO50    
QSO:   14081 DG 2025-08-30 1830 BI4KYT           OM86   ON6LEO           JO21    
QSO:   14081 DG 2025-08-30 1830 BI4KYT           OM86   ON6LEO           JO21    
QSO:   14081 DG 2025-08-30 1833 BI4KYT           OM86   ON1AJ            JO20    
QSO:   14081 DG 2025-08-30 1833 BI4KYT           OM86   ON1AJ            JO20    
QSO:   14081 DG 2025-08-30 1834 BI4KYT           OM86   RA1M             KO59    
QSO:   14081 DG 2025-08-30 1834 BI4KYT           OM86   RA1M             KO59    
QSO:   14081 DG 2025-08-30 1834 BI4KYT           OM86   RA1M             KO59    
QSO:   14081 DG 2025-08-30 1834 BI4KYT           OM86   RA1M             KO59    
QSO:   14081 DG 2025-08-30 1834 BI4KYT           OM86   RA1M             KO59    
QSO:   14081 DG 2025-08-30 1834 BI4KYT           OM86   RA1M             KO59    
QSO:   14081 DG 2025-08-30 1836 BI4KYT           OM86   M0BEW            IO82    
QSO:   14081 DG 2025-08-30 1836 BI4KYT           OM86   M0BEW            IO82    
QSO:   14081 DG 2025-08-30 1837 BI4KYT           OM86   OP5T             JO21    
QSO:   14081 DG 2025-08-30 1837 BI4KYT           OM86   OP5T             JO21    
QSO:   14081 DG 2025-08-30 1838 BI4KYT           OM86   G2M              IO82    
QSO:   14081 DG 2025-08-30 1838 BI4KYT           OM86   G2M              IO82    
QSO:   14081 DG 2025-08-30 1842 BI4KYT           OM86   OH3DIG           KP21    
QSO:   14081 DG 2025-08-30 1842 BI4KYT           OM86   OH3DIG           KP21    
QSO:   14081 DG 2025-08-30 1843 BI4KYT           OM86   LZ1QV            KN32    
QSO:   14081 DG 2025-08-30 1843 BI4KYT           OM86   LZ1QV            KN32    
QSO:   14081 DG 2025-08-30 1843 BI4KYT           OM86   E28AM            OK04    
QSO:   14081 DG 2025-08-30 1843 BI4KYT           OM86   E28AM            OK04    
QSO:   14081 DG 2025-08-30 1844 BI4KYT           OM86   E28AM            OK04    
QSO:   14081 DG 2025-08-30 1844 BI4KYT           OM86   E28AM            OK04    
QSO:   14081 DG 2025-08-30 1846 BI4KYT           OM86   G3YBO            IO93    
QSO:   14081 DG 2025-08-30 1846 BI4KYT           OM86   G3YBO            IO93    
QSO:   14081 DG 2025-08-30 1848 BI4KYT           OM86   RA3QH            KO91    
QSO:   14081 DG 2025-08-30 1848 BI4KYT           OM86   RA3QH            KO91    
QSO:   14081 DG 2025-08-30 1851 BI4KYT           OM86   UA4SJO           LO45    
QSO:   14081 DG 2025-08-30 1851 BI4KYT           OM86   UA4SJO           LO45    
QSO:   14081 DG 2025-08-30 1852 BI4KYT           OM86   ER3UA            KN37    
QSO:   14081 DG 2025-08-30 1852 BI4KYT           OM86   ER3UA            KN37    
QSO:   14081 DG 2025-08-30 1852 BI4KYT           OM86   ER3UA            KN37    
QSO:   14081 DG 2025-08-30 1852 BI4KYT           OM86   ER3UA            KN37    
QSO:   14081 DG 2025-08-30 1855 BI4KYT           OM86   PY5QW            GG54    
QSO:   14081 DG 2025-08-30 1855 BI4KYT           OM86   PY5QW            GG54    
QSO:   14081 DG 2025-08-30 1901 BI4KYT           OM86   PD2PKM           JO21    
QSO:   14081 DG 2025-08-30 1901 BI4KYT           OM86   PD2PKM           JO21    
QSO:   14081 DG 2025-08-30 1901 BI4KYT           OM86   M0GBP            IO70    
QSO:   14081 DG 2025-08-30 1901 BI4KYT           OM86   M0GBP            IO70    
QSO:   14081 DG 2025-08-30 1902 BI4KYT           OM86   PE1FTV           JO21    
QSO:   14081 DG 2025-08-30 1902 BI4KYT           OM86   PE1FTV           JO21    
QSO:   14081 DG 2025-08-30 1905 BI4KYT           OM86   G1JSP            IO92    
QSO:   14081 DG 2025-08-30 1905 BI4KYT           OM86   G1JSP            IO92    
QSO:   14091 DG 2025-08-30 1911 BI4KYT           OM86   M0UDD            IO91    
QSO:   14091 DG 2025-08-30 1911 BI4KYT           OM86   M0UDD            IO91    
QSO:   14091 DG 2025-08-30 1912 BI4KYT           OM86   BD4JN            OM86    
QSO:   14091 DG 2025-08-30 1912 BI4KYT           OM86   BD4JN            OM86    
QSO:   14091 DG 2025-08-30 1913 BI4KYT           OM86   DG5LP            JN48    
QSO:   14091 DG 2025-08-30 1913 BI4KYT           OM86   DG5LP            JN48    
QSO:   14091 DG 2025-08-30 1914 BI4KYT           OM86   PA4B             JO22    
QSO:   14091 DG 2025-08-30 1914 BI4KYT           OM86   PA4B             JO22    
QSO:   14091 DG 2025-08-30 1915 BI4KYT           OM86   DF8AA            JO60    
QSO:   14091 DG 2025-08-30 1915 BI4KYT           OM86   DF8AA            JO60    
QSO:   14091 DG 2025-08-30 1916 BI4KYT           OM86   DM8MH            JO51    
QSO:   14091 DG 2025-08-30 1916 BI4KYT           OM86   DM8MH            JO51    
QSO:   14091 DG 2025-08-30 1918 BI4KYT           OM86   PY5KD            GG54    
QSO:   14091 DG 2025-08-30 1918 BI4KYT           OM86   PY5KD            GG54    
QSO:   14091 DG 2025-08-30 1922 BI4KYT           OM86   UT2UB            KO50    
QSO:   14091 DG 2025-08-30 1926 BI4KYT           OM86   R1AV             KP50    
QSO:   14091 DG 2025-08-30 1928 BI4KYT           OM86   CX2CW            GF15    
QSO:   14091 DG 2025-08-30 1928 BI4KYT           OM86   CX2CW            GF15    
QSO:   14091 DG 2025-08-30 1929 BI4KYT           OM86   PA3EAQ           JO31    
QSO:   14091 DG 2025-08-30 1929 BI4KYT           OM86   PA3EAQ           JO31    
QSO:   14091 DG 2025-08-30 1930 BI4KYT           OM86   OG3Z             KP11    
QSO:   14091 DG 2025-08-30 1930 BI4KYT           OM86   OG3Z             KP11    
QSO:   14091 DG 2025-08-30 1931 BI4KYT           OM86   9A4AA            JN75    
QSO:   14091 DG 2025-08-30 1931 BI4KYT           OM86   9A4AA            JN75    
QSO:   14091 DG 2025-08-30 1934 BI4KYT           OM86   ON1AJ            JO20    
QSO:   14091 DG 2025-08-30 1934 BI4KYT           OM86   ON1AJ            JO20    
QSO:   14091 DG 2025-08-30 1937 BI4KYT           OM86   YO9BXE           KN24    
QSO:   14091 DG 2025-08-30 1937 BI4KYT           OM86   YO9BXE           KN24    
QSO:   14091 DG 2025-08-30 1940 BI4KYT           OM86   UX7UN            KO50    
QSO:   14091 DG 2025-08-30 1940 BI4KYT           OM86   UX7UN            KO50    
QSO:   14091 DG 2025-08-30 1941 BI4KYT           OM86   IZ3NVR           JN65    
QSO:   14091 DG 2025-08-30 1941 BI4KYT           OM86   IZ3NVR           JN65    
QSO:   14091 DG 2025-08-30 1942 BI4KYT           OM86   OK1BCD           JO60    
QSO:   14091 DG 2025-08-30 1942 BI4KYT           OM86   OK1BCD           JO60    
QSO:   14091 DG 2025-08-30 1944 BI4KYT           OM86   CT7AQH           IM58    
QSO:   14091 DG 2025-08-30 1944 BI4KYT           OM86   CT7AQH           IM58    
QSO:   14091 DG 2025-08-30 1950 BI4KYT           OM86   OM8ATS           KN08    
QSO:   14091 DG 2025-08-30 1950 BI4KYT           OM86   OM8ATS           KN08    
QSO:   14091 DG 2025-08-30 1951 BI4KYT           OM86   EA7KY            IM86    
QSO:   14091 DG 2025-08-30 1951 BI4KYT           OM86   EA7KY            IM86    
QSO:   14091 DG 2025-08-30 1953 BI4KYT           OM86   R4WH             LO66    
QSO:   14091 DG 2025-08-30 1953 BI4KYT           OM86   R4WH             LO66    
QSO:   14091 DG 2025-08-30 1956 BI4KYT           OM86   UR4UNI           KN49    
QSO:   14091 DG 2025-08-30 1956 BI4KYT           OM86   UR4UNI           KN49    
QSO:   14091 DG 2025-08-30 1957 BI4KYT           OM86   EA7KY            IM86    
QSO:   14091 DG 2025-08-30 1957 BI4KYT           OM86   EA7KY            IM86    
QSO:   14091 DG 2025-08-30 2001 BI4KYT           OM86   PA4O             JO33    
QSO:   14091 DG 2025-08-30 2001 BI4KYT           OM86   PA4O             JO33    
QSO:   14091 DG 2025-08-30 2002 BI4KYT           OM86   ON6CQ            JO11    
QSO:   14091 DG 2025-08-30 2002 BI4KYT           OM86   ON6CQ            JO11    
QSO:   14091 DG 2025-08-30 2003 BI4KYT           OM86   HA0GK            KN17    
QSO:   14091 DG 2025-08-30 2003 BI4KYT           OM86   HA0GK            KN17    
QSO:   14091 DG 2025-08-30 2004 BI4KYT           OM86   RZ3Z/P           KN84    
QSO:   14091 DG 2025-08-30 2004 BI4KYT           OM86   RZ3Z/P           KN84    
QSO:   14091 DG 2025-08-30 2005 BI4KYT           OM86   PA7RW            JO22    
QSO:   14091 DG 2025-08-30 2005 BI4KYT           OM86   PA7RW            JO22    
QSO:   14091 DG 2025-08-30 2007 BI4KYT           OM86   UT4QM            KN77    
QSO:   14091 DG 2025-08-30 2007 BI4KYT           OM86   UT4QM            KN77    
QSO:   14091 DG 2025-08-30 2008 BI4KYT           OM86   YO2NAA           KN05    
QSO:   14091 DG 2025-08-30 2008 BI4KYT           OM86   YO2NAA           KN05    
QSO:   14091 DG 2025-08-30 2010 BI4KYT           OM86   PA5WT            JO22    
QSO:   14091 DG 2025-08-30 2010 BI4KYT           OM86   PA5WT            JO22    
QSO:   14091 DG 2025-08-30 2011 BI4KYT           OM86   RT2H             KO84    
QSO:   14091 DG 2025-08-30 2011 BI4KYT           OM86   RT2H             KO84    
QSO:   14091 DG 2025-08-30 2013 BI4KYT           OM86   M0JBM            IO81    
QSO:   14091 DG 2025-08-30 2013 BI4KYT           OM86   M0JBM            IO81    
QSO:   14091 DG 2025-08-30 2014 BI4KYT           OM86   F6EKU            JN05    
QSO:   14091 DG 2025-08-30 2014 BI4KYT           OM86   F6EKU            JN05    
QSO:   14091 DG 2025-08-30 2016 BI4KYT           OM86   M7SBC            IO82    
QSO:   14091 DG 2025-08-30 2016 BI4KYT           OM86   M7SBC            IO82    
QSO:   14091 DG 2025-08-30 2017 BI4KYT           OM86   G6RST            IO90    
QSO:   14091 DG 2025-08-30 2017 BI4KYT           OM86   G6RST            IO90    
QSO:   14091 DG 2025-08-30 2018 BI4KYT           OM86   SP9IHP           JO90    
QSO:   14091 DG 2025-08-30 2018 BI4KYT           OM86   SP9IHP           JO90    
QSO:   14091 DG 2025-08-30 2021 BI4KYT           OM86   EU4E             KO23    
QSO:   14091 DG 2025-08-30 2021 BI4KYT           OM86   EU4E             KO23    
QSO:   14091 DG 2025-08-30 2023 BI4KYT           OM86   SQ9JTI           KO02    
QSO:   14091 DG 2025-08-30 2023 BI4KYT           OM86   SQ9JTI           KO02    
QSO:   14091 DG 2025-08-30 2024 BI4KYT           OM86   JJ1CBY           PM95    
QSO:   14091 DG 2025-08-30 2024 BI4KYT           OM86   JJ1CBY           PM95    
QSO:   14091 DG 2025-08-30 2026 BI4KYT           OM86   OK1FWG           JO70    
QSO:   14091 DG 2025-08-30 2026 BI4KYT           OM86   OK1FWG           JO70    
QSO:   14091 DG 2025-08-30 2028 BI4KYT           OM86   LA2XNA           JP50    
QSO:   14091 DG 2025-08-30 2028 BI4KYT           OM86   LA2XNA           JP50    
QSO:   14091 DG 2025-08-30 2031 BI4KYT           OM86   I/DL7ZO          JN52    
QSO:   14091 DG 2025-08-30 2031 BI4KYT           OM86   I/DL7ZO          JN52    
QSO:   14091 DG 2025-08-30 2032 BI4KYT           OM86   IU8PWS           JN71    
QSO:   14091 DG 2025-08-30 2032 BI4KYT           OM86   IU8PWS           JN71    
QSO:   14091 DG 2025-08-30 2035 BI4KYT           OM86   EA2DYB           IN83    
QSO:   14091 DG 2025-08-30 2035 BI4KYT           OM86   EA2DYB           IN83    
QSO:   14091 DG 2025-08-30 2038 BI4KYT           OM86   BG5BAA           PM00    
QSO:   14091 DG 2025-08-30 2038 BI4KYT           OM86   BG5BAA           PM00    
QSO:   14091 DG 2025-08-30 2040 BI4KYT           OM86   EV1R             KO33    
QSO:   14091 DG 2025-08-30 2040 BI4KYT           OM86   EV1R             KO33    
QSO:   14091 DG 2025-08-30 2041 BI4KYT           OM86   JH2FXK           PM84    
QSO:   14091 DG 2025-08-30 2041 BI4KYT           OM86   JH2FXK           PM84    
QSO:   14091 DG 2025-08-30 2043 BI4KYT           OM86   SA6FAX           JO68    
QSO:   14091 DG 2025-08-30 2043 BI4KYT           OM86   SA6FAX           JO68    
QSO:   14091 DG 2025-08-30 2045 BI4KYT           OM86   LA6NNA           JP65    
QSO:   14091 DG 2025-08-30 2045 BI4KYT           OM86   LA6NNA           JP65    
QSO:   14091 DG 2025-08-30 2047 BI4KYT           OM86   UX7QV            KN29    
QSO:   14091 DG 2025-08-30 2047 BI4KYT           OM86   UX7QV            KN29    
QSO:   14091 DG 2025-08-30 2048 BI4KYT           OM86   LT5D             GF12    
QSO:   14091 DG 2025-08-30 2048 BI4KYT           OM86   LT5D             GF12    
QSO:   14091 DG 2025-08-30 2050 BI4KYT           OM86   YB1CYO           OI33    
QSO:   14091 DG 2025-08-30 2050 BI4KYT           OM86   YB1CYO           OI33    
QSO:   14091 DG 2025-08-30 2051 BI4KYT           OM86   UT5UN            KO50    
QSO:   14091 DG 2025-08-30 2051 BI4KYT           OM86   UT5UN            KO50    
QSO:   14091 DG 2025-08-30 2053 BI4KYT           OM86   PP2CS            GH53    
QSO:   14091 DG 2025-08-30 2053 BI4KYT           OM86   PP2CS            GH53    
QSO:   14091 DG 2025-08-30 2056 BI4KYT           OM86   PA4J             JO11    
QSO:   14091 DG 2025-08-30 2056 BI4KYT           OM86   PA4J             JO11    
QSO:   14091 DG 2025-08-30 2058 BI4KYT           OM86   YL73R            KO06    
QSO:   14091 DG 2025-08-30 2058 BI4KYT           OM86   YL73R            KO06    
QSO:   14091 DG 2025-08-30 2100 BI4KYT           OM86   BD7LMB           OL62    
QSO:   14091 DG 2025-08-30 2100 BI4KYT           OM86   BD7LMB           OL62    
QSO:   14091 DG 2025-08-30 2102 BI4KYT           OM86   YL2KF            KO27    
QSO:   14091 DG 2025-08-30 2102 BI4KYT           OM86   YL2KF            KO27    
QSO:   14091 DG 2025-08-30 2103 BI4KYT           OM86   IK2CMI           JN45    
QSO:   14091 DG 2025-08-30 2103 BI4KYT           OM86   IK2CMI           JN45    
QSO:   14091 DG 2025-08-30 2104 BI4KYT           OM86   DG5RN            JN59    
QSO:   14091 DG 2025-08-30 2104 BI4KYT           OM86   DG5RN            JN59    
QSO:   14091 DG 2025-08-30 2105 BI4KYT           OM86   SO1RON           JO73    
QSO:   14091 DG 2025-08-30 2105 BI4KYT           OM86   SO1RON           JO73    
QSO:   14091 DG 2025-08-30 2107 BI4KYT           OM86   2E0HXM           IO92    
QSO:   14091 DG 2025-08-30 2107 BI4KYT           OM86   2E0HXM           IO92    
QSO:   14091 DG 2025-08-30 2108 BI4KYT           OM86   ON4NYO           JO11    
QSO:   14091 DG 2025-08-30 2108 BI4KYT           OM86   ON4NYO           JO11    
QSO:   14091 DG 2025-08-30 2110 BI4KYT           OM86   VU2ADV           MK80    
QSO:   14091 DG 2025-08-30 2110 BI4KYT           OM86   VU2ADV           MK80    
QSO:   14091 DG 2025-08-30 2112 BI4KYT           OM86   PY2MIA           GG66    
QSO:   14091 DG 2025-08-30 2112 BI4KYT           OM86   PY2MIA           GG66    
QSO:   14091 DG 2025-08-30 2113 BI4KYT           OM86   YB8MJG           OI94    
QSO:   14091 DG 2025-08-30 2113 BI4KYT           OM86   YB8MJG           OI94    
QSO:   14091 DG 2025-08-30 2115 BI4KYT           OM86   YO9BNP           KN23    
QSO:   14091 DG 2025-08-30 2115 BI4KYT           OM86   YO9BNP           KN23    
QSO:   14091 DG 2025-08-30 2117 BI4KYT           OM86   DL7ARV           JO62    
QSO:   14091 DG 2025-08-30 2117 BI4KYT           OM86   DL7ARV           JO62    
QSO:   14091 DG 2025-08-30 2118 BI4KYT           OM86   M7OBF            IO94    
QSO:   14091 DG 2025-08-30 2118 BI4KYT           OM86   M7OBF            IO94    
QSO:   14091 DG 2025-08-30 2119 BI4KYT           OM86   PW5X             GG54    
QSO:   14091 DG 2025-08-30 2119 BI4KYT           OM86   PW5X             GG54    
QSO:   14091 DG 2025-08-30 2121 BI4KYT           OM86   YO9BCM           KN35    
QSO:   14091 DG 2025-08-30 2121 BI4KYT           OM86   YO9BCM           KN35    
QSO:   14091 DG 2025-08-30 2122 BI4KYT           OM86   IT9GJK           JM77    
QSO:   14091 DG 2025-08-30 2122 BI4KYT           OM86   IT9GJK           JM77    
QSO:   14091 DG 2025-08-30 2123 BI4KYT           OM86   EI3CTB           IO63    
QSO:   14091 DG 2025-08-30 2123 BI4KYT           OM86   EI3CTB           IO63    
QSO:   14091 DG 2025-08-30 2125 BI4KYT           OM86   PA0VLY           JO33    
QSO:   14091 DG 2025-08-30 2125 BI4KYT           OM86   PA0VLY           JO33    
QSO:   14091 DG 2025-08-30 2126 BI4KYT           OM86   HA1DAE           JN87    
QSO:   14091 DG 2025-08-30 2126 BI4KYT           OM86   HA1DAE           JN87    
QSO:   14091 DG 2025-08-30 2127 BI4KYT           OM86   ON8BB            JO21    
QSO:   14091 DG 2025-08-30 2127 BI4KYT           OM86   ON8BB            JO21    
QSO:   14091 DG 2025-08-30 2128 BI4KYT           OM86   L71D             GF05    
QSO:   14091 DG 2025-08-30 2128 BI4KYT           OM86   L71D             GF05    
QSO:   14091 DG 2025-08-30 2131 BI4KYT           OM86   9A5CC            JN83    
QSO:   14091 DG 2025-08-30 2131 BI4KYT           OM86   9A5CC            JN83    
QSO:   14091 DG 2025-08-30 2132 BI4KYT           OM86   DL6EE            JO31    
QSO:   14091 DG 2025-08-30 2132 BI4KYT           OM86   DL6EE            JO31    
QSO:   14091 DG 2025-08-30 2134 BI4KYT           OM86   OK1BCD           JO60    
QSO:   14091 DG 2025-08-30 2134 BI4KYT           OM86   OK1BCD           JO60    
QSO:   14091 DG 2025-08-30 2138 BI4KYT           OM86   JR2IGV           PM84    
QSO:   14091 DG 2025-08-30 2138 BI4KYT           OM86   JR2IGV           PM84    
QSO:   14091 DG 2025-08-30 2141 BI4KYT           OM86   EA2DR            IN83    
QSO:   14091 DG 2025-08-30 2141 BI4KYT           OM86   EA2DR            IN83    
QSO:   14091 DG 2025-08-30 2142 BI4KYT           OM86   AZ1D             FF94    
QSO:   14091 DG 2025-08-30 2142 BI4KYT           OM86   AZ1D             FF94    
QSO:   14091 DG 2025-08-30 2145 BI4KYT           OM86   IZ3XEF           JN55    
QSO:   14091 DG 2025-08-30 2145 BI4KYT           OM86   IZ3XEF           JN55    
QSO:   14091 DG 2025-08-30 2147 BI4KYT           OM86   PD7EB            JO32    
QSO:   14091 DG 2025-08-30 2147 BI4KYT           OM86   PD7EB            JO32    
QSO:   14091 DG 2025-08-30 2148 BI4KYT           OM86   DF2F             JO31    
QSO:   14091 DG 2025-08-30 2148 BI4KYT           OM86   DF2F             JO31    
QSO:   14091 DG 2025-08-30 2149 BI4KYT           OM86   JK1AXI           PM95    
QSO:   14091 DG 2025-08-30 2149 BI4KYT           OM86   JK1AXI           PM95    
QSO:   14091 DG 2025-08-30 2150 BI4KYT           OM86   YO9HP            KN35    
QSO:   14091 DG 2025-08-30 2150 BI4KYT           OM86   YO9HP            KN35    
QSO:   14091 DG 2025-08-30 2153 BI4KYT           OM86   7L4IOU           PM95    
QSO:   14091 DG 2025-08-30 2153 BI4KYT           OM86   7L4IOU           PM95    
QSO:   14091 DG 2025-08-30 2154 BI4KYT           OM86   YE3FZR           OI62    
QSO:   14091 DG 2025-08-30 2154 BI4KYT           OM86   YE3FZR           OI62    
QSO:   14091 DG 2025-08-30 2156 BI4KYT           OM86   JE2UFF           PM94    
QSO:   14091 DG 2025-08-30 2156 BI4KYT           OM86   JE2UFF           PM94    
QSO:   21091 DG 2025-08-30 2203 BI4KYT           OM86   N5YJZ            CM97    
QSO:   21091 DG 2025-08-30 2204 BI4KYT           OM86   NA5M             EM11    
QSO:   21091 DG 2025-08-30 2204 BI4KYT           OM86   NA5M             EM11    
QSO:   21091 DG 2025-08-30 2205 BI4KYT           OM86   W5JCC            EM31    
QSO:   21091 DG 2025-08-30 2205 BI4KYT           OM86   W5JCC            EM31    
QSO:   21091 DG 2025-08-30 2213 BI4KYT           OM86   W4SDX            EM55    
QSO:   21091 DG 2025-08-30 2213 BI4KYT           OM86   W4SDX            EM55    
QSO:   21091 DG 2025-08-30 2216 BI4KYT           OM86   7L4IOU           PM95    
QSO:   21091 DG 2025-08-30 2216 BI4KYT           OM86   7L4IOU           PM95    
QSO:   21091 DG 2025-08-30 2218 BI4KYT           OM86   W0ZA             EN00    
QSO:   21091 DG 2025-08-30 2218 BI4KYT           OM86   W0ZA             EN00    
QSO:   21091 DG 2025-08-30 2219 BI4KYT           OM86   W4MLB            EL98    
QSO:   21091 DG 2025-08-30 2219 BI4KYT           OM86   W4MLB            EL98    
QSO:   21091 DG 2025-08-30 2220 BI4KYT           OM86   KA2G             EM93    
QSO:   21091 DG 2025-08-30 2220 BI4KYT           OM86   KA2G             EM93    
QSO:   21091 DG 2025-08-30 2222 BI4KYT           OM86   VK2WW            QF55    
QSO:   21091 DG 2025-08-30 2222 BI4KYT           OM86   VK2WW            QF55    
QSO:   21091 DG 2025-08-30 2223 BI4KYT           OM86   7E3E             OI62    
QSO:   21091 DG 2025-08-30 2223 BI4KYT           OM86   7E3E             OI62    
QSO:   21091 DG 2025-08-30 2225 BI4KYT           OM86   KA6JAR           DM13    
QSO:   21091 DG 2025-08-30 2225 BI4KYT           OM86   KA6JAR           DM13    
QSO:   21091 DG 2025-08-30 2229 BI4KYT           OM86   JF2SKV           PM85    
QSO:   21091 DG 2025-08-30 2229 BI4KYT           OM86   JF2SKV           PM85    
QSO:   21091 DG 2025-08-30 2230 BI4KYT           OM86   YB1IUQ           OI33    
QSO:   21091 DG 2025-08-30 2230 BI4KYT           OM86   YB1IUQ           OI33    
QSO:   21091 DG 2025-08-30 2231 BI4KYT           OM86   AA4PA            EM55    
QSO:   21091 DG 2025-08-30 2231 BI4KYT           OM86   AA4PA            EM55    
QSO:   21091 DG 2025-08-30 2232 BI4KYT           OM86   KW6S             CM96    
QSO:   21091 DG 2025-08-30 2232 BI4KYT           OM86   KW6S             CM96    
QSO:   21091 DG 2025-08-30 2234 BI4KYT           OM86   NY6Z             DM04    
QSO:   21091 DG 2025-08-30 2234 BI4KYT           OM86   NY6Z             DM04    
QSO:   21091 DG 2025-08-30 2236 BI4KYT           OM86   BA7LTZ           OL62    
QSO:   21091 DG 2025-08-30 2236 BI4KYT           OM86   BA7LTZ           OL62    
