START-OF-LOG: 3.0
CONTEST: IARU-HF
LOCATION: DX
CALLSIGN: R0HQ
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-POWER: HIGH
CREATED-BY: RLOG32W VER-0.1.4.132
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-STATION: HQ
CATEGORY-TRANSMITTER: UNLIMITED
OPERATORS: UA0DM, UA0CDX, R0CDA, R0IAA, R0CY, R0CT, R0CM, RU0LM, R0NN,
QSO: 7018 CW 2021-07-10 1407 R0HQ 599 SRR JH0DUG 599 45
QSO: 14010 CW 2021-07-10 1407 R0HQ 599 SRR EW5HQ 599 BFRR
QSO: 14060 CW 2021-07-10 1407 R0HQ 599 SRR PA3AAV 599 27
QSO: 7100 PH 2021-07-10 1407 R0HQ 59 SRR JH7UKE 59 45
QSO: 7100 PH 2021-07-10 1407 R0HQ 59 SRR JA2PFO 59 45
QSO: 14234 PH 2021-07-10 1408 R0HQ 59 SRR ZS1SBW 59 57
QSO: 7018 CW 2021-07-10 1408 R0HQ 599 SRR JE8KKX 599 45
QSO: 14060 CW 2021-07-10 1408 R0HQ 599 SRR JA7FFN 599 45
QSO: 14234 PH 2021-07-10 1408 R0HQ 59 SRR UA8J 59 21
QSO: 14234 PH 2021-07-10 1409 R0HQ 59 SRR R3AAA 59 29
QSO: 14234 PH 2021-07-10 1409 R0HQ 59 SRR IZ2SDK 59 28
QSO: 7018 CW 2021-07-10 1409 R0HQ 599 SRR UF0B 599 32
QSO: 7018 CW 2021-07-10 1409 R0HQ 599 SRR RC9A 599 30
QSO: 14060 CW 2021-07-10 1409 R0HQ 599 SRR OK2ABU 599 28
QSO: 14060 CW 2021-07-10 1409 R0HQ 599 SRR RA3NC 599 29
QSO: 7100 PH 2021-07-10 1409 R0HQ 59 SRR JO4JJK 59 45
QSO: 14234 PH 2021-07-10 1410 R0HQ 59 SRR UA3OQ 59 29
QSO: 14234 PH 2021-07-10 1410 R0HQ 59 SRR RA3R 59 29
QSO: 7018 CW 2021-07-10 1410 R0HQ 599 SRR JK1VMC 599 45
QSO: 14060 CW 2021-07-10 1410 R0HQ 599 SRR RT5Z 599 29
QSO: 7100 PH 2021-07-10 1410 R0HQ 59 SRR JH7QOM 59 45
QSO: 7100 PH 2021-07-10 1410 R0HQ 59 SRR JR8ORC 59 45
QSO: 7018 CW 2021-07-10 1411 R0HQ 599 SRR AC6T 599 6
QSO: 14060 CW 2021-07-10 1411 R0HQ 599 SRR PD0ME 599 27
QSO: 14060 CW 2021-07-10 1411 R0HQ 599 SRR RN3S 599 29
QSO: 14060 CW 2021-07-10 1411 R0HQ 599 SRR UA9PM 599 31
QSO: 14234 PH 2021-07-10 1411 R0HQ 59 SRR SP1FRC 59 28
QSO: 7018 CW 2021-07-10 1412 R0HQ 599 SRR JE4MHL 599 45
QSO: 14234 PH 2021-07-10 1412 R0HQ 59 SRR OR1X 59 27
QSO: 14060 CW 2021-07-10 1412 R0HQ 599 SRR ON4CAS 599 27
QSO: 14060 CW 2021-07-10 1412 R0HQ 599 SRR JE6HCL 599 45
QSO: 14234 PH 2021-07-10 1412 R0HQ 59 SRR OH1TD 59 18
QSO: 1813 CW 2021-07-10 1413 R0HQ 599 SRR JH0NEC 599 45
QSO: 14234 PH 2021-07-10 1413 R0HQ 59 SRR OG0R 59 18
QSO: 14060 CW 2021-07-10 1413 R0HQ 599 SRR RA9AP 599 30
QSO: 14060 CW 2021-07-10 1413 R0HQ 599 SRR R9XS 599 20
QSO: 14060 CW 2021-07-10 1413 R0HQ 599 SRR UA3RBR 599 29
QSO: 14060 CW 2021-07-10 1413 R0HQ 599 SRR RT6Y 599 29
QSO: 28025 CW 2021-07-10 1413 R0HQ 599 SRR JA5KJD/1 599 45
QSO: 14234 PH 2021-07-10 1414 R0HQ 59 SRR HB9CA 59 28
QSO: 7018 CW 2021-07-10 1414 R0HQ 599 SRR ND7K 599 6
QSO: 14060 CW 2021-07-10 1414 R0HQ 599 SRR JP1GUW 599 45
QSO: 14234 PH 2021-07-10 1414 R0HQ 59 SRR F5LIW 59 27
QSO: 14234 PH 2021-07-10 1415 R0HQ 59 SRR SV3RPQ 59 28
QSO: 7018 CW 2021-07-10 1415 R0HQ 599 SRR W6FA 599 6
QSO: 14234 PH 2021-07-10 1415 R0HQ 59 SRR S58AT 59 28
QSO: 14060 CW 2021-07-10 1415 R0HQ 599 SRR SE4E 599 18
QSO: 14006 CW 2021-07-10 1415 R0HQ 599 SRR A60HQ 599 EARS
QSO: 14060 CW 2021-07-10 1415 R0HQ 599 SRR RX1AG 599 29
QSO: 7100 PH 2021-07-10 1415 R0HQ 59 SRR JJ1RLC 59 45
QSO: 3523 CW 2021-07-10 1416 R0HQ 599 SRR JI1HFJ 599 45
QSO: 3523 CW 2021-07-10 1416 R0HQ 599 SRR JA2DHF 599 45
QSO: 14234 PH 2021-07-10 1416 R0HQ 59 SRR DM2BR 59 28
QSO: 7018 CW 2021-07-10 1416 R0HQ 599 SRR JA2JWH 599 45
QSO: 14060 CW 2021-07-10 1416 R0HQ 599 SRR DL5JQ 599 28
QSO: 14060 CW 2021-07-10 1416 R0HQ 599 SRR R8IZ 599 31
QSO: 14060 CW 2021-07-10 1416 R0HQ 599 SRR RA3Y 599 29
QSO: 7100 PH 2021-07-10 1416 R0HQ 59 SRR BD4RHV 59 44
QSO: 7100 PH 2021-07-10 1416 R0HQ 59 SRR HL1ADD 59 44
QSO: 3523 CW 2021-07-10 1417 R0HQ 599 SRR JE3VRJ 599 45
QSO: 7018 CW 2021-07-10 1417 R0HQ 599 SRR AI6DM 599 6
QSO: 14234 PH 2021-07-10 1417 R0HQ 59 SRR YO8WW 59 28
QSO: 14234 PH 2021-07-10 1417 R0HQ 59 SRR LZ1NDV 59 28
QSO: 14234 PH 2021-07-10 1417 R0HQ 59 SRR RM4HZ 59 30
QSO: 14060 CW 2021-07-10 1417 R0HQ 599 SRR UR5LF 599 29
QSO: 14060 CW 2021-07-10 1417 R0HQ 599 SRR RA6CA 599 29
QSO: 14060 CW 2021-07-10 1417 R0HQ 599 SRR JK8PBO 599 45
QSO: 7100 PH 2021-07-10 1417 R0HQ 59 SRR HL2AHL 59 44
QSO: 14234 PH 2021-07-10 1418 R0HQ 59 SRR UT2UM 59 29
QSO: 14060 CW 2021-07-10 1418 R0HQ 599 SRR G0ORH 599 27
QSO: 14060 CW 2021-07-10 1418 R0HQ 599 SRR UW6M 599 29
QSO: 14060 CW 2021-07-10 1418 R0HQ 599 SRR RW3X 599 29
QSO: 3523 CW 2021-07-10 1418 R0HQ 599 SRR YC2VOC 599 54
QSO: 3523 CW 2021-07-10 1419 R0HQ 599 SRR JH8OCV 599 45
QSO: 7018 CW 2021-07-10 1419 R0HQ 599 SRR JH1BCS 599 45
QSO: 14060 CW 2021-07-10 1419 R0HQ 599 SRR UA0JFG 599 33
QSO: 14060 CW 2021-07-10 1419 R0HQ 599 SRR UA3KW 599 29
QSO: 14052 CW 2021-07-10 1419 R0HQ 599 SRR JH9FCP 599 45
QSO: 14060 CW 2021-07-10 1419 R0HQ 599 SRR UR5ECW 599 29
QSO: 14060 CW 2021-07-10 1419 R0HQ 599 SRR RG4A 599 29
QSO: 7100 PH 2021-07-10 1419 R0HQ 59 SRR 7N4MKL 59 45
QSO: 14234 PH 2021-07-10 1421 R0HQ 59 SRR HG7T 59 28
QSO: 7018 CW 2021-07-10 1421 R0HQ 599 SRR JO1PZR 599 45
QSO: 14060 CW 2021-07-10 1420 R0HQ 599 SRR RX9AF 599 30
QSO: 14060 CW 2021-07-10 1420 R0HQ 599 SRR JQ1EPD 599 45
QSO: 14060 CW 2021-07-10 1421 R0HQ 599 SRR RU3SD 599 29
QSO: 14007 CW 2021-07-10 1421 R0HQ 599 SRR HL2BQG 599 44
QSO: 14060 CW 2021-07-10 1421 R0HQ 599 SRR SP6EIY 599 28
QSO: 14060 CW 2021-07-10 1421 R0HQ 599 SRR EU1DX 599 29
QSO: 7100 PH 2021-07-10 1421 R0HQ 59 SRR VK3WIA 59 WIA
QSO: 7100 PH 2021-07-10 1421 R0HQ 59 SRR DV1MM 59 50
QSO: 3523 CW 2021-07-10 1422 R0HQ 599 SRR JH1VIX 599 45
QSO: 14234 PH 2021-07-10 1422 R0HQ 59 SRR DP7D 59 28
QSO: 14060 CW 2021-07-10 1422 R0HQ 599 SRR US7IY 599 29
QSO: 14060 CW 2021-07-10 1422 R0HQ 599 SRR W7DT 599 06
QSO: 14003 CW 2021-07-10 1422 R0HQ 599 SRR BY4DX 599 44
QSO: 7100 PH 2021-07-10 1422 R0HQ 59 SRR JL1FBF 59 45
QSO: 7018 CW 2021-07-10 1423 R0HQ 599 SRR RT9A 599 30
QSO: 7018 CW 2021-07-10 1423 R0HQ 599 SRR BH4QBV 599 44
QSO: 14001 CW 2021-07-10 1423 R0HQ 599 SRR JA1BPA 599 45
QSO: 14060 CW 2021-07-10 1423 R0HQ 599 SRR RD3FT 599 29
QSO: 14060 CW 2021-07-10 1423 R0HQ 599 SRR LZ1DQ 599 28
QSO: 14019 CW 2021-07-10 1423 R0HQ 599 SRR BD3TE 599 44
QSO: 14060 CW 2021-07-10 1423 R0HQ 599 SRR DF1XC 599 28
QSO: 14234 PH 2021-07-10 1423 R0HQ 59 SRR SO2UOZ 59 28
QSO: 14234 PH 2021-07-10 1424 R0HQ 59 SRR HZ1TL 59 39
QSO: 7018 CW 2021-07-10 1424 R0HQ 599 SRR JQ1WYB 599 45
QSO: 14060 CW 2021-07-10 1424 R0HQ 599 SRR YO3FFF 599 28
QSO: 14060 CW 2021-07-10 1424 R0HQ 599 SRR SP5TT 599 28
QSO: 7100 PH 2021-07-10 1424 R0HQ 59 SRR JP3NXJ 59 45
QSO: 14234 PH 2021-07-10 1425 R0HQ 59 SRR RT6Y 59 29
QSO: 7018 CW 2021-07-10 1425 R0HQ 599 SRR JR3UIC 599 45
QSO: 14234 PH 2021-07-10 1425 R0HQ 59 SRR R6DCS 59 29
QSO: 14047 CW 2021-07-10 1425 R0HQ 599 SRR JG6OZC 599 45
QSO: 14060 CW 2021-07-10 1425 R0HQ 599 SRR JH1IVV 599 45
QSO: 7100 PH 2021-07-10 1425 R0HQ 59 SRR JJ8NMX 59 45
QSO: 7100 PH 2021-07-10 1425 R0HQ 59 SRR JR8EFI 59 45
QSO: 14234 PH 2021-07-10 1426 R0HQ 59 SRR UY0CA 59 29
QSO: 14234 PH 2021-07-10 1426 R0HQ 59 SRR RC9AR 59 30
QSO: 14060 CW 2021-07-10 1426 R0HQ 599 SRR JE2SOY 599 45
QSO: 14056 CW 2021-07-10 1426 R0HQ 599 SRR JH4UTP 599 45
QSO: 14060 CW 2021-07-10 1426 R0HQ 599 SRR RM1T 599 29
QSO: 7100 PH 2021-07-10 1426 R0HQ 59 SRR 7N4MKL 59 45
QSO: 7100 PH 2021-07-10 1426 R0HQ 59 SRR 7M2NZN 59 45
QSO: 3523 CW 2021-07-10 1427 R0HQ 599 SRR JH7IXX 599 45
QSO: 14234 PH 2021-07-10 1427 R0HQ 59 SRR DD8SM 59 28
QSO: 7018 CW 2021-07-10 1427 R0HQ 599 SRR RA9MX 599 30
QSO: 14060 CW 2021-07-10 1427 R0HQ 599 SRR JA5QYR 599 45
QSO: 14060 CW 2021-07-10 1427 R0HQ 599 SRR JA4VNE 599 45
QSO: 14023 CW 2021-07-10 1427 R0HQ 599 SRR BA4TB 599 44
QSO: 7100 PH 2021-07-10 1427 R0HQ 59 SRR JF3WVO 59 45
QSO: 7100 PH 2021-07-10 1427 R0HQ 59 SRR JA4BSZ 59 45
QSO: 14234 PH 2021-07-10 1428 R0HQ 59 SRR OH2BEV 59 18
QSO: 14060 CW 2021-07-10 1428 R0HQ 599 SRR HA5JI 599 28
QSO: 14060 CW 2021-07-10 1428 R0HQ 599 SRR SQ8N 599 28
QSO: 14017 CW 2021-07-10 1428 R0HQ 599 SRR BG7XWF 599 43
QSO: 14060 CW 2021-07-10 1428 R0HQ 599 SRR W7EE 599 07
QSO: 1813 CW 2021-07-10 1428 R0HQ 599 SRR RA0LMK 599 34
QSO: 14234 PH 2021-07-10 1429 R0HQ 59 SRR IZ2ODM 59 28
QSO: 7018 CW 2021-07-10 1429 R0HQ 599 SRR BD2IAQ 599 44
QSO: 14060 CW 2021-07-10 1429 R0HQ 599 SRR JH9CEN 599 45
QSO: 14060 CW 2021-07-10 1429 R0HQ 599 SRR DL7UXG 599 28
QSO: 14234 PH 2021-07-10 1429 R0HQ 59 SRR R3SM 59 29
QSO: 7018 CW 2021-07-10 1430 R0HQ 599 SRR JA0BJY 599 45
QSO: 14006 CW 2021-07-10 1430 R0HQ 599 SRR LZ1MS 599 28
QSO: 14060 CW 2021-07-10 1430 R0HQ 599 SRR BD7JNA 599 44
QSO: 7018 CW 2021-07-10 1430 R0HQ 599 SRR JA7FFN 599 45
QSO: 14234 PH 2021-07-10 1431 R0HQ 59 SRR RD1AH 59 29
QSO: 14234 PH 2021-07-10 1431 R0HQ 59 SRR EA1AA 59 37
QSO: 7018 CW 2021-07-10 1431 R0HQ 599 SRR JA8HYB 599 45
QSO: 14234 PH 2021-07-10 1431 R0HQ 59 SRR MI0GTA 59 27
QSO: 7018 CW 2021-07-10 1431 R0HQ 599 SRR JE1NVD 599 45
QSO: 14060 CW 2021-07-10 1431 R0HQ 599 SRR R2ZX 599 29
QSO: 14060 CW 2021-07-10 1431 R0HQ 599 SRR RK8I 599 31
QSO: 3523 CW 2021-07-10 1431 R0HQ 599 SRR VK2ALR 599 59
QSO: 14234 PH 2021-07-10 1432 R0HQ 59 SRR OO2O 59 27
QSO: 14060 CW 2021-07-10 1432 R0HQ 599 SRR HG6N 599 28
QSO: 14060 CW 2021-07-10 1432 R0HQ 599 SRR OG5O 599 18
QSO: 14060 CW 2021-07-10 1432 R0HQ 599 SRR MM9I 599 27
QSO: 7100 PH 2021-07-10 1432 R0HQ 59 SRR JF1WNT 59 45
QSO: 3523 CW 2021-07-10 1433 R0HQ 599 SRR JH1BCS 599 45
QSO: 7018 CW 2021-07-10 1433 R0HQ 599 SRR ZL25NZ 599 60
QSO: 14060 CW 2021-07-10 1433 R0HQ 599 SRR IK1WGX 599 28
QSO: 14060 CW 2021-07-10 1433 R0HQ 599 SRR SP9DLY 599 28
QSO: 3523 CW 2021-07-10 1433 R0HQ 599 SRR JP3OGA 599 45
QSO: 7018 CW 2021-07-10 1434 R0HQ 599 SRR JR8ABB 599 45
QSO: 14234 PH 2021-07-10 1434 R0HQ 59 SRR RA6LIS 59 29
QSO: 7018 CW 2021-07-10 1434 R0HQ 599 SRR RT4M 599 29
QSO: 14060 CW 2021-07-10 1434 R0HQ 599 SRR DP8M 599 28
QSO: 14029 CW 2021-07-10 1434 R0HQ 599 SRR 4L0G 599 NARG
QSO: 14060 CW 2021-07-10 1434 R0HQ 599 SRR OL3R 599 28
QSO: 14060 CW 2021-07-10 1434 R0HQ 599 SRR R3LC 599 29
QSO: 7100 PH 2021-07-10 1434 R0HQ 59 SRR JH1ZOQ 59 45
QSO: 3523 CW 2021-07-10 1437 R0HQ 599 SRR JA2JWH 599 45
QSO: 3523 CW 2021-07-10 1437 R0HQ 599 SRR JR2PMT 599 45
QSO: 14234 PH 2021-07-10 1435 R0HQ 59 SRR SP9DTE 59 28
QSO: 7018 CW 2021-07-10 1435 R0HQ 599 SRR RA0SMS 599 32
QSO: 14060 CW 2021-07-10 1435 R0HQ 599 SRR JF2FIU 599 45
QSO: 14060 CW 2021-07-10 1435 R0HQ 599 SRR JK8CEE 599 45
QSO: 14022 CW 2021-07-10 1435 R0HQ 599 SRR R0AA 599 32
QSO: 14060 CW 2021-07-10 1435 R0HQ 599 SRR LZ1KAU 599 28
QSO: 14234 PH 2021-07-10 1435 R0HQ 59 SRR DL4DXF 59 28
QSO: 1813 CW 2021-07-10 1436 R0HQ 599 SRR JH8XVT 599 45
QSO: 14060 CW 2021-07-10 1436 R0HQ 599 SRR UA6CC 599 29
QSO: 14060 CW 2021-07-10 1436 R0HQ 599 SRR SM0Q 599 18
QSO: 14234 PH 2021-07-10 1436 R0HQ 59 SRR UR4LZG 59 29
QSO: 7018 CW 2021-07-10 1437 R0HQ 599 SRR FK8IK 599 56
QSO: 14060 CW 2021-07-10 1437 R0HQ 599 SRR JA6ELV 599 45
QSO: 14024 CW 2021-07-10 1437 R0HQ 599 SRR LA8HGA 599 18
QSO: 14060 CW 2021-07-10 1437 R0HQ 599 SRR LZ9W 599 28
QSO: 14060 CW 2021-07-10 1437 R0HQ 599 SRR RM5F 599 29
QSO: 7100 PH 2021-07-10 1437 R0HQ 59 SRR JE3JFW 59 45
QSO: 14234 PH 2021-07-10 1438 R0HQ 59 SRR HA3NU 59 28
QSO: 14060 CW 2021-07-10 1438 R0HQ 599 SRR DL3DQL 599 28
QSO: 14060 CW 2021-07-10 1438 R0HQ 599 SRR IZ8EFD 599 28
QSO: 3523 CW 2021-07-10 1438 R0HQ 599 SRR R8OM 599 31
QSO: 3523 CW 2021-07-10 1439 R0HQ 599 SRR JE3AKU 599 45
QSO: 7018 CW 2021-07-10 1439 R0HQ 599 SRR S50HQ 599 ZRS
QSO: 14234 PH 2021-07-10 1439 R0HQ 59 SRR F5OHM 59 27
QSO: 14060 CW 2021-07-10 1439 R0HQ 599 SRR JK7BEJ 599 45
QSO: 14060 CW 2021-07-10 1439 R0HQ 599 SRR OH8CW 599 18
QSO: 14060 CW 2021-07-10 1439 R0HQ 599 SRR SP9ENV 599 28
QSO: 28025 CW 2021-07-10 1439 R0HQ 599 SRR B7HQ 599 CRAC
QSO: 14234 PH 2021-07-10 1440 R0HQ 59 SRR RM3DA 59 29
QSO: 14060 CW 2021-07-10 1440 R0HQ 599 SRR 7K1MAG/2 599 45
QSO: 14060 CW 2021-07-10 1440 R0HQ 599 SRR JI1RXQ 599 45
QSO: 14234 PH 2021-07-10 1440 R0HQ 59 SRR OL3R 59 28
QSO: 7018 CW 2021-07-10 1441 R0HQ 599 SRR RC9J 599 21
QSO: 7018 CW 2021-07-10 1441 R0HQ 599 SRR EM5YQ 599 UARL
QSO: 14053 CW 2021-07-10 1441 R0HQ 599 SRR RC9A 599 30
QSO: 14060 CW 2021-07-10 1441 R0HQ 599 SRR 9A2TD 599 28
QSO: 14060 CW 2021-07-10 1441 R0HQ 599 SRR UG4A 599 29
QSO: 14060 CW 2021-07-10 1441 R0HQ 599 SRR UA4WAU 599 30
QSO: 14234 PH 2021-07-10 1441 R0HQ 59 SRR R3YAU 59 29
QSO: 14060 CW 2021-07-10 1442 R0HQ 599 SRR DL4AC 599 28
QSO: 14060 CW 2021-07-10 1442 R0HQ 599 SRR JJ0WAJ 599 45
QSO: 7100 PH 2021-07-10 1442 R0HQ 59 SRR JK1EET 59 45
QSO: 14234 PH 2021-07-10 1443 R0HQ 59 SRR JA7ZFN 59 45
QSO: 7018 CW 2021-07-10 1443 R0HQ 599 SRR R4WAA 599 30
QSO: 7018 CW 2021-07-10 1443 R0HQ 599 SRR UR7MZ 599 29
QSO: 14060 CW 2021-07-10 1443 R0HQ 599 SRR JK1TCV 599 45
QSO: 14042 CW 2021-07-10 1443 R0HQ 599 SRR ZS6OAJ 599 57
QSO: 7100 PH 2021-07-10 1443 R0HQ 59 SRR JL3VUL 59 45
QSO: 21050 CW 2021-07-10 1443 R0HQ 599 SRR II3R 599 28
QSO: 28025 CW 2021-07-10 1444 R0HQ 599 SRR JF1SQC 599 45
QSO: 7018 CW 2021-07-10 1444 R0HQ 599 SRR RA3Y 599 29
QSO: 7018 CW 2021-07-10 1444 R0HQ 599 SRR RW9DX 599 30
QSO: 14060 CW 2021-07-10 1444 R0HQ 599 SRR UI3A 599 29
QSO: 14060 CW 2021-07-10 1444 R0HQ 599 SRR JH1FNU 599 45
QSO: 7100 PH 2021-07-10 1444 R0HQ 59 SRR JE3EZK 59 45
QSO: 3523 CW 2021-07-10 1445 R0HQ 599 SRR JR1FVV 599 45
QSO: 14060 CW 2021-07-10 1445 R0HQ 599 SRR R7NA 599 29
QSO: 14057 CW 2021-07-10 1445 R0HQ 599 SRR BY1AS 599 44
QSO: 14060 CW 2021-07-10 1445 R0HQ 599 SRR YO4RDW 599 28
QSO: 14060 CW 2021-07-10 1445 R0HQ 599 SRR PD1RP 599 27
QSO: 7100 PH 2021-07-10 1445 R0HQ 59 SRR JH7VCH 59 45
QSO: 7018 CW 2021-07-10 1446 R0HQ 599 SRR RW0AJ 599 32
QSO: 14233 PH 2021-07-10 1446 R0HQ 59 SRR LZ4DJ 59 28
QSO: 7018 CW 2021-07-10 1446 R0HQ 599 SRR JQ3ARW 599 45
QSO: 14067 CW 2021-07-10 1446 R0HQ 599 SRR 4Z4AK 599 39
QSO: 14060 CW 2021-07-10 1446 R0HQ 599 SRR LZ6E 599 28
QSO: 14060 CW 2021-07-10 1446 R0HQ 599 SRR SN5J 599 28
QSO: 3523 CW 2021-07-10 1446 R0HQ 599 SRR JH0SLN/2 599 45
QSO: 3523 CW 2021-07-10 1448 R0HQ 599 SRR JH7AKE 599 45
QSO: 14027 CW 2021-07-10 1447 R0HQ 599 SRR RV3ZN 599 29
QSO: 14060 CW 2021-07-10 1447 R0HQ 599 SRR JS3QWI 599 45
QSO: 14014 CW 2021-07-10 1447 R0HQ 599 SRR RW9DX 599 30
QSO: 7018 CW 2021-07-10 1447 R0HQ 599 SRR UI3A 599 29
QSO: 14002 CW 2021-07-10 1448 R0HQ 599 SRR BA4DL 599 44
QSO: 7100 PH 2021-07-10 1448 R0HQ 59 SRR JK6SSM 59 45
QSO: 14060 CW 2021-07-10 1449 R0HQ 599 SRR YL2CV 599 29
QSO: 14060 CW 2021-07-10 1449 R0HQ 599 SRR IO5HQ 599 ARI
QSO: 3523 CW 2021-07-10 1449 R0HQ 599 SRR UC0L 599 34
QSO: 3523 CW 2021-07-10 1450 R0HQ 599 SRR JH0DUG 599 45
QSO: 14218 PH 2021-07-10 1450 R0HQ 59 SRR UN9LW/P 59 30
QSO: 7018 CW 2021-07-10 1450 R0HQ 599 SRR RN6LFO 599 29
QSO: 14060 CW 2021-07-10 1450 R0HQ 599 SRR JK1DDD 599 45
QSO: 14016 CW 2021-07-10 1450 R0HQ 599 SRR TC3HQ 599 TRAC
QSO: 21050 CW 2021-07-10 1450 R0HQ 599 SRR JA1IHD 599 45
QSO: 7100 PH 2021-07-10 1450 R0HQ 59 SRR YB7OO 59 54
QSO: 3523 CW 2021-07-10 1451 R0HQ 599 SRR RA0LMK 599 34
QSO: 14218 PH 2021-07-10 1451 R0HQ 59 SRR F4FVA 59 27
QSO: 14060 CW 2021-07-10 1451 R0HQ 599 SRR R4FCN 599 29
QSO: 14060 CW 2021-07-10 1451 R0HQ 599 SRR DL6RDE 599 28
QSO: 14036 CW 2021-07-10 1451 R0HQ 599 SRR 4L8A 599 29
QSO: 21050 CW 2021-07-10 1451 R0HQ 599 SRR JR2ALA 599 45
QSO: 7100 PH 2021-07-10 1451 R0HQ 59 SRR JH6RLU 59 45
QSO: 7018 CW 2021-07-10 1452 R0HQ 599 SRR R7NA 599 29
QSO: 7018 CW 2021-07-10 1452 R0HQ 599 SRR RZ9L 599 30
QSO: 14031 CW 2021-07-10 1452 R0HQ 599 SRR JE4MHL 599 45
QSO: 14218 PH 2021-07-10 1452 R0HQ 59 SRR VU3ION 59 41
QSO: 14218 PH 2021-07-10 1453 R0HQ 59 SRR SE4E 59 18
QSO: 7018 CW 2021-07-10 1453 R0HQ 599 SRR RA3NC 599 29
QSO: 14017 CW 2021-07-10 1453 R0HQ 599 SRR JH4MTE 599 45
QSO: 3523 CW 2021-07-10 1453 R0HQ 599 SRR JH8WGT 599 45
QSO: 3523 CW 2021-07-10 1454 R0HQ 599 SRR JA1WWH 599 45
QSO: 14218 PH 2021-07-10 1454 R0HQ 59 SRR BG0CAB 59 42
QSO: 7018 CW 2021-07-10 1454 R0HQ 599 SRR R9SS 599 30
QSO: 7018 CW 2021-07-10 1454 R0HQ 599 SRR JE1SPY 599 45
QSO: 14001 CW 2021-07-10 1454 R0HQ 599 SRR BG6SZD 599 44
QSO: 14060 CW 2021-07-10 1454 R0HQ 599 SRR LY2AX 599 29
QSO: 21050 CW 2021-07-10 1454 R0HQ 599 SRR SN0HQ 599 PZK
QSO: 7100 PH 2021-07-10 1454 R0HQ 59 SRR JI7UUO 59 45
QSO: 3523 CW 2021-07-10 1455 R0HQ 599 SRR JF3DCH 599 45
QSO: 7018 CW 2021-07-10 1455 R0HQ 599 SRR RK3ER 599 29
QSO: 21050 CW 2021-07-10 1455 R0HQ 599 SRR JH9CEN 599 45
QSO: 7018 CW 2021-07-10 1456 R0HQ 599 SRR JR0BQD 599 45
QSO: 14218 PH 2021-07-10 1456 R0HQ 59 SRR ON6EF 59 27
QSO: 14060 CW 2021-07-10 1456 R0HQ 599 SRR R8WF 599 30
QSO: 21050 CW 2021-07-10 1456 R0HQ 599 SRR JI1HFJ 599 45
QSO: 14218 PH 2021-07-10 1457 R0HQ 59 SRR RK8I 59 31
QSO: 14218 PH 2021-07-10 1457 R0HQ 59 SRR SN3P 59 28
QSO: 14060 CW 2021-07-10 1457 R0HQ 599 SRR LZ2RS 599 28
QSO: 14070 CW 2021-07-10 1457 R0HQ 599 SRR R9AE 599 30
QSO: 14060 CW 2021-07-10 1457 R0HQ 599 SRR UT5NR 599 29
QSO: 14049 CW 2021-07-10 1457 R0HQ 599 SRR JH1EAQ 599 45
QSO: 7100 PH 2021-07-10 1457 R0HQ 59 SRR JA7NVF 59 45
QSO: 14218 PH 2021-07-10 1458 R0HQ 59 SRR JH7QXJ 59 45
QSO: 7018 CW 2021-07-10 1458 R0HQ 599 SRR RK8I 599 31
QSO: 7018 CW 2021-07-10 1458 R0HQ 599 SRR JH7TSK 599 45
QSO: 14060 CW 2021-07-10 1458 R0HQ 599 SRR SP1NY 599 28
QSO: 21050 CW 2021-07-10 1458 R0HQ 599 SRR JN6XNX 599 45
QSO: 7018 CW 2021-07-10 1459 R0HQ 599 SRR UN7LDR 599 29
QSO: 14009 CW 2021-07-10 1459 R0HQ 599 SRR VR2BLEE 599 44
QSO: 14218 PH 2021-07-10 1459 R0HQ 59 SRR DA7VN 59 28
QSO: 14218 PH 2021-07-10 1500 R0HQ 59 SRR HB9NE 59 28
QSO: 7018 CW 2021-07-10 1500 R0HQ 599 SRR 8N2HQ 599 JARL
QSO: 14060 CW 2021-07-10 1500 R0HQ 599 SRR N4AF 599 08
QSO: 14060 CW 2021-07-10 1500 R0HQ 599 SRR RW3RN 599 29
QSO: 14060 CW 2021-07-10 1500 R0HQ 599 SRR JN3LQP 599 45
QSO: 14218 PH 2021-07-10 1500 R0HQ 59 SRR IO3W 59 28
QSO: 14218 PH 2021-07-10 1501 R0HQ 59 SRR RA4CQC 59 29
QSO: 14218 PH 2021-07-10 1501 R0HQ 59 SRR DF5VO 59 28
QSO: 7018 CW 2021-07-10 1501 R0HQ 599 SRR UA9FGJ 599 30
QSO: 7018 CW 2021-07-10 1501 R0HQ 599 SRR JJ1JVC 599 45
QSO: 14218 PH 2021-07-10 1501 R0HQ 59 SRR R8WF 59 30
QSO: 14060 CW 2021-07-10 1501 R0HQ 599 SRR US3EW 599 29
QSO: 14048 CW 2021-07-10 1501 R0HQ 599 SRR UA4WW 599 30
QSO: 14060 CW 2021-07-10 1501 R0HQ 599 SRR RA3AN 599 29
QSO: 21050 CW 2021-07-10 1501 R0HQ 599 SRR JA1WWH 599 45
QSO: 7018 CW 2021-07-10 1502 R0HQ 599 SRR R8WF 599 30
QSO: 7018 CW 2021-07-10 1502 R0HQ 599 SRR UG4A 599 29
