START-OF-LOG: 3.0
CONTEST: CQ-WW-SSB
CALLSIGN: M4A
LOCATION: DX
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
CATEGORY-OVERLAY:
GRID-LOCATOR: JO02AF
CLAIMED-SCORE: 3986950
NAME: Dominic Smith
OPERATORS: M0WJE, M0WUT, M0ZCJ, M7BBR
CREATED-BY: DXLog.net v2.5.24
SOAPBOX: Entry from Cambridge University Wireless Society. Thanks for the QSOs
QSO: 14256 PH 2021-10-30 1122 M4A    59   14 9A7A   59   15 0
QSO: 14250 PH 2021-10-30 1123 M4A    59   14 IB1A   59   15 0
QSO: 14233 PH 2021-10-30 1126 M4A    59   14 YT3X   59   15 0
QSO: 14210 PH 2021-10-30 1130 M4A    59   14 UR3GU  59   16 0
QSO: 14207 PH 2021-10-30 1130 M4A    59   14 S53M   59   15 0
QSO: 28415 PH 2021-10-30 1131 M4A    59   14 YC9LCM 59   28 1
QSO: 14184 PH 2021-10-30 1132 M4A    59   14 IO6A   59   15 0
QSO: 14178 PH 2021-10-30 1133 M4A    59   14 IQ4FA  59   15 0
QSO: 14129 PH 2021-10-30 1136 M4A    59   14 OM4M   59   15 0
QSO: 28468 PH 2021-10-30 1136 M4A    59   14 D4F    59   35 1
QSO: 14122 PH 2021-10-30 1137 M4A    59   14 SN9AT  59   15 0
QSO: 14120 PH 2021-10-30 1137 M4A    59   14 E7CW   59   15 0
QSO: 14110 PH 2021-10-30 1139 M4A    59   14 OE5TXF 59   15 0
QSO: 14110 PH 2021-10-30 1140 M4A    59   14 IZ1ANK 59   15 0
QSO: 14110 PH 2021-10-30 1140 M4A    59   14 SP3DAT 59   15 0
QSO: 14110 PH 2021-10-30 1141 M4A    59   14 UR1HR  59   16 0
QSO: 14110 PH 2021-10-30 1142 M4A    59   14 SX200JFL 59   20 0
QSO: 14110 PH 2021-10-30 1143 M4A    59   14 OM3YAD 59   15 0
QSO: 14110 PH 2021-10-30 1144 M4A    59   14 OK1HEH 59   15 0
QSO: 14110 PH 2021-10-30 1144 M4A    59   14 OE6FEF 59   15 0
QSO: 14110 PH 2021-10-30 1145 M4A    59   14 IW3HXR 59   15 0
QSO: 14110 PH 2021-10-30 1146 M4A    59   14 EA7K   59   14 0
QSO: 28483 PH 2021-10-30 1147 M4A    59   14 M6T    59   14 1
QSO: 14110 PH 2021-10-30 1150 M4A    59   14 SO6MZ  59   15 0
QSO: 14110 PH 2021-10-30 1151 M4A    59   14 OK1GK  59   15 0
QSO: 14110 PH 2021-10-30 1152 M4A    59   14 DL5RMH 59   14 0
QSO: 14110 PH 2021-10-30 1153 M4A    59   14 IU1FIB 59   15 0
QSO: 14110 PH 2021-10-30 1153 M4A    59   14 UT1XU  59   16 0
QSO: 14110 PH 2021-10-30 1154 M4A    59   14 TM1O   59   14 0
QSO: 14110 PH 2021-10-30 1154 M4A    59   14 IZ3NVR 59   15 0
QSO: 14110 PH 2021-10-30 1155 M4A    59   14 OK1VK  59   15 0
QSO: 14110 PH 2021-10-30 1156 M4A    59   14 SP6KNE 59   15 0
QSO: 14110 PH 2021-10-30 1156 M4A    59   14 YU3MPN 59   15 0
QSO: 14110 PH 2021-10-30 1157 M4A    59   14 EA4EUI 59   14 0
QSO: 14110 PH 2021-10-30 1157 M4A    59   14 SP2AWJ 59   15 0
QSO: 14110 PH 2021-10-30 1157 M4A    59   14 EA4HKF 59   14 0
QSO: 14110 PH 2021-10-30 1200 M4A    59   14 OE1HHB 59   15 0
QSO: 14110 PH 2021-10-30 1200 M4A    59   14 DL2LDE 59   14 0
QSO: 14110 PH 2021-10-30 1201 M4A    59   14 IZ2SEZ 59   15 0
QSO: 14110 PH 2021-10-30 1202 M4A    59   14 YO8BDW 59   20 0
QSO: 14110 PH 2021-10-30 1203 M4A    59   14 9A5O   59   15 0
QSO: 14110 PH 2021-10-30 1204 M4A    59   14 YU6TM  59   15 0
QSO: 14110 PH 2021-10-30 1205 M4A    59   14 IU2CVS 59   15 0
QSO: 14110 PH 2021-10-30 1205 M4A    59   14 OE5T   59   15 0
QSO: 14110 PH 2021-10-30 1206 M4A    59   14 TA2IAZ 59   20 0
QSO: 14110 PH 2021-10-30 1206 M4A    59   14 EA2W   59   14 0
QSO: 14110 PH 2021-10-30 1206 M4A    59   14 EA1DHB 59   14 0
QSO: 14110 PH 2021-10-30 1207 M4A    59   14 9A5CZK 59   15 0
QSO: 14110 PH 2021-10-30 1207 M4A    59   14 SQ3POS 59   15 0
QSO: 14110 PH 2021-10-30 1207 M4A    59   14 OM8JP  59   15 0
QSO: 28382 PH 2021-10-30 1215 M4A    59   14 KP3Z   59   08 1
QSO: 21364 PH 2021-10-30 1216 M4A    59   14 R1CAM  59   16 0
QSO: 21364 PH 2021-10-30 1216 M4A    59   14 LC5C   59   14 0
QSO: 21364 PH 2021-10-30 1218 M4A    59   14 KA2K   59   05 0
QSO: 21364 PH 2021-10-30 1218 M4A    59   14 N4MM   59   05 0
QSO: 21364 PH 2021-10-30 1220 M4A    59   14 NE3F   59   05 0
QSO: 21364 PH 2021-10-30 1221 M4A    59   14 W3FIZ  59   05 0
QSO: 21364 PH 2021-10-30 1221 M4A    59   14 R1ZM   59   16 0
QSO: 21364 PH 2021-10-30 1222 M4A    59   14 W2MV   59   05 0
QSO: 28375 PH 2021-10-30 1226 M4A    59   14 ZS6MRK 59   38 1
QSO: 21364 PH 2021-10-30 1226 M4A    59   14 LZ3DJ  59   20 0
QSO: 21364 PH 2021-10-30 1227 M4A    59   14 YO8AZQ 59   20 0
QSO: 21364 PH 2021-10-30 1228 M4A    59   14 Z33B   59   15 0
QSO: 21364 PH 2021-10-30 1228 M4A    59   14 YO9HP  59   20 0
QSO: 28494 PH 2021-10-30 1234 M4A    59   14 EA5RM  59   33 1
QSO: 14167 PH 2021-10-30 1235 M4A    59   14 W9RE   59   04 0
QSO: 14188 PH 2021-10-30 1238 M4A    59   14 K2AX   59   05 0
QSO: 14204 PH 2021-10-30 1239 M4A    59   14 OH8X   59   15 0
QSO: 14204 PH 2021-10-30 1241 M4A    59   14 KB2SXT 59   05 0
QSO: 28455 PH 2021-10-30 1242 M4A    59   14 ZZ5K   59   11 1
QSO: 14204 PH 2021-10-30 1242 M4A    59   14 WW4XX  59   05 0
QSO: 28424 PH 2021-10-30 1243 M4A    59   14 FY5KE  59   09 1
QSO: 14204 PH 2021-10-30 1244 M4A    59   14 N4CWZ  59   05 0
QSO: 14204 PH 2021-10-30 1246 M4A    59   14 OE1CIW 59   15 0
QSO: 14204 PH 2021-10-30 1246 M4A    59   14 K0AD   59   04 0
QSO: 14204 PH 2021-10-30 1247 M4A    59   14 KV4CQ  59   05 0
QSO: 14204 PH 2021-10-30 1247 M4A    59   14 K9IMM  59   04 0
QSO: 14204 PH 2021-10-30 1247 M4A    59   14 IB2C   59   15 0
QSO: 14204 PH 2021-10-30 1248 M4A    59   14 W5GN   59   04 0
QSO: 14204 PH 2021-10-30 1248 M4A    59   14 WJ2D   59   05 0
QSO: 14204 PH 2021-10-30 1248 M4A    59   14 NB2P   59   05 0
QSO: 14204 PH 2021-10-30 1249 M4A    59   14 N0EG   59   04 0
QSO: 14204 PH 2021-10-30 1249 M4A    59   14 OH6BQH 59   15 0
QSO: 14204 PH 2021-10-30 1250 M4A    59   14 K0EA   59   04 0
QSO: 14204 PH 2021-10-30 1250 M4A    59   14 VE3FTM 59   04 0
QSO: 14204 PH 2021-10-30 1250 M4A    59   14 NX8T   59   04 0
QSO: 14204 PH 2021-10-30 1251 M4A    59   14 VE1BB  59   05 0
QSO: 14204 PH 2021-10-30 1252 M4A    59   14 W8YV   59   04 0
QSO: 14204 PH 2021-10-30 1252 M4A    59   14 W4EEY  59   05 0
QSO: 14204 PH 2021-10-30 1253 M4A    59   14 N9TGR  59   04 0
QSO: 14204 PH 2021-10-30 1253 M4A    59   14 N0BUI  59   04 0
QSO: 28511 PH 2021-10-30 1253 M4A    59   14 VO2AC  59   02 1
QSO: 14204 PH 2021-10-30 1254 M4A    59   14 KE9L   59   04 0
QSO: 14204 PH 2021-10-30 1254 M4A    59   14 VE2LOA 59   05 0
QSO: 14204 PH 2021-10-30 1254 M4A    59   14 K2CJ   59   05 0
QSO: 14204 PH 2021-10-30 1254 M4A    59   14 W2CG   59   05 0
QSO: 14204 PH 2021-10-30 1254 M4A    59   14 KT4Q   59   05 0
QSO: 28461 PH 2021-10-30 1254 M4A    59   14 HI3T   59   08 1
QSO: 14204 PH 2021-10-30 1255 M4A    59   14 KJ2AM  59   05 0
QSO: 14204 PH 2021-10-30 1256 M4A    59   14 N8RA   59   05 0
QSO: 14204 PH 2021-10-30 1256 M4A    59   14 K3LR   59   05 0
QSO: 14204 PH 2021-10-30 1256 M4A    59   14 KD9MS  59   04 0
QSO: 14204 PH 2021-10-30 1256 M4A    59   14 OH6GDX 59   15 0
QSO: 14204 PH 2021-10-30 1257 M4A    59   14 W4KW   59   04 0
QSO: 14204 PH 2021-10-30 1257 M4A    59   14 W4MLB  59   05 0
QSO: 14204 PH 2021-10-30 1257 M4A    59   14 VE3CKO 59   04 0
QSO: 28360 PH 2021-10-30 1258 M4A    59   14 KP2B   59   08 1
QSO: 14204 PH 2021-10-30 1258 M4A    59   14 YL2NK  59   15 0
QSO: 28384 PH 2021-10-30 1258 M4A    59   14 FG4KH  59   08 1
QSO: 14204 PH 2021-10-30 1259 M4A    59   14 K9UC   59   04 0
QSO: 14204 PH 2021-10-30 1300 M4A    59   14 WR4K   59   05 0
QSO: 14204 PH 2021-10-30 1300 M4A    59   14 NT0K   59   05 0
QSO: 14204 PH 2021-10-30 1302 M4A    59   14 NI4TG  59   05 0
QSO: 14204 PH 2021-10-30 1302 M4A    59   14 AA4VT  59   05 0
QSO: 28387 PH 2021-10-30 1302 M4A    59   14 NV9L   59   04 1
QSO: 14204 PH 2021-10-30 1302 M4A    59   14 K9NW   59   04 0
QSO: 14204 PH 2021-10-30 1303 M4A    59   14 VE9MWA 59   05 0
QSO: 14204 PH 2021-10-30 1303 M4A    59   14 K1EP   59   05 0
QSO: 14204 PH 2021-10-30 1303 M4A    59   14 WX1S   59   05 0
QSO: 14204 PH 2021-10-30 1303 M4A    59   14 N2IC   59   04 0
QSO: 14204 PH 2021-10-30 1304 M4A    59   14 WB2NVR 59   05 0
QSO: 14204 PH 2021-10-30 1304 M4A    59   14 WZ5M   59   04 0
QSO: 28423 PH 2021-10-30 1305 M4A    59   14 CX2CC  59   13 1
QSO: 14204 PH 2021-10-30 1306 M4A    59   14 LY4A   59   15 0
QSO: 14204 PH 2021-10-30 1307 M4A    59   14 PA6X   59   14 0
QSO: 14204 PH 2021-10-30 1308 M4A    59   14 IW1RLC 59   15 0
QSO: 14204 PH 2021-10-30 1308 M4A    59   14 N1KWF  59   05 0
QSO: 14204 PH 2021-10-30 1308 M4A    59   14 S55X   59   15 0
QSO: 14204 PH 2021-10-30 1309 M4A    59   14 OK1BPN 59   15 0
QSO: 14204 PH 2021-10-30 1309 M4A    59   14 K0AP   59   04 0
QSO: 14204 PH 2021-10-30 1309 M4A    59   14 K4ZW   59   05 0
QSO: 14204 PH 2021-10-30 1310 M4A    59   14 UA3KW  59   16 0
QSO: 21355 PH 2021-10-30 1310 M4A    59   14 OM7RU  59   15 1
QSO: 14204 PH 2021-10-30 1310 M4A    59   14 N4SS   59   04 0
QSO: 14204 PH 2021-10-30 1310 M4A    59   14 N3RJ   59   05 0
QSO: 14204 PH 2021-10-30 1311 M4A    59   14 NA2U   59   03 0
QSO: 14204 PH 2021-10-30 1311 M4A    59   14 SK0QO  59   14 0
QSO: 21406 PH 2021-10-30 1312 M4A    59   14 II9P   59   15 1
QSO: 14204 PH 2021-10-30 1312 M4A    59   14 KJ4KKD 59   04 0
QSO: 14204 PH 2021-10-30 1313 M4A    59   14 NT3U   59   05 0
QSO: 14204 PH 2021-10-30 1313 M4A    59   14 KD2TT  59   05 0
QSO: 14204 PH 2021-10-30 1314 M4A    59   14 N6AR   59   05 0
QSO: 14204 PH 2021-10-30 1316 M4A    59   14 K0YR   59   04 0
QSO: 14204 PH 2021-10-30 1317 M4A    59   14 SP7TEE 59   15 0
QSO: 14204 PH 2021-10-30 1318 M4A    59   14 S52BT  59   15 0
QSO: 14204 PH 2021-10-30 1319 M4A    59   14 EA3IFV 59   14 0
QSO: 21175 PH 2021-10-30 1319 M4A    59   14 P40W   59   09 1
QSO: 21443 PH 2021-10-30 1320 M4A    59   14 PJ2T   59   09 1
QSO: 21153 PH 2021-10-30 1321 M4A    59   14 PJ4G   59   09 1
QSO: 14204 PH 2021-10-30 1321 M4A    59   14 K3NM   59   05 0
QSO: 14204 PH 2021-10-30 1321 M4A    59   14 IU3MDI 59   15 0
QSO: 21307 PH 2021-10-30 1321 M4A    59   14 PJ7P   59   08 1
QSO: 14204 PH 2021-10-30 1322 M4A    59   14 LA8RTA 59   14 0
QSO: 14204 PH 2021-10-30 1322 M4A    59   14 SE4E   59   14 0
QSO: 21286 PH 2021-10-30 1322 M4A    59   14 HI3LT  59   08 1
QSO: 14204 PH 2021-10-30 1322 M4A    59   14 SP6U   59   15 0
QSO: 14204 PH 2021-10-30 1323 M4A    59   14 OE5CCN 59   15 0
QSO: 14204 PH 2021-10-30 1323 M4A    59   14 W0GJ   59   04 0
QSO: 14204 PH 2021-10-30 1324 M4A    59   14 N4USB  59   05 0
QSO: 14204 PH 2021-10-30 1325 M4A    59   14 AC4G   59   04 0
QSO: 21399 PH 2021-10-30 1325 M4A    59   14 K4AB   59   04 1
QSO: 14204 PH 2021-10-30 1325 M4A    59   14 WK4LR  59   05 0
QSO: 14204 PH 2021-10-30 1326 M4A    59   14 N7DD   59   03 0
QSO: 21121 PH 2021-10-30 1327 M4A    59   14 VE2IM  59   02 1
QSO: 21383 PH 2021-10-30 1327 M4A    59   14 EI9E   59   14 1
QSO: 14204 PH 2021-10-30 1327 M4A    59   14 WO2T   59   05 0
QSO: 14204 PH 2021-10-30 1328 M4A    59   14 KT5C   59   04 0
QSO: 14204 PH 2021-10-30 1328 M4A    59   14 VE3TW  59   04 0
QSO: 14204 PH 2021-10-30 1329 M4A    59   14 VE3CWU 59   04 0
QSO: 14204 PH 2021-10-30 1329 M4A    59   14 OK2DIK 59   15 0
QSO: 21166 PH 2021-10-30 1329 M4A    59   14 OX7A   59   40 1
QSO: 14204 PH 2021-10-30 1330 M4A    59   14 N8DE   59   04 0
QSO: 14204 PH 2021-10-30 1330 M4A    59   14 N1EK   59   05 0
QSO: 14204 PH 2021-10-30 1331 M4A    59   14 KW5DR  55   04 0
QSO: 14204 PH 2021-10-30 1331 M4A    59   14 K8ZM   59   04 0
QSO: 14204 PH 2021-10-30 1332 M4A    59   14 AC4DH  59   05 0
QSO: 14204 PH 2021-10-30 1333 M4A    59   14 UT3EV  59   16 0
QSO: 14204 PH 2021-10-30 1333 M4A    59   14 K2RB   59   05 0
QSO: 21444 PH 2021-10-30 1333 M4A    59   14 K3AJ   59   05 1
QSO: 14205 PH 2021-10-30 1335 M4A    59   14 OE1XTU 59   15 0
QSO: 21368 PH 2021-10-30 1335 M4A    59   14 W1WEF  59   05 1
QSO: 14205 PH 2021-10-30 1336 M4A    59   14 IU3OVF 59   15 0
QSO: 21184 PH 2021-10-30 1336 M4A    59   14 V3A    59   07 1
QSO: 14205 PH 2021-10-30 1337 M4A    59   14 N6JRL  59   04 0
QSO: 14205 PH 2021-10-30 1338 M4A    59   14 W1HS   59   05 0
QSO: 14205 PH 2021-10-30 1339 M4A    59   14 K2PAL  59   05 0
QSO: 14205 PH 2021-10-30 1339 M4A    59   14 VE2VIA 59   05 0
QSO: 14205 PH 2021-10-30 1339 M4A    59   14 N1RR   59   05 0
QSO: 14205 PH 2021-10-30 1340 M4A    59   14 VE3PMA 59   04 0
QSO: 14205 PH 2021-10-30 1341 M4A    59   14 NJ3I   59   05 0
QSO: 14205 PH 2021-10-30 1341 M4A    59   14 NS0R   59   04 0
QSO: 21158 PH 2021-10-30 1341 M4A    59   14 5Z4VJ  59   37 1
QSO: 14205 PH 2021-10-30 1341 M4A    59   14 N2LBR  59   05 0
QSO: 14205 PH 2021-10-30 1341 M4A    59   14 SP5TE  59   15 0
QSO: 14205 PH 2021-10-30 1341 M4A    59   14 ES3V   59   15 0
QSO: 14205 PH 2021-10-30 1342 M4A    59   14 SP3SC  59   15 0
QSO: 14205 PH 2021-10-30 1342 M4A    59   14 AB4B   59   04 0
QSO: 14205 PH 2021-10-30 1343 M4A    59   14 KG9V   59   05 0
QSO: 14205 PH 2021-10-30 1343 M4A    59   14 N3YUG  59   05 0
QSO: 14205 PH 2021-10-30 1343 M4A    59   14 W0PSY  59   04 0
QSO: 14205 PH 2021-10-30 1343 M4A    59   14 KB4S   59   05 0
QSO: 21239 PH 2021-10-30 1344 M4A    59   14 LR3M   59   13 1
QSO: 14205 PH 2021-10-30 1344 M4A    59   14 N7IR   59   03 0
QSO: 21119 PH 2021-10-30 1345 M4A    59   14 V26B   59   08 1
QSO: 14205 PH 2021-10-30 1345 M4A    59   14 OK2SGY 59   15 0
QSO: 21366 PH 2021-10-30 1345 M4A    59   14 KP3Z   59   08 1
QSO: 14205 PH 2021-10-30 1346 M4A    59   14 VA2AM  59   05 0
QSO: 14205 PH 2021-10-30 1346 M4A    59   14 N1DC   59   05 0
QSO: 21430 PH 2021-10-30 1346 M4A    59   14 J68HZ  59   08 1
QSO: 14205 PH 2021-10-30 1346 M4A    59   14 K0DVY  59   04 0
QSO: 14205 PH 2021-10-30 1347 M4A    59   14 N2LDE  59   05 0
QSO: 14205 PH 2021-10-30 1347 M4A    59   14 KB0EO  59   04 0
QSO: 14205 PH 2021-10-30 1348 M4A    59   14 W6KGP  59   04 0
QSO: 21256 PH 2021-10-30 1348 M4A    59   14 W2A    59   05 1
QSO: 14205 PH 2021-10-30 1348 M4A    59   14 WB2WGH 59   05 0
QSO: 14205 PH 2021-10-30 1348 M4A    59   14 W3GQ   59   05 0
QSO: 14205 PH 2021-10-30 1349 M4A    59   14 KM2B   59   05 0
QSO: 14205 PH 2021-10-30 1349 M4A    59   14 N1RP   59   05 0
QSO: 14205 PH 2021-10-30 1349 M4A    59   14 NG1M   59   05 0
QSO: 21159 PH 2021-10-30 1349 M4A    59   14 ZF1A   59   08 1
QSO: 14205 PH 2021-10-30 1350 M4A    59   14 N2SQW  59   05 0
QSO: 14205 PH 2021-10-30 1350 M4A    59   14 SP2GR  59   15 0
QSO: 14205 PH 2021-10-30 1351 M4A    59   14 IQ3CO  59   15 0
QSO: 21317 PH 2021-10-30 1351 M4A    59   14 D4Z    59   35 1
QSO: 14205 PH 2021-10-30 1351 M4A    59   14 IK1ZOF 59   15 0
QSO: 14205 PH 2021-10-30 1352 M4A    59   14 K2RD   59   03 0
QSO: 21324 PH 2021-10-30 1352 M4A    59   14 ZS6CCY 59   38 1
QSO: 14205 PH 2021-10-30 1352 M4A    59   14 N1JP   59   05 0
QSO: 14205 PH 2021-10-30 1353 M4A    59   14 N3WLB  59   05 0
QSO: 14205 PH 2021-10-30 1353 M4A    59   14 OM2DT  59   15 0
QSO: 14205 PH 2021-10-30 1353 M4A    59   14 KC0LDH 59   04 0
QSO: 21272 PH 2021-10-30 1354 M4A    59   14 RL5A   59   16 1
QSO: 14205 PH 2021-10-30 1354 M4A    59   14 KJ4ND  59   04 0
QSO: 14205 PH 2021-10-30 1354 M4A    59   14 K3EFS  59   05 0
QSO: 14205 PH 2021-10-30 1355 M4A    59   14 K2EP   59   05 0
QSO: 21261 PH 2021-10-30 1355 M4A    59   14 PZ2YT  59   09 1
QSO: 14205 PH 2021-10-30 1356 M4A    59   14 TF8KY  59   40 0
QSO: 21191 PH 2021-10-30 1356 M4A    59   14 FG4KH  59   08 1
QSO: 21255 PH 2021-10-30 1357 M4A    59   14 K9BGL  59   04 1
QSO: 14205 PH 2021-10-30 1357 M4A    59   14 N0UR   59   04 0
QSO: 14205 PH 2021-10-30 1358 M4A    59   14 W1NT   59   05 0
QSO: 21242 PH 2021-10-30 1358 M4A    59   14 MW0YVK 59   14 1
QSO: 14205 PH 2021-10-30 1358 M4A    59   14 KA2KON 59   05 0
QSO: 14205 PH 2021-10-30 1359 M4A    59   14 S52K   59   15 0
QSO: 14205 PH 2021-10-30 1359 M4A    59   14 W4YE   59   05 0
QSO: 14205 PH 2021-10-30 1359 M4A    59   14 N1ZN   59   05 0
QSO: 14205 PH 2021-10-30 1401 M4A    59   14 N0MDC  59   04 0
QSO: 14205 PH 2021-10-30 1401 M4A    59   14 SP9N   59   15 0
QSO: 14205 PH 2021-10-30 1401 M4A    59   14 SE3Y   59   14 0
QSO: 14205 PH 2021-10-30 1402 M4A    59   14 SQ7LQJ 59   15 0
QSO: 14205 PH 2021-10-30 1402 M4A    59   14 VE3LRL 59   04 0
QSO: 21430 PH 2021-10-30 1403 M4A    59   14 TI1T   59   07 1
QSO: 14205 PH 2021-10-30 1403 M4A    59   14 W2OSR  59   05 0
QSO: 14205 PH 2021-10-30 1404 M4A    59   14 N7SVI  59   03 0
QSO: 14205 PH 2021-10-30 1404 M4A    59   14 OK1TA  59   15 0
QSO: 14205 PH 2021-10-30 1405 M4A    59   14 W6KH   59   03 0
QSO: 14205 PH 2021-10-30 1406 M4A    59   14 W2JV   59   05 0
QSO: 21128 PH 2021-10-30 1406 M4A    59   14 CM2XN  59   08 1
QSO: 14205 PH 2021-10-30 1407 M4A    59   14 HA1BC  59   15 0
QSO: 14205 PH 2021-10-30 1407 M4A    59   14 W0IVJ  59   04 0
QSO: 14205 PH 2021-10-30 1408 M4A    59   14 W6YI   59   03 0
QSO: 14205 PH 2021-10-30 1409 M4A    59   14 OH8JIX 59   15 0
QSO: 14205 PH 2021-10-30 1410 M4A    59   14 K7NN   59   03 0
QSO: 14205 PH 2021-10-30 1410 M4A    59   14 SP4HXV 59   15 0
QSO: 14205 PH 2021-10-30 1411 M4A    59   14 WC4Y   59   05 0
QSO: 14205 PH 2021-10-30 1411 M4A    59   14 OK2RN  59   15 0
QSO: 14205 PH 2021-10-30 1412 M4A    59   14 W9BDN  59   04 0
QSO: 14205 PH 2021-10-30 1413 M4A    59   14 OK1FUK 59   15 0
QSO: 14205 PH 2021-10-30 1414 M4A    59   14 N4TL   59   05 0
QSO: 21442 PH 2021-10-30 1414 M4A    59   14 W3MF   59   05 1
QSO: 14205 PH 2021-10-30 1414 M4A    59   14 IU4NYV 59   15 0
QSO: 21193 PH 2021-10-30 1415 M4A    59   14 LZ6V   59   20 1
QSO: 14205 PH 2021-10-30 1416 M4A    59   14 IN3KMY 59   15 0
QSO: 14262 PH 2021-10-30 1422 M4A    59   14 OH3JR  59   15 0
QSO: 14262 PH 2021-10-30 1425 M4A    59   14 N5CR   59   03 0
QSO: 21324 PH 2021-10-30 1425 M4A    59   14 VP5DX  59   08 1
QSO: 14283 PH 2021-10-30 1430 M4A    59   14 K2PO   59   03 0
QSO: 14283 PH 2021-10-30 1430 M4A    59   14 UC4C   59   16 0
QSO: 21205 PH 2021-10-30 1431 M4A    59   14 TO7O   59   08 1
QSO: 14283 PH 2021-10-30 1431 M4A    59   14 S58AT  59   15 0
QSO: 14283 PH 2021-10-30 1431 M4A    59   14 W8BI   59   04 0
QSO: 14283 PH 2021-10-30 1432 M4A    59   14 N0EO   59   04 0
QSO: 14283 PH 2021-10-30 1432 M4A    59   14 KB9LQA 59   04 0
QSO: 14283 PH 2021-10-30 1432 M4A    59   14 W2FMB  59   05 0
QSO: 14283 PH 2021-10-30 1432 M4A    59   14 K4YJ   59   04 0
QSO: 21181 PH 2021-10-30 1433 M4A    59   14 9Y4D   59   09 1
QSO: 21414 PH 2021-10-30 1433 M4A    59   14 FS4WBS 59   08 1
QSO: 14283 PH 2021-10-30 1433 M4A    59   14 W6US   59   03 0
QSO: 14283 PH 2021-10-30 1434 M4A    59   14 KB7RUQ 59   03 0
QSO: 14283 PH 2021-10-30 1434 M4A    59   14 K3IB   59   05 0
QSO: 14283 PH 2021-10-30 1434 M4A    59   14 KC1LEA 59   05 0
QSO: 21286 PH 2021-10-30 1435 M4A    59   14 N2IC   59   04 1
QSO: 14283 PH 2021-10-30 1435 M4A    59   14 KA6BIM 59   03 0
QSO: 21275 PH 2021-10-30 1435 M4A    59   14 HP3SS  59   07 1
QSO: 14283 PH 2021-10-30 1435 M4A    59   14 N8BJQ  59   04 0
QSO: 14283 PH 2021-10-30 1436 M4A    59   14 N6JV   59   03 0
QSO: 14283 PH 2021-10-30 1436 M4A    59   14 K9MWM  59   04 0
QSO: 21367 PH 2021-10-30 1437 M4A    59   14 ND7K   59   03 1
QSO: 14283 PH 2021-10-30 1437 M4A    59   14 W6YX   59   03 0
QSO: 14283 PH 2021-10-30 1437 M4A    59   14 WB3IWC 59   05 0
QSO: 14283 PH 2021-10-30 1438 M4A    59   14 K1LK   59   05 0
QSO: 21198 PH 2021-10-30 1438 M4A    59   14 SX2I   59   20 1
QSO: 14283 PH 2021-10-30 1438 M4A    59   14 K6XX   59   03 0
QSO: 14283 PH 2021-10-30 1439 M4A    59   14 KB1W   59   05 0
QSO: 14283 PH 2021-10-30 1439 M4A    59   14 N0NZG  59   04 0
QSO: 14283 PH 2021-10-30 1440 M4A    59   14 K7GS   59   03 0
QSO: 14283 PH 2021-10-30 1440 M4A    59   14 VE3RZ  59   04 0
QSO: 14283 PH 2021-10-30 1441 M4A    59   14 K4GHC  59   05 0
QSO: 14283 PH 2021-10-30 1442 M4A    59   14 OE6SWG/P 59   15 0
QSO: 14283 PH 2021-10-30 1443 M4A    59   14 N2TK   59   05 0
QSO: 14283 PH 2021-10-30 1444 M4A    59   14 K3FMQ  59   05 0
QSO: 14283 PH 2021-10-30 1444 M4A    59   14 KX4TT  59   05 0
QSO: 14283 PH 2021-10-30 1444 M4A    59   14 KE8FT  59   03 0
QSO: 21361 PH 2021-10-30 1444 M4A    59   14 5H3MB  59   37 1
QSO: 14283 PH 2021-10-30 1445 M4A    59   14 K3ND   59   05 0
QSO: 14283 PH 2021-10-30 1445 M4A    59   14 N5YT   59   04 0
QSO: 14283 PH 2021-10-30 1445 M4A    59   14 K3EST  59   03 0
QSO: 14283 PH 2021-10-30 1445 M4A    59   14 N5OT   59   04 0
QSO: 21262 PH 2021-10-30 1446 M4A    59   14 CR2M   59   14 1
QSO: 14283 PH 2021-10-30 1446 M4A    59   14 N9CQG  59   04 0
QSO: 14283 PH 2021-10-30 1446 M4A    59   14 W2XK   59   05 0
QSO: 14283 PH 2021-10-30 1447 M4A    59   14 N4QS   59   04 0
QSO: 14283 PH 2021-10-30 1447 M4A    59   14 K4GNE  59   05 0
QSO: 14283 PH 2021-10-30 1448 M4A    59   14 KK6P   59   03 0
QSO: 14283 PH 2021-10-30 1450 M4A    59   14 OH3BKN 59   15 0
QSO: 14283 PH 2021-10-30 1450 M4A    59   14 KB0ARZ 59   04 0
QSO: 14283 PH 2021-10-30 1451 M4A    59   14 W2WLD  59   05 0
QSO: 14283 PH 2021-10-30 1451 M4A    59   14 K8TW   59   04 0
QSO: 21177 PH 2021-10-30 1452 M4A    59   14 CB1C   59   12 1
QSO: 14283 PH 2021-10-30 1453 M4A    59   14 W8DKC  59   04 0
QSO: 14283 PH 2021-10-30 1453 M4A    59   14 W3UM   59   05 0
QSO: 14283 PH 2021-10-30 1453 M4A    59   14 K7SCX  59   04 0
QSO: 14283 PH 2021-10-30 1454 M4A    59   14 WZ8DX  59   04 0
QSO: 14283 PH 2021-10-30 1454 M4A    59   14 NA4DA  59   05 0
