START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.5.0
CONTEST: CQ-WW-CW
LOCATION: DX
CALLSIGN: BA7IO
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 98280
OPERATORS:
NAME:
SOAPBOX:
QSO:  7006 CW 2010-11-27 0028 BA7IO         599 24     EF8M          599 33
QSO:  7013 CW 2010-11-27 0033 BA7IO         599 24     RZ0SR         599 18
QSO: 21002 CW 2010-11-27 0037 BA7IO         599 24     JN1KWR        599 25
QSO: 21002 CW 2010-11-27 0046 BA7IO         599 24     VK3FM         599 30
QSO: 21002 CW 2010-11-27 0047 BA7IO         599 24     JR2TRC        599 25
QSO: 21002 CW 2010-11-27 0048 BA7IO         599 24     PX2A          599 11
QSO: 21002 CW 2010-11-27 0048 BA7IO         599 24     JM3QML        599 25
QSO: 21002 CW 2010-11-27 0048 BA7IO         599 24     JI3OGI        599 25
QSO: 21002 CW 2010-11-27 0049 BA7IO         599 24     JH1OLB        599 25
QSO: 21002 CW 2010-11-27 0049 BA7IO         599 24     JA0KJE        599 25
QSO: 21002 CW 2010-11-27 0050 BA7IO         599 24     VK4AN         599 30
QSO: 21002 CW 2010-11-27 0051 BA7IO         599 24     9M6XRO        599 28
QSO: 21002 CW 2010-11-27 0052 BA7IO         599 24     KH6CO         599 31
QSO: 21002 CW 2010-11-27 0052 BA7IO         599 24     JH9KVF        599 25
QSO: 21002 CW 2010-11-27 0053 BA7IO         599 24     JI4HKA        599 25
QSO: 21002 CW 2010-11-27 0054 BA7IO         599 24     JA7GAX        599 25
QSO: 21002 CW 2010-11-27 0054 BA7IO         599 24     RW0LT         599 19
QSO: 21002 CW 2010-11-27 0054 BA7IO         599 24     JQ1NGT        599 25
QSO: 21002 CW 2010-11-27 0055 BA7IO         599 24     JA1CC         599 25
QSO: 21002 CW 2010-11-27 0056 BA7IO         599 24     N7BV          599  3
QSO: 21002 CW 2010-11-27 0058 BA7IO         599 24     JA3JM         599 25
QSO: 21002 CW 2010-11-27 0058 BA7IO         599 24     JI3BFC        599 25
QSO: 21002 CW 2010-11-27 0059 BA7IO         599 24     JE4MHL        599 25
QSO: 21002 CW 2010-11-27 0101 BA7IO         599 24     JJ3OFL        599 25
QSO: 21002 CW 2010-11-27 0103 BA7IO         599 24     VK4BUI        599 30
QSO: 21002 CW 2010-11-27 0103 BA7IO         599 24     JJ5GWP        599 25
QSO: 21002 CW 2010-11-27 0103 BA7IO         599 24     JA4XHF/3      599 25
QSO: 21002 CW 2010-11-27 0104 BA7IO         599 24     JA5DQH        599 25
QSO: 21002 CW 2010-11-27 0104 BA7IO         599 24     JA7ACM        599 25
QSO: 21002 CW 2010-11-27 0105 BA7IO         599 24     JA1BJI        599 25
QSO: 21002 CW 2010-11-27 0105 BA7IO         599 24     JE2HXL        599 25
QSO: 21002 CW 2010-11-27 0105 BA7IO         599 24     JE1CKA        599 25
QSO: 21002 CW 2010-11-27 0106 BA7IO         599 24     ZX5J          599 11
QSO: 21002 CW 2010-11-27 0106 BA7IO         599 24     JA7AEM        599 25
QSO: 21002 CW 2010-11-27 0107 BA7IO         599 24     9M2JKL        599 28
QSO: 21002 CW 2010-11-27 0107 BA7IO         599 24     JR2FJC        599 25
QSO: 21002 CW 2010-11-27 0108 BA7IO         599 24     JF3BFS        599 25
QSO: 21002 CW 2010-11-27 0108 BA7IO         599 24     JA3JOT        599 25
QSO: 21002 CW 2010-11-27 0108 BA7IO         599 24     JA0CVC        599 25
QSO: 21002 CW 2010-11-27 0109 BA7IO         599 24     JS1KQQ        599 25
QSO: 28025 CW 2010-11-28 0926 BA7IO         599 24     9A3B          599 15     0
QSO: 28025 CW 2010-11-28 0929 BA7IO         599 24     US3QQ         599 16     0
QSO: 28025 CW 2010-11-28 0929 BA7IO         599 24     HA7UG         599 15     0
QSO: 28025 CW 2010-11-28 0930 BA7IO         599 24     UT8EU         599 16     0
QSO: 28025 CW 2010-11-28 0932 BA7IO         599 24     S59AA         599 15     0
QSO: 28028 CW 2010-11-28 0933 BA7IO         599 24     5R8WW         599 39     0
QSO: 28028 CW 2010-11-28 0936 BA7IO         599 24     UT6IG         599 16     0
QSO: 28028 CW 2010-11-28 0937 BA7IO         599 24     S52ZW         599 15     0
QSO: 28022 CW 2010-11-28 0939 BA7IO         599 24     ZB2X          599 14     0
QSO: 28022 CW 2010-11-28 0946 BA7IO         599 24     CN3A          599 33     0
QSO: 28039 CW 2010-11-28 0951 BA7IO         599 24     VK6AA         599 30     0
QSO: 28498 CW 2010-11-28 0959 BA7IO         599 24     A45XR         599 21     0
QSO: 28498 CW 2010-11-28 1000 BA7IO         599 24     VU2NKS        599 22     0
QSO: 28498 CW 2010-11-28 1001 BA7IO         599 24     9M6XRO        599 28     0
QSO:  7097 CW 2010-11-28 1632 BA7IO         599 24     DF0HQ         599 14     0
QSO:  7097 CW 2010-11-28 1633 BA7IO         599 24     8N5A          599 25     0
QSO:  7097 CW 2010-11-28 1634 BA7IO         599 24     LY7A          599 15     0
QSO:  7097 CW 2010-11-28 1635 BA7IO         599 24     VE7UF         599 03     0
QSO:  7097 CW 2010-11-28 1635 BA7IO         599 24     R7LV          599 16     0
QSO:  7097 CW 2010-11-28 1635 BA7IO         599 24     S58M          599 15     0
QSO:  7097 CW 2010-11-28 1638 BA7IO         599 24     US0HZ         599 16     0
QSO:  7097 CW 2010-11-28 1639 BA7IO         599 24     SP2FAP        599 15     0
QSO:  7097 CW 2010-11-28 1640 BA7IO         599 24     M5E           599 14     0
QSO:  7097 CW 2010-11-28 1641 BA7IO         599 24     UA3QAM        599 16     0
QSO:  7097 CW 2010-11-28 1642 BA7IO         599 24     N0XX          599 03     0
QSO:  7097 CW 2010-11-28 1643 BA7IO         599 24     RF9C          599 17     0
QSO:  7097 CW 2010-11-28 1643 BA7IO         599 24     SP3LPR        599 15     0
QSO:  7097 CW 2010-11-28 1643 BA7IO         599 24     K6XM          599 03     0
QSO:  7097 CW 2010-11-28 1646 BA7IO         599 24     OL5M          599 15     0
QSO:  7097 CW 2010-11-28 1648 BA7IO         599 24     LY5I          599 15     0
QSO:  7097 CW 2010-11-28 1649 BA7IO         599 24     ES2DJ         599 15     0
QSO:  7097 CW 2010-11-28 1649 BA7IO         599 24     RK3WWQ        599 16     0
QSO:  7097 CW 2010-11-28 1650 BA7IO         599 24     UR8IDX        599 16     0
QSO:  7097 CW 2010-11-28 1651 BA7IO         599 24     UR4IZ         599 16     0
QSO:  7097 CW 2010-11-28 1651 BA7IO         599 24     R9DA          599 17     0
QSO:  7097 CW 2010-11-28 1652 BA7IO         599 24     SP1AEN        599 15     0
QSO:  7097 CW 2010-11-28 1653 BA7IO         599 24     YT3H          599 15     0
QSO:  7097 CW 2010-11-28 1653 BA7IO         599 24     RX3AMG        599 16     0
QSO:  7097 CW 2010-11-28 1654 BA7IO         599 24     G3RTE         599 14     0
QSO:  7097 CW 2010-11-28 1655 BA7IO         599 24     YT4RA         599 15     0
QSO:  7097 CW 2010-11-28 1657 BA7IO         599 24     S58Q          599 15     0
QSO:  7097 CW 2010-11-28 1712 BA7IO         599 24     ER4A          599 16     0
QSO:  7097 CW 2010-11-28 1713 BA7IO         599 24     ZL8X          599 32     0
QSO:  7031 CW 2010-11-28 2209 BA7IO         599 24     T70A          599 15     0
QSO:  7082 CW 2010-11-28 2210 BA7IO         599 24     A45XR         599 21     0
QSO:  7081 CW 2010-11-28 2223 BA7IO         599 24     MD2C          599 14     0
QSO: 21006 CW 2010-11-28 2311 BA7IO         599 24     K9JF          599 03     0
QSO: 21006 CW 2010-11-28 2312 BA7IO         599 24     JA1DCK        599 25     0
QSO: 21006 CW 2010-11-28 2312 BA7IO         599 24     JA1CC         599 25     0
QSO: 21006 CW 2010-11-28 2313 BA7IO         599 24     K6ZU          599 03     0
QSO: 21007 CW 2010-11-28 2329 BA7IO         599 24     N6ML          599 03     0
QSO: 21007 CW 2010-11-28 2329 BA7IO         599 24     AE6RS         599 03     0
QSO: 21007 CW 2010-11-28 2329 BA7IO         599 24     W7DR          599 03     0
QSO: 21007 CW 2010-11-28 2330 BA7IO         599 24     W6OAT         599 03     0
QSO: 21007 CW 2010-11-28 2330 BA7IO         599 24     JL7CTR        599 25     0
QSO: 21007 CW 2010-11-28 2330 BA7IO         599 24     N6NC          599 03     0
QSO: 21007 CW 2010-11-28 2331 BA7IO         599 24     N6WS          599 03     0
QSO: 21007 CW 2010-11-28 2331 BA7IO         599 24     N6OQ          599 03     0
QSO: 21007 CW 2010-11-28 2331 BA7IO         599 24     W7ZR          599 03     0
QSO: 21007 CW 2010-11-28 2332 BA7IO         599 24     NI6T          599 03     0
QSO: 21007 CW 2010-11-28 2332 BA7IO         599 24     N5RZ          599 05     0
QSO: 21007 CW 2010-11-28 2332 BA7IO         599 24     K5AM          599 04     0
QSO: 21007 CW 2010-11-28 2333 BA7IO         599 24     KN5H          599 03     0
QSO: 21007 CW 2010-11-28 2333 BA7IO         599 24     N7AT          599 03     0
QSO: 21007 CW 2010-11-28 2333 BA7IO         599 24     JA5NSR        599 25     0
QSO: 21007 CW 2010-11-28 2334 BA7IO         599 24     K0RF          599 04     0
QSO: 21007 CW 2010-11-28 2334 BA7IO         599 24     K9RX          599 03     0
QSO: 21007 CW 2010-11-28 2334 BA7IO         599 24     KF6A          599 03     0
QSO: 21007 CW 2010-11-28 2335 BA7IO         599 24     N7TT          599 03     0
QSO: 21007 CW 2010-11-28 2335 BA7IO         599 24     UA0LS         599 19     0
QSO: 21007 CW 2010-11-28 2336 BA7IO         599 24     K0YW          599 04     0
QSO: 21007 CW 2010-11-28 2336 BA7IO         599 24     VA7RY         599 03     0
QSO: 21007 CW 2010-11-28 2337 BA7IO         599 24     N0VD          599 04     0
QSO: 21007 CW 2010-11-28 2337 BA7IO         599 24     W7UT          599 03     0
QSO: 21007 CW 2010-11-28 2338 BA7IO         599 24     VK2GR         599 30     0
QSO: 21007 CW 2010-11-28 2339 BA7IO         599 24     JA3AVO        599 25     0
QSO: 21007 CW 2010-11-28 2340 BA7IO         599 24     W6TX          599 03     0
QSO: 21007 CW 2010-11-28 2341 BA7IO         599 24     K7AR          599 03     0
QSO: 21007 CW 2010-11-28 2341 BA7IO         599 24     WI7N          599 03     0
QSO: 21007 CW 2010-11-28 2342 BA7IO         599 24     NE7X          599 03     0
QSO: 21007 CW 2010-11-28 2342 BA7IO         599 24     JA3AA         599 25     0
QSO: 21007 CW 2010-11-28 2343 BA7IO         599 24     K3FIV         599 03     0
QSO: 21007 CW 2010-11-28 2343 BA7IO         599 24     KG7H          599 03     0
QSO: 21007 CW 2010-11-28 2344 BA7IO         599 24     NK6A          599 03     0
QSO: 21007 CW 2010-11-28 2345 BA7IO         599 24     CX9AU         599 13     0
QSO: 21007 CW 2010-11-28 2346 BA7IO         599 24     JO1WIZ        599 25     0
QSO: 21007 CW 2010-11-28 2347 BA7IO         599 24     W7CCY         599 03     0
QSO: 21007 CW 2010-11-28 2347 BA7IO         599 24     VE7VF         599 03     0
QSO: 21007 CW 2010-11-28 2348 BA7IO         599 24     W6TK          599 03     0
QSO: 21007 CW 2010-11-28 2349 BA7IO         599 24     JA1HP         599 25     0
QSO: 21007 CW 2010-11-28 2349 BA7IO         599 24     JA1VLK        599 25     0
QSO: 21007 CW 2010-11-28 2350 BA7IO         599 24     W6XB          599 03     0
QSO: 21007 CW 2010-11-28 2350 BA7IO         599 24     JA2KVB        599 25     0
QSO: 21007 CW 2010-11-28 2351 BA7IO         599 24     JA0KSB        599 25     0
END-OF-LOG:
