START-OF-LOG: 3.0
CREATED-BY: Win-Test 3.24.0
CONTEST: CQ-WW-SSB
CALLSIGN: YL3DR
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 650076
OPERATORS:
CLUB: Latvian Contest Club
NAME: Aivars  Purinsh
SOAPBOX: TRX: Yaesu FT-920, Acom 1000, antennas: GAP Titan DX, Delta 80m,
QSO:  7144 PH 2011-10-29 1530 YL3DR         59  15     RW0CWA        59  19     0
QSO:  7187 PH 2011-10-29 1531 YL3DR         59  15     OH0V          59  15     0
QSO:  7169 PH 2011-10-29 1533 YL3DR         59  15     RT3F          59  16     0
QSO: 21243 PH 2011-10-29 1536 YL3DR         59  15     CE4CT         59  12     0
QSO: 21296 PH 2011-10-29 1538 YL3DR         59  15     NK7U          59  03     0
QSO: 28507 PH 2011-10-29 1541 YL3DR         59  15     K2LE          59  05     0
QSO: 28467 PH 2011-10-29 1543 YL3DR         59  15     EB5BBM        59  14     0
QSO: 28370 PH 2011-10-29 1545 YL3DR         59  15     EE2K          59  14     0
QSO: 28522 PH 2011-10-29 1602 YL3DR         59  15     PP5BS         59  11     0
QSO: 28579 PH 2011-10-29 1603 YL3DR         59  15     CR6K          59  14     0
QSO: 28597 PH 2011-10-29 1603 YL3DR         59  15     PT5T          59  11     0
QSO: 28633 PH 2011-10-29 1604 YL3DR         59  15     LU7HN         59  13     0
QSO: 28498 PH 2011-10-29 1611 YL3DR         59  15     VQ5X          59  08     0
QSO:  7185 PH 2011-10-29 1618 YL3DR         59  15     9A1P          59  15     0
QSO:  7106 PH 2011-10-29 1619 YL3DR         59  15     YT7A          59  15     0
QSO:  7103 PH 2011-10-29 1619 YL3DR         59  15     S56X          59  15     0
QSO:  3764 PH 2011-10-29 1628 YL3DR         59  15     LZ9W          59  20     0
QSO:  3796 PH 2011-10-29 1629 YL3DR         59  15     SP3GEM        59  15     0
QSO:  3767 PH 2011-10-29 1631 YL3DR         59  15     DM0Y          59  14     0
QSO: 14162 PH 2011-10-29 1633 YL3DR         59  15     YB1C          59  28     0
QSO: 14258 PH 2011-10-29 1639 YL3DR         59  15     LZ5R          59  20     0
QSO: 21184 PH 2011-10-29 1646 YL3DR         59  15     EF1W          59  14     0
QSO: 21152 PH 2011-10-29 1647 YL3DR         59  15     CF3A          59  04     0
QSO: 21313 PH 2011-10-29 1653 YL3DR         59  15     K4SSU         59  05     0
QSO: 14213 PH 2011-10-29 1658 YL3DR         59  15     C5A           59  35     0
QSO: 14201 PH 2011-10-29 1659 YL3DR         59  15     RM3F          59  16     0
QSO: 14294 PH 2011-10-29 1702 YL3DR         59  15     KH7CW         59  31     0
QSO: 14309 PH 2011-10-29 1703 YL3DR         59  15     RL3A          59  16     0
QSO: 14307 PH 2011-10-29 1703 YL3DR         59  15     P33W          59  20     0
QSO: 14220 PH 2011-10-29 1707 YL3DR         59  15     7Z1SJ         59  21     0
QSO: 14141 PH 2011-10-29 1707 YL3DR         59  15     IK4GNI        59  15     0
QSO: 14135 PH 2011-10-29 1710 YL3DR         59  15     VE6SV         59  04     0
QSO: 21388 PH 2011-10-29 1712 YL3DR         59  15     W2PV          59  05     0
QSO: 21440 PH 2011-10-29 1713 YL3DR         59  15     AG4W          59  04     0
QSO: 21351 PH 2011-10-29 1715 YL3DR         59  15     IQ6RS         59  15     0
QSO: 21260 PH 2011-10-29 1717 YL3DR         59  15     KV0Q          59  04     0
QSO: 21181 PH 2011-10-29 1718 YL3DR         59  15     CT2KFA        59  14     0
QSO:  7153 PH 2011-10-29 1721 YL3DR         59  15     OM5M          59  15     0
QSO:  7130 PH 2011-10-29 1722 YL3DR         59  15     RM9T          59  16     0
QSO:  7089 PH 2011-10-29 1722 YL3DR         59  15     SI9AM         59  14     0
QSO:  7068 PH 2011-10-29 1723 YL3DR         59  15     SQ2OSE        59  15     0
QSO:  7096 PH 2011-10-29 1724 YL3DR         59  15     J48OV         59  20     0
QSO:  7124 PH 2011-10-29 1726 YL3DR         59  15     IB6B          59  15     0
QSO:  7129 PH 2011-10-29 1728 YL3DR         59  15     LX5T          59  14     0
QSO:  7105 PH 2011-10-29 1729 YL3DR         59  15     HG6N          59  15     0
QSO:  7163 PH 2011-10-29 1732 YL3DR         59  15     JA0JHA        59  25     0
QSO:  7053 PH 2011-10-29 1738 YL3DR         59  15     9A2VR         59  15     0
QSO:  3769 PH 2011-10-29 1740 YL3DR         59  15     RC9O          59  18     0
QSO:  3773 PH 2011-10-29 1742 YL3DR         59  15     EW1DO         59  16     0
QSO:  7099 PH 2011-10-29 1744 YL3DR         59  15     PA7AL         59  14     0
QSO:  7071 PH 2011-10-29 1750 YL3DR         59  15     RU9CK         59  17     0
QSO:  7079 PH 2011-10-29 1751 YL3DR         59  15     R5GA          59  16     0
QSO:  7086 PH 2011-10-29 1752 YL3DR         59  15     RN3F          59  16     0
QSO:  7092 PH 2011-10-29 1755 YL3DR         59  15     DK0XB         59  14     0
QSO: 14288 PH 2011-10-29 1758 YL3DR         59  15     DQ4W          59  14     0
QSO: 14302 PH 2011-10-29 1759 YL3DR         59  15     4O3A          59  15     0
QSO: 14312 PH 2011-10-29 1802 YL3DR         59  15     YL2SM         59  15     0
QSO: 14317 PH 2011-10-29 1803 YL3DR         59  15     HA5JI         59  15     0
QSO:  7082 PH 2011-10-29 1804 YL3DR         59  15     S58M          59  15     0
QSO:  7062 PH 2011-10-29 1805 YL3DR         59  15     R4RT          59  16     0
QSO:  7046 PH 2011-10-29 1807 YL3DR         59  15     E74AA         59  15     0
QSO:  3721 PH 2011-10-29 1809 YL3DR         59  15     OK7K          59  15     0
QSO:  7078 PH 2011-10-29 1814 YL3DR         59  15     DL8RDL        59  14     0
QSO:  7097 PH 2011-10-29 1815 YL3DR         59  15     TM1O          59  14     0
QSO:  7085 PH 2011-10-29 1817 YL3DR         59  15     UX7CQ         59  16     0
QSO:  7058 PH 2011-10-29 1819 YL3DR         59  15     SQ9HZM        59  15     0
QSO: 14320 PH 2011-10-29 1820 YL3DR         59  15     9A7A          59  15     0
QSO: 14268 PH 2011-10-29 1826 YL3DR         59  15     CR3L          59  33     0
QSO: 14229 PH 2011-10-29 1828 YL3DR         59  15     OE3K          59  15     0
QSO: 14138 PH 2011-10-29 1831 YL3DR         59  15     GJ2A          59  14     0
QSO: 14119 PH 2011-10-29 1832 YL3DR         59  15     3V8SS         59  33     0
QSO: 21245 PH 2011-10-29 1834 YL3DR         59  15     K3LR          59  05     0
QSO: 21317 PH 2011-10-29 1835 YL3DR         59  15     IR2C          59  15     0
QSO: 14150 PH 2011-10-29 1838 YL3DR         59  15     K3LR          59  05     0
QSO: 14124 PH 2011-10-29 1839 YL3DR         59  15     9Y4D          59  09     0
QSO: 14174 PH 2011-10-29 1840 YL3DR         59  15     IF9A          59  15     0
QSO: 14162 PH 2011-10-29 1841 YL3DR         59  15     K7RL          59  03     0
QSO: 14160 PH 2011-10-29 1849 YL3DR         59  15     TF3CW         59  40     0
QSO: 14147 PH 2011-10-29 1854 YL3DR         59  15     CN2R          59  33     0
QSO:  3767 PH 2011-10-29 1900 YL3DR         59  15     YL7X          59  15     0
QSO:  3748 PH 2011-10-29 1901 YL3DR         59  15     UA1CEI        59  16     0
QSO:  3730 PH 2011-10-29 1901 YL3DR         59  15     SP5LS         59  15     0
QSO:  3726 PH 2011-10-29 1904 YL3DR         59  15     UZ2M          59  16     0
QSO:  3786 PH 2011-10-29 1905 YL3DR         59  15     DF0HQ         59  14     0
QSO:  3776 PH 2011-10-29 1907 YL3DR         59  15     8S0C          59  14     0
QSO:  7129 PH 2011-10-29 1910 YL3DR         59  15     HB0/HB9AON    59  14     0
QSO:  7104 PH 2011-10-29 1918 YL3DR         59  15     9A6M          59  15     0
QSO:  7094 PH 2011-10-29 1920 YL3DR         59  15     PI4D          59  14     0
QSO: 14293 PH 2011-10-29 1926 YL3DR         59  15     EA1CP         59  14     0
QSO: 14321 PH 2011-10-29 1927 YL3DR         59  15     S53EO         59  15     0
QSO: 14325 PH 2011-10-29 1928 YL3DR         59  15     ED5O          59  14     0
QSO: 14338 PH 2011-10-29 1929 YL3DR         59  15     ED4A          59  14     0
QSO: 14239 PH 2011-10-29 1931 YL3DR         59  15     EA5/LB7Q      59  14     0
QSO:  7175 PH 2011-10-29 1932 YL3DR         59  15     RT6A          59  16     0
QSO:  7145 PH 2011-10-29 1934 YL3DR         59  15     DJ1NO         59  14     0
QSO:  7113 PH 2011-10-29 1935 YL3DR         59  15     RT9J          59  17     0
QSO:  7071 PH 2011-10-29 1937 YL3DR         59  15     IR4X          59  15     0
QSO:  7060 PH 2011-10-29 1937 YL3DR         59  15     UU7J          59  16     0
QSO:  7056 PH 2011-10-29 1938 YL3DR         59  15     DK0OG         59  14     0
QSO:  7062 PH 2011-10-29 1939 YL3DR         59  15     UA4W          59  16     0
QSO:  7066 PH 2011-10-29 1942 YL3DR         59  15     EE5R          59  14     0
QSO:  7079 PH 2011-10-29 1942 YL3DR         59  15     IF9A          59  15     0
QSO:  7115 PH 2011-10-29 1944 YL3DR         59  15     RW0A          59  18     0
QSO:  3745 PH 2011-10-29 1945 YL3DR         59  15     OH0Z          59  15     0
QSO:  3770 PH 2011-10-29 1947 YL3DR         59  15     DJ1AA         59  14     0
QSO:  3727 PH 2011-10-29 1948 YL3DR         59  15     PA1NHZ        59  14     0
QSO:  3722 PH 2011-10-29 1949 YL3DR         59  15     RN3F          59  16     0
QSO:  3733 PH 2011-10-29 1951 YL3DR         59  15     RA9FW         59  17     0
QSO:  3726 PH 2011-10-29 1952 YL3DR         59  15     UW5U          59  16     0
QSO:  3763 PH 2011-10-29 1957 YL3DR         59  15     DC4A          59  14     0
QSO:  3797 PH 2011-10-29 1957 YL3DR         59  15     OH2BH         59  15     0
QSO:  7137 PH 2011-10-29 1959 YL3DR         59  15     RL3A          59  16     0
QSO:  7171 PH 2011-10-29 2001 YL3DR         59  15     JA8WKE        59  25     0
QSO:  7169 PH 2011-10-29 2002 YL3DR         59  15     OL1X          59  15     0
QSO:  7174 PH 2011-10-29 2003 YL3DR         59  15     RT4F          59  16     0
QSO:  7145 PH 2011-10-29 2005 YL3DR         59  15     IR8C          59  15     0
QSO:  3739 PH 2011-10-30 0215 YL3DR         59  15     HG1S          59  15     0
QSO:  3747 PH 2011-10-30 0216 YL3DR         59  15     OM7AB         59  15     0
QSO:  7134 PH 2011-10-30 0220 YL3DR         59  15     T70A          59  15     0
QSO:  7123 PH 2011-10-30 0221 YL3DR         59  15     E7DX          59  15     0
QSO:  7142 PH 2011-10-30 0222 YL3DR         59  15     CR3A          59  33     0
QSO:  7140 PH 2011-10-30 0223 YL3DR         59  15     CN3A          59  33     0
QSO:  7179 PH 2011-10-30 0225 YL3DR         59  15     LZ8E          59  20     0
QSO:  7186 PH 2011-10-30 0228 YL3DR         59  15     OE9ICI        59  15     0
QSO:  7185 PH 2011-10-30 0230 YL3DR         59  15     4O3A          59  15     0
QSO:  7104 PH 2011-10-30 0231 YL3DR         59  15     G6PZ          59  14     0
QSO:  7083 PH 2011-10-30 0232 YL3DR         59  15     GI0RQK        59  14     0
QSO:  7076 PH 2011-10-30 0233 YL3DR         59  15     IR3Y          59  15     0
QSO:  3755 PH 2011-10-30 0237 YL3DR         59  15     IR4X          59  15     0
QSO:  3748 PH 2011-10-30 0237 YL3DR         59  15     S53M          59  15     0
QSO:  3737 PH 2011-10-30 0244 YL3DR         59  15     LN3Z          59  14     0
QSO:  7111 PH 2011-10-30 0249 YL3DR         59  15     3V8SS         59  33     0
QSO:  7195 PH 2011-10-30 0254 YL3DR         59  15     EA3GEG        59  14     0
QSO:  3714 PH 2011-10-30 0257 YL3DR         59  15     LA9BM         59  14     0
QSO:  3689 PH 2011-10-30 0257 YL3DR         59  15     UU7J          59  16     0
QSO:  3727 PH 2011-10-30 0302 YL3DR         59  15     UA5A          59  16     0
QSO:  3772 PH 2011-10-30 0305 YL3DR         59  15     VY2ZM         59  05     0
QSO:  3693 PH 2011-10-30 0312 YL3DR         59  15     RL3A          59  16     0
QSO: 14269 PH 2011-10-30 0318 YL3DR         59  15     CF7FC         59  03     0
QSO: 14220 PH 2011-10-30 0320 YL3DR         59  15     W7VJ          59  03     0
QSO: 14187 PH 2011-10-30 0322 YL3DR         59  15     PT5T          59  11     0
QSO: 14166 PH 2011-10-30 0323 YL3DR         59  15     NK7U          59  03     0
QSO: 14215 PH 2011-10-30 0327 YL3DR         59  15     EY7AD         59  17     0
QSO: 14171 PH 2011-10-30 0328 YL3DR         59  15     W7WA          59  03     0
QSO: 14197 PH 2011-10-30 0329 YL3DR         59  15     K7ZZ          59  03     0
QSO:  7064 PH 2011-10-30 0331 YL3DR         59  15     IR2C          59  15     0
QSO:  7076 PH 2011-10-30 0332 YL3DR         59  15     HG7T          59  15     0
QSO:  7078 PH 2011-10-30 0333 YL3DR         59  15     IR3Z          59  15     0
QSO:  7084 PH 2011-10-30 0333 YL3DR         59  15     C4W           59  20     0
QSO:  7059 PH 2011-10-30 0338 YL3DR         59  15     FM5CD         59  08     0
QSO:  7139 PH 2011-10-30 0343 YL3DR         59  15     UZ2M          59  16     0
QSO:  7165 PH 2011-10-30 0343 YL3DR         59  15     OE3K          59  15     0
QSO:  3719 PH 2011-10-30 0351 YL3DR         59  15     T70A          59  15     0
QSO:  3732 PH 2011-10-30 0352 YL3DR         59  15     4O3A          59  15     0
QSO:  3774 PH 2011-10-30 0352 YL3DR         59  15     ER4A          59  16     0
QSO:  3780 PH 2011-10-30 0353 YL3DR         59  15     E7DX          59  15     0
QSO:  7071 PH 2011-10-30 0358 YL3DR         59  15     HI3TT         59  08     0
QSO: 14273 PH 2011-10-30 0400 YL3DR         59  15     4Z4DX         59  20     0
QSO: 14299 PH 2011-10-30 0401 YL3DR         59  15     UA9CDV        59  17     0
QSO: 14340 PH 2011-10-30 0402 YL3DR         59  15     ZY6Z          59  11     0
QSO: 14224 PH 2011-10-30 0407 YL3DR         59  15     LP1H          59  13     0
QSO: 14163 PH 2011-10-30 0412 YL3DR         59  15     RW9DW         59  17     0
QSO: 14147 PH 2011-10-30 0414 YL3DR         59  15     PY2YU         59  11     0
QSO: 14225 PH 2011-10-30 0415 YL3DR         59  15     A65BP         59  21     0
QSO: 14270 PH 2011-10-30 0416 YL3DR         59  15     ST2UOK        59  34     0
QSO: 14233 PH 2011-10-30 0419 YL3DR         59  15     YM7KA         59  20     0
QSO: 14240 PH 2011-10-30 0420 YL3DR         59  15     RM9T          59  16     0
QSO: 14180 PH 2011-10-30 0422 YL3DR         59  15     D4C           59  35     0
QSO: 14167 PH 2011-10-30 0427 YL3DR         59  15     RM4HZ         59  16     0
QSO: 14175 PH 2011-10-30 0428 YL3DR         59  15     A61EE         59  21     0
QSO: 14257 PH 2011-10-30 0437 YL3DR         59  15     PW5G          59  11     0
QSO: 14334 PH 2011-10-30 0439 YL3DR         59  15     RW0CWA        59  19     0
QSO: 14337 PH 2011-10-30 0440 YL3DR         59  15     UB0A          59  18     0
QSO: 14259 PH 2011-10-30 0441 YL3DR         59  15     R9XT          59  17     0
QSO: 14238 PH 2011-10-30 0441 YL3DR         59  15     ST2AR         59  34     0
QSO: 14171 PH 2011-10-30 0443 YL3DR         59  15     RN6HCW        59  16     0
QSO:  7092 PH 2011-10-30 0447 YL3DR         59  15     UT7L          59  16     0
QSO:  7122 PH 2011-10-30 0449 YL3DR         59  15     PJ4T          59  09     0
QSO:  7069 PH 2011-10-30 0452 YL3DR         59  15     PS2T          59  11     0
QSO:  7164 PH 2011-10-30 0455 YL3DR         59  15     S52ZW         59  15     0
QSO:  7194 PH 2011-10-30 0456 YL3DR         59  15     EI7M          59  14     0
QSO: 14183 PH 2011-10-30 0457 YL3DR         59  15     TA2/DL7BC     59  20     0
QSO: 14246 PH 2011-10-30 0458 YL3DR         59  15     JT5DX         59  23     0
QSO: 14265 PH 2011-10-30 0500 YL3DR         59  15     RX9KD         59  17     0
QSO: 14301 PH 2011-10-30 0501 YL3DR         59  15     PS2T          59  11     0
QSO: 21290 PH 2011-10-30 0505 YL3DR         59  15     RC9O          59  18     0
QSO: 21336 PH 2011-10-30 0506 YL3DR         59  15     UB0A          59  18     0
QSO: 21342 PH 2011-10-30 0507 YL3DR         59  15     JA0FVU        59  25     0
QSO: 21346 PH 2011-10-30 0508 YL3DR         59  15     8Q7DV         59  22     0
QSO: 21261 PH 2011-10-30 0510 YL3DR         59  15     YM7KA         59  20     0
QSO: 21206 PH 2011-10-30 0511 YL3DR         59  15     VU2RCT        59  22     0
QSO: 21182 PH 2011-10-30 0512 YL3DR         59  15     JA1OVD        59  25     0
QSO: 21185 PH 2011-10-30 0513 YL3DR         59  15     BY4IO         59  24     0
QSO: 28467 PH 2011-10-30 0514 YL3DR         59  15     4J5A          59  21     0
QSO: 28601 PH 2011-10-30 0517 YL3DR         59  15     JA7NVF        59  25     0
QSO: 21243 PH 2011-10-30 0528 YL3DR         59  15     JT5DX         59  23     0
QSO: 21325 PH 2011-10-30 0530 YL3DR         59  15     UA9QCQ/9      59  17     0
QSO: 21335 PH 2011-10-30 0530 YL3DR         59  15     JA5FDJ        59  25     0
QSO: 21365 PH 2011-10-30 0531 YL3DR         59  15     JS3CTQ        59  25     0
QSO: 21255 PH 2011-10-30 0533 YL3DR         59  15     UZ2M          59  16     0
QSO: 28450 PH 2011-10-30 0534 YL3DR         59  15     UA0SE         59  18     0
QSO: 28420 PH 2011-10-30 0536 YL3DR         59  15     4Z4DX         59  20     0
QSO: 14314 PH 2011-10-30 0540 YL3DR         59  15     IK8MDK        59  15     0
QSO: 14288 PH 2011-10-30 0541 YL3DR         59  15     UP0L          59  17     0
QSO: 14346 PH 2011-10-30 0542 YL3DR         59  15     EX2X          59  17     0
QSO:  3763 PH 2011-10-30 0544 YL3DR         59  15     DJ0IF         59  14     0
QSO:  7178 PH 2011-10-30 0550 YL3DR         59  15     LN3Z          59  14     0
QSO:  7197 PH 2011-10-30 0551 YL3DR         59  15     DR1A          59  14     0
QSO: 28447 PH 2011-10-30 0553 YL3DR         59  15     UA9LAO        59  17     0
QSO: 28530 PH 2011-10-30 0601 YL3DR         59  15     BX5AA         59  24     0
QSO: 28584 PH 2011-10-30 0603 YL3DR         59  15     JI3BFC        59  25     0
QSO: 14286 PH 2011-10-30 0608 YL3DR         59  15     TK5KP         59  15     0
QSO: 14272 PH 2011-10-30 0609 YL3DR         59  15     ZA20QA        59  15     0
QSO: 14228 PH 2011-10-30 0611 YL3DR         59  15     LZ3ZZ         59  20     0
QSO: 14196 PH 2011-10-30 0612 YL3DR         59  15     C4W           59  20     0
QSO: 14165 PH 2011-10-30 0614 YL3DR         59  15     F8ARK         59  14     0
QSO: 21214 PH 2011-10-30 0619 YL3DR         59  15     RL9I          59  18     0
QSO: 21300 PH 2011-10-30 0620 YL3DR         59  15     RA9JBA        59  17     0
QSO: 21365 PH 2011-10-30 0621 YL3DR         59  15     JH4UTP        59  25     0
QSO: 21381 PH 2011-10-30 0622 YL3DR         59  15     IQ7AF         59  15     0
QSO: 21420 PH 2011-10-30 0622 YL3DR         59  15     UI4I          59  16     0
QSO: 21432 PH 2011-10-30 0623 YL3DR         59  15     JA4FHE        59  25     0
QSO: 14254 PH 2011-10-30 0630 YL3DR         59  15     T70A          59  15     0
QSO: 14223 PH 2011-10-30 0631 YL3DR         59  15     HG7T          59  15     0
QSO: 14273 PH 2011-10-30 0635 YL3DR         59  15     IW0HLZ        59  15     0
QSO: 14302 PH 2011-10-30 0636 YL3DR         59  15     RZ1ZZ         59  16     0
QSO: 21304 PH 2011-10-30 0637 YL3DR         59  15     LZ9W          59  20     0
QSO: 21234 PH 2011-10-30 0639 YL3DR         59  15     UA9CDV        59  17     0
QSO:  7120 PH 2011-10-30 0644 YL3DR         59  15     VE3RM         59  04     0
QSO:  7134 PH 2011-10-30 0647 YL3DR         59  15     W3UA          59  05     0
QSO:  7147 PH 2011-10-30 0649 YL3DR         59  15     DR2W          59  14     0
QSO: 28577 PH 2011-10-30 0654 YL3DR         59  15     UA2FX         59  15     0
QSO: 28621 PH 2011-10-30 0655 YL3DR         59  15     VR2XMT        59  24     0
QSO: 28658 PH 2011-10-30 0658 YL3DR         59  15     AH0BT         59  27     0
QSO: 28668 PH 2011-10-30 0659 YL3DR         59  15     RA0FU         59  19     0
QSO: 28569 PH 2011-10-30 0701 YL3DR         59  15     UA9SAW        59  16     0
QSO: 28465 PH 2011-10-30 0703 YL3DR         59  15     UA0YAY        59  23     0
QSO: 28456 PH 2011-10-30 0704 YL3DR         59  15     UA9AL         59  17     0
QSO: 28503 PH 2011-10-30 0706 YL3DR         59  15     RU0A          59  18     0
QSO: 28365 PH 2011-10-30 0711 YL3DR         59  15     UB0A          59  18     0
QSO: 21301 PH 2011-10-30 0715 YL3DR         59  15     S53F          59  15     0
QSO: 14346 PH 2011-10-30 0716 YL3DR         59  15     EA3IN         59  14     0
QSO: 28397 PH 2011-10-30 0748 YL3DR         59  15     ED5T          59  14     0
QSO: 28418 PH 2011-10-30 0749 YL3DR         59  15     RY7G          59  16     0
QSO: 28386 PH 2011-10-30 0749 YL3DR         59  15     R9XT          59  17     0
QSO: 14323 PH 2011-10-30 0754 YL3DR         59  15     SZ1A          59  20     0
QSO: 14298 PH 2011-10-30 0755 YL3DR         59  15     EI7M          59  14     0
QSO: 14330 PH 2011-10-30 0755 YL3DR         59  15     YO3CZW        59  20     0
QSO: 14336 PH 2011-10-30 0756 YL3DR         59  15     IT9/LY5W      59  15     0
QSO:  7133 PH 2011-10-30 0759 YL3DR         59  15     LY2MM         59  15     0
QSO:  7154 PH 2011-10-30 0800 YL3DR         59  15     YO5BQQ        59  20     0
QSO: 28364 PH 2011-10-30 0805 YL3DR         59  15     JT5DX         59  23     0
QSO: 28407 PH 2011-10-30 0809 YL3DR         59  15     JA7OWD        59  25     0
QSO: 28388 PH 2011-10-30 0810 YL3DR         59  15     JA2FJP        59  25     0
QSO: 21384 PH 2011-10-30 0814 YL3DR         59  15     TA2/DL7BC     59  20     0
QSO: 21403 PH 2011-10-30 0815 YL3DR         59  15     OL3R          59  15     0
QSO: 21448 PH 2011-10-30 0816 YL3DR         59  15     RV9YZ         59  18     0
QSO: 21433 PH 2011-10-30 0816 YL3DR         59  15     EA3GEG        59  14     0
QSO: 21400 PH 2011-10-30 0817 YL3DR         59  15     YT9A          59  15     0
QSO:  7152 PH 2011-10-30 0821 YL3DR         59  15     SP1FFC        59  15     0
QSO:  7133 PH 2011-10-30 0822 YL3DR         59  15     RM3F          59  16     0
QSO:  7097 PH 2011-10-30 0822 YL3DR         59  15     OR1Z          59  14     0
QSO: 14266 PH 2011-10-30 0825 YL3DR         59  15     LZ1AQ         59  20     0
QSO: 14275 PH 2011-10-30 0826 YL3DR         59  15     TM2T          59  14     0
QSO: 14205 PH 2011-10-30 0827 YL3DR         59  15     EI9E          59  14     0
QSO: 14136 PH 2011-10-30 0828 YL3DR         59  15     EA6SX         59  14     0
QSO: 14267 PH 2011-10-30 0832 YL3DR         59  15     JA7YRR        59  25     0
QSO: 21289 PH 2011-10-30 0834 YL3DR         59  15     4Z4DX         59  20     0
QSO: 21357 PH 2011-10-30 0837 YL3DR         59  15     RF9M          59  17     0
QSO: 21377 PH 2011-10-30 0837 YL3DR         59  15     EE2W          59  14     0
QSO: 21387 PH 2011-10-30 0839 YL3DR         59  15     RT4RO         59  16     0
QSO: 14289 PH 2011-10-30 0843 YL3DR         59  15     DL5YM         59  14     0
QSO: 14322 PH 2011-10-30 0843 YL3DR         59  15     ED1T          59  14     0
QSO: 14349 PH 2011-10-30 0844 YL3DR         59  15     IS0BSR        59  15     0
QSO: 14299 PH 2011-10-30 0849 YL3DR         59  15     IR8A          59  15     0
QSO: 28600 PH 2011-10-30 0852 YL3DR         59  15     EA4DEC        59  14     0
QSO: 14178 PH 2011-10-30 0932 YL3DR         59  15     RA3AGN        59  16     0
QSO: 14125 PH 2011-10-30 0933 YL3DR         59  15     UA9XL         59  17     0
QSO: 28560 PH 2011-10-30 0935 YL3DR         59  15     ED1C          59  14     0
QSO: 28568 PH 2011-10-30 0937 YL3DR         59  15     RK9LWA        59  17     0
QSO: 21306 PH 2011-10-30 0939 YL3DR         59  15     IT9XTP        59  15     0
QSO: 21215 PH 2011-10-30 0942 YL3DR         59  15     RW4W          59  16     0
QSO: 21276 PH 2011-10-30 0945 YL3DR         59  15     OE9R          59  15     0
QSO: 21335 PH 2011-10-30 0946 YL3DR         59  15     G6PZ          59  14     0
QSO: 21208 PH 2011-10-30 0947 YL3DR         59  15     ED1WW         59  14     0
QSO: 21237 PH 2011-10-30 0950 YL3DR         59  15     EI9E          59  14     0
QSO: 21285 PH 2011-10-30 0952 YL3DR         59  15     YO9XC         59  20     0
QSO: 21293 PH 2011-10-30 0953 YL3DR         59  15     9A1A          59  15     0
QSO: 21374 PH 2011-10-30 0955 YL3DR         59  15     DL5AXX        59  14     0
QSO: 21410 PH 2011-10-30 0955 YL3DR         59  15     RX9KD         59  17     0
QSO: 21324 PH 2011-10-30 0956 YL3DR         59  15     TM6M          59  14     0
QSO: 21338 PH 2011-10-30 0959 YL3DR         59  15     YP7P          59  20     0
QSO: 21363 PH 2011-10-30 0959 YL3DR         59  15     ED1R          59  14     0
QSO: 21414 PH 2011-10-30 1001 YL3DR         59  15     UA9OMT        59  18     0
QSO: 21426 PH 2011-10-30 1003 YL3DR         59  15     PS2T          59  11     0
QSO: 14256 PH 2011-10-30 1004 YL3DR         59  15     EF8R          59  33     0
QSO: 14223 PH 2011-10-30 1005 YL3DR         59  15     ON6BR         59  14     0
QSO: 14336 PH 2011-10-30 1013 YL3DR         59  15     DL2DX         59  14     0
QSO: 14225 PH 2011-10-30 1016 YL3DR         59  15     RT6A          59  16     0
QSO: 14185 PH 2011-10-30 1016 YL3DR         59  15     IR2C          59  15     0
QSO: 14150 PH 2011-10-30 1018 YL3DR         59  15     LX0RL         59  14     0
QSO: 14129 PH 2011-10-30 1020 YL3DR         59  15     JA5FDJ        59  25     0
QSO: 14112 PH 2011-10-30 1021 YL3DR         59  15     UT7E          59  16     0
QSO: 14232 PH 2011-10-30 1023 YL3DR         59  15     UA9XF         59  17     0
QSO: 21290 PH 2011-10-30 1029 YL3DR         59  15     EI7M          59  14     0
QSO: 21351 PH 2011-10-30 1030 YL3DR         59  15     YT7Z          59  15     0
QSO: 14227 PH 2011-10-30 1035 YL3DR         59  15     CR6P          59  14     0
QSO: 14110 PH 2011-10-30 1036 YL3DR         59  15     UA5D          59  16     0
QSO: 14326 PH 2011-10-30 1039 YL3DR         59  15     OL1X          59  15     0
QSO: 14341 PH 2011-10-30 1045 YL3DR         59  15     EE2W          59  14     0
QSO: 14334 PH 2011-10-30 1046 YL3DR         59  15     RK9CYA        59  17     0
QSO: 28544 PH 2011-10-30 1049 YL3DR         59  15     EE5R          59  14     0
QSO: 28539 PH 2011-10-30 1050 YL3DR         59  15     TM0T          59  14     0
QSO: 28520 PH 2011-10-30 1051 YL3DR         59  15     RU9CC         59  17     0
QSO: 28443 PH 2011-10-30 1054 YL3DR         59  15     EA7IVN        59  14     0
QSO: 28337 PH 2011-10-30 1056 YL3DR         59  15     IT9AXQ        59  15     0
QSO: 28304 PH 2011-10-30 1058 YL3DR         59  15     CT1EOD        59  14     0
QSO: 28396 PH 2011-10-30 1059 YL3DR         59  15     P33W          59  20     0
QSO: 28443 PH 2011-10-30 1102 YL3DR         59  15     UZ2M          59  16     0
