START-OF-LOG: 3.0
CALLSIGN: PA1P
CONTEST: CQ-WW-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 109208
NAME: Jan Mol
LOCATION: DX
OPERATORS: PA1P
CLUB:
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.6858.0
SOAPBOX: Could not take part all hours. Enjoyed every QSO!
QSO: 14000 PH 2017-10-29 1259 PA1P          59  14     IR6T          59  15
QSO: 14000 PH 2017-10-29 1300 PA1P          59  14     SN8B          59  15
QSO:  7000 PH 2017-10-29 1305 PA1P          59  14     DM5TS         59  14
QSO:  7000 PH 2017-10-29 1306 PA1P          59  14     DL0AH         59  14
QSO: 21000 PH 2017-10-29 1313 PA1P          59  14     VY2ZM         59  05
QSO: 21000 PH 2017-10-29 1320 PA1P          59  14     EA8CMX        59  33
QSO: 21000 PH 2017-10-29 1322 PA1P          59  14     RU3C          59  16
QSO: 21000 PH 2017-10-29 1323 PA1P          59  14     RA4AR         59  16
QSO: 21000 PH 2017-10-29 1325 PA1P          59  14     KC1XX         59  05
QSO: 21000 PH 2017-10-29 1326 PA1P          59  14     KQ2M          59  05
QSO: 21000 PH 2017-10-29 1332 PA1P          59  14     TF3CW         59  40
QSO: 14000 PH 2017-10-29 1349 PA1P          59  14     F1AEY         59  14
QSO: 14000 PH 2017-10-29 1352 PA1P          59  14     RN5A          59  16
QSO: 14000 PH 2017-10-29 1353 PA1P          59  14     RL4A          59  16
QSO: 14000 PH 2017-10-29 1353 PA1P          59  14     RC3W          59  16
QSO: 14000 PH 2017-10-29 1354 PA1P          59  14     RA3Y          59  16
QSO: 14000 PH 2017-10-29 1355 PA1P          59  14     9A1AD         59  15
QSO: 14000 PH 2017-10-29 1356 PA1P          59  14     II0I          59  15
QSO: 14000 PH 2017-10-29 1358 PA1P          59  14     SP9W          59  15
QSO: 14000 PH 2017-10-29 1401 PA1P          59  14     RM3A          59  16
QSO: 14000 PH 2017-10-29 1405 PA1P          59  14     SQ9MUO        59  15
QSO: 14000 PH 2017-10-29 1407 PA1P          59  14     UT7CR         59  16
QSO: 21000 PH 2017-10-29 1414 PA1P          59  14     XL3E          59  04
QSO: 21000 PH 2017-10-29 1416 PA1P          59  14     K3LR          59  05
QSO: 21000 PH 2017-10-29 1417 PA1P          59  14     W2RE          59  05
QSO: 21000 PH 2017-10-29 1420 PA1P          59  14     W3UA          59  05
QSO: 21000 PH 2017-10-29 1421 PA1P          59  14     K1XM          59  05
QSO: 21000 PH 2017-10-29 1422 PA1P          59  14     UY4MM         59  16
QSO: 21000 PH 2017-10-29 1424 PA1P          59  14     K1DG          59  05
QSO: 21000 PH 2017-10-29 1430 PA1P          59  14     NV9L          59  04
QSO: 21000 PH 2017-10-29 1433 PA1P          59  14     II9P          59  15
QSO: 21000 PH 2017-10-29 1441 PA1P          59  14     SZ3P          59  20
QSO:  7000 PH 2017-10-29 1445 PA1P          59  14     IB9A          59  15
QSO:  7000 PH 2017-10-29 1447 PA1P          59  14     RT9L          59  17
QSO:  7000 PH 2017-10-29 1450 PA1P          59  14     DR3W          59  14
QSO:  7000 PH 2017-10-29 1454 PA1P          59  14     F1PNJ         59  14
QSO:  7000 PH 2017-10-29 1454 PA1P          59  14     M0MCV         59  14
QSO:  7000 PH 2017-10-29 1457 PA1P          59  14     IV3CNZ        59  15
QSO: 28000 PH 2017-10-29 1501 PA1P          59  14     PX2A          59  11
QSO: 21000 PH 2017-10-29 1511 PA1P          59  14     HI3T          59  08
QSO: 21000 PH 2017-10-29 1512 PA1P          59  14     HI3K          59  08
QSO: 21000 PH 2017-10-29 1515 PA1P          59  14     N5DX          59  05
QSO: 21000 PH 2017-10-29 1520 PA1P          59  14     EA7TG         59  14
QSO: 21000 PH 2017-10-29 1527 PA1P          59  14     K2PLF         59  05
QSO: 21000 PH 2017-10-29 1527 PA1P          59  14     EF7T          59  14
QSO: 28000 PH 2017-10-29 1532 PA1P          59  14     CR3A          59  33
QSO: 28000 PH 2017-10-29 1539 PA1P          59  14     CT3HF         59  33
QSO: 14000 PH 2017-10-29 1541 PA1P          59  14     Z370M         59  15
QSO: 14000 PH 2017-10-29 1544 PA1P          59  14     CU4DX         59  14
QSO: 14000 PH 2017-10-29 1544 PA1P          59  14     EA2DNR        59  14
QSO: 14000 PH 2017-10-29 1546 PA1P          59  14     EA1DHB        59  14
QSO: 14000 PH 2017-10-29 1550 PA1P          59  14     LZ5Z          59  20
QSO: 14000 PH 2017-10-29 1552 PA1P          59  14     IM0DTF        59  15
QSO: 14000 PH 2017-10-29 1553 PA1P          59  14     EA2VE         59  14
QSO: 14000 PH 2017-10-29 1554 PA1P          59  14     IZ8TDP        59  15
QSO: 28000 PH 2017-10-29 1639 PA1P          59  14     EA8PT         59  33
QSO: 21000 PH 2017-10-29 1651 PA1P          59  14     K5ZD          59  05
QSO: 14000 PH 2017-10-29 1700 PA1P          59  14     EA8JR         59  33
QSO: 14000 PH 2017-10-29 1704 PA1P          59  14     K5ZD          59  05
QSO: 14000 PH 2017-10-29 1712 PA1P          59  14     ED1T          59  14
QSO: 21000 PH 2017-10-29 1715 PA1P          59  14     K2LE          59  05
QSO:  7000 PH 2017-10-29 1721 PA1P          59  14     RM3DA         59  16
QSO:  7000 PH 2017-10-29 1723 PA1P          59  14     RK3DT         59  16
QSO:  7000 PH 2017-10-29 1726 PA1P          59  14     OH0V          59  15
QSO: 14000 PH 2017-10-29 1733 PA1P          59  14     VE9CB         59  05
QSO: 14000 PH 2017-10-29 1741 PA1P          59  14     CF7RR         59  03
QSO: 14000 PH 2017-10-29 1742 PA1P          59  14     RK7T          59  16
QSO: 14000 PH 2017-10-29 1746 PA1P          59  14     RC6U          59  16
QSO: 14000 PH 2017-10-29 1747 PA1P          59  14     K7RL          59  03
QSO:  7000 PH 2017-10-29 1750 PA1P          59  14     S51A          59  15
QSO:  7000 PH 2017-10-29 1752 PA1P          59  14     YU7U          59  15
QSO:  7000 PH 2017-10-29 1752 PA1P          59  14     S51F          59  15
QSO:  7000 PH 2017-10-29 1759 PA1P          59  14     OF5Z          59  15
QSO:  7000 PH 2017-10-29 1802 PA1P          59  14     EU1WW         59  16
QSO:  7000 PH 2017-10-29 1804 PA1P          59  14     SM4EMO        59  14
QSO:  7000 PH 2017-10-29 1806 PA1P          59  14     UP0L          59  17
QSO:  3500 PH 2017-10-29 1808 PA1P          59  14     DP6T          59  14
QSO:  3500 PH 2017-10-29 1810 PA1P          59  14     S51YI         59  15
QSO:  3500 PH 2017-10-29 1812 PA1P          59  14     YL3CW         59  15
QSO:  3500 PH 2017-10-29 1813 PA1P          59  14     OS8A          59  14
QSO:  3500 PH 2017-10-29 1814 PA1P          59  14     PA4WM         59  14
QSO:  1800 PH 2017-10-29 1817 PA1P          59  14     S53O          59  15
QSO:  1800 PH 2017-10-29 1819 PA1P          59  14     5P2C          59  14
QSO:  1800 PH 2017-10-29 1820 PA1P          59  14     HG8R          59  15
QSO:  1800 PH 2017-10-29 2307 PA1P          59  14     ES9C          59  15
QSO:  1800 PH 2017-10-29 2309 PA1P          59  14     OK1T          59  15
QSO:  1800 PH 2017-10-29 2313 PA1P          59  14     G4IIY         59  14
QSO:  1800 PH 2017-10-29 2316 PA1P          59  14     EU4A          59  16
QSO:  1800 PH 2017-10-29 2317 PA1P          59  14     EW6W          59  16
QSO:  1800 PH 2017-10-29 2318 PA1P          59  14     DF0HQ         59  14
QSO:  3500 PH 2017-10-29 2320 PA1P          59  14     UA2F          59  15
QSO:  3500 PH 2017-10-29 2321 PA1P          59  14     DR5N          59  14
QSO:  3500 PH 2017-10-29 2325 PA1P          59  14     SP2KPD        59  15
QSO:  3500 PH 2017-10-29 2327 PA1P          59  14     9A3B          59  15
QSO:  3500 PH 2017-10-29 2328 PA1P          59  14     OK1NP         59  15
QSO:  3500 PH 2017-10-29 2329 PA1P          59  14     IK2YCW        59  15
QSO:  7000 PH 2017-10-29 2336 PA1P          59  14     EC2DX         59  14
QSO:  7000 PH 2017-10-29 2337 PA1P          59  14     9A7A          59  15
QSO:  7000 PH 2017-10-29 2339 PA1P          59  14     HG7T          59  15
QSO:  7000 PH 2017-10-29 2340 PA1P          59  14     RT5Z          59  16
QSO:  7000 PH 2017-10-29 2343 PA1P          59  14     LZ5R          59  20
QSO:  7000 PH 2017-10-29 2348 PA1P          59  14     YT5A          59  15
QSO:  7000 PH 2017-10-29 2349 PA1P          59  14     P33W          59  20
QSO:  7000 PH 2017-10-29 2350 PA1P          59  14     9A9Z          59  15
QSO:  7000 PH 2017-10-29 2352 PA1P          59  14     IR6T          59  15
QSO:  7000 PH 2017-10-29 2354 PA1P          59  14     W3LPL         59  05
QSO:  3500 PH 2017-10-29 2357 PA1P          59  14     EC6AAE        59  14
QSO:  3500 PH 2017-10-29 2359 PA1P          59  14     HG7T          59  15
END-OF-LOG:
