START-OF-LOG: 3.0
CALLSIGN: NC0O
CLUB: Eastern Iowa DX Association
CONTEST: CQ-WPX-CW
CLAIMED-SCORE: 563573
OPERATORS: NC0O
SOAPBOX: Had trouble with QRN the first hour, then had to shut down til
SOAPBOX: 1000 GMT because of  thunderstorms.  Still, I'm happy with my
QSO: 14042 CW 2012-05-27 0224 NC0O          599 0324   S51F          599 1069
QSO: 14018 CW 2012-05-27 0226 NC0O          599 0325   A73A          599 2034
QSO: 14019 CW 2012-05-27 0228 NC0O          599 0326   EE3T          599 0724
QSO: 14033 CW 2012-05-27 0231 NC0O          599 0327   OG1M          599 1826
QSO: 14063 CW 2012-05-27 0233 NC0O          599 0328   UZ0U          599 0571
QSO: 14039 CW 2012-05-27 0235 NC0O          599 0329   OL4A          599 1327
QSO: 14042 CW 2012-05-27 0236 NC0O          599 0330   SO9Q          599 1900
QSO: 14016 CW 2012-05-27 0239 NC0O          599 0331   KL5DX         599 0598
QSO:  7010 CW 2012-05-27 0927 NC0O          599 0332   VK9PN         599 1168
QSO:  7019 CW 2012-05-27 0928 NC0O          599 0333   PP5BZ         599 1046
QSO:  7026 CW 2012-05-27 0930 NC0O          599 0334   NP4Z          599 2268
QSO:  7032 CW 2012-05-27 0933 NC0O          599 0335   KP2M          599 3467
QSO:  7010 CW 2012-05-27 0943 NC0O          599 0336   FM6BH         599 2257
QSO:  7017 CW 2012-05-27 0947 NC0O          599 0337   VE1ZJ         599 0690
QSO:  7018 CW 2012-05-27 0950 NC0O          599 0338   VE3CR         599 0448
QSO:  7018 CW 2012-05-27 0952 NC0O          599 0339   JA7COI        599 0679
QSO:  7019 CW 2012-05-27 0956 NC0O          599 0340   JA1JKG        599 0923
QSO:  7022 CW 2012-05-27 0958 NC0O          599 0341   CO2JD         599 0384
QSO:  7023 CW 2012-05-27 1000 NC0O          599 0342   PT5T          599 2375
QSO:  7019 CW 2012-05-27 1015 NC0O          599 0343   ZL1BYZ        599 1203
QSO:  7032 CW 2012-05-27 1036 NC0O          599 0344   XE2S          599 0671
QSO:  7035 CW 2012-05-27 1042 NC0O          599 0345   WL7E          599 1466
QSO: 14012 CW 2012-05-27 1052 NC0O          599 0346   HB9DHG        599 1205
QSO: 14019 CW 2012-05-27 1053 NC0O          599 0347   HB75FG        599 1809
QSO: 14005 CW 2012-05-27 1057 NC0O          599 0348   PR7AR         599 0331
QSO: 14036 CW 2012-05-27 1108 NC0O          599 0349   G3PHO         599 0162
QSO: 14043 CW 2012-05-27 1110 NC0O          599 0350   JF2IWL        599 0317
QSO:  7005 CW 2012-05-27 1118 NC0O          599 0351   K7M           599 0684
QSO:  7015 CW 2012-05-27 1120 NC0O          599 0352   KL7RA         599 0590
QSO:  7026 CW 2012-05-27 1125 NC0O          599 0353   KH2D/NG4      599 0596
QSO:  7027 CW 2012-05-27 1130 NC0O          599 0354   K4PV          599 1308
QSO:  7005 CW 2012-05-27 1133 NC0O          599 0355   KC7V          599 0932
QSO:  7006 CW 2012-05-27 1136 NC0O          599 0356   N5AW          599 1717
QSO:  7011 CW 2012-05-27 1142 NC0O          599 0357   KT5J          599 1376
QSO:  7021 CW 2012-05-27 1149 NC0O          599 0358   AH2Y          599 2381
QSO: 14014 CW 2012-05-27 1156 NC0O          599 0359   7J3AOZ        599 0114
QSO: 14054 CW 2012-05-27 1159 NC0O          599 0360   EA3GXJ        599 1641
QSO: 14047 CW 2012-05-27 1204 NC0O          599 0361   HP1WW         599 2054
QSO: 14036 CW 2012-05-27 1206 NC0O          599 0362   FM5CD         599 2040
QSO: 14025 CW 2012-05-27 1209 NC0O          599 0363   7J1YAJ        599 0716
QSO: 14035 CW 2012-05-27 1218 NC0O          599 0364   IS0AFM        599 0324
QSO: 14034 CW 2012-05-27 1221 NC0O          599 0365   F5IN          599 1416
QSO: 14047 CW 2012-05-27 1225 NC0O          599 0366   JF7PHE        599 0328
QSO: 14035 CW 2012-05-27 1236 NC0O          599 0367   9M6YBG        599 0660
QSO: 14001 CW 2012-05-27 1240 NC0O          599 0368   OK6RA         599 0948
QSO: 14005 CW 2012-05-27 1244 NC0O          599 0369   HQ2N          599 0265
QSO: 14026 CW 2012-05-27 1251 NC0O          599 0370   YE0X          599 0749
QSO: 21007 CW 2012-05-27 1256 NC0O          599 0371   RF9C          599 4397
QSO: 21011 CW 2012-05-27 1302 NC0O          599 0372   IQ3UD         599 0656
QSO: 21013 CW 2012-05-27 1306 NC0O          599 0373   OG1M          599 2553
QSO: 21015 CW 2012-05-27 1310 NC0O          599 0374   EA2NN         599 1152
QSO: 21019 CW 2012-05-27 1313 NC0O          599 0375   GM5A          599 1769
QSO: 21019 CW 2012-05-27 1314 NC0O          599 0376   OK5T          599 2177
QSO: 21021 CW 2012-05-27 1317 NC0O          599 0377   S50R          599 1612
QSO: 21022 CW 2012-05-27 1322 NC0O          599 0378   IK2HDF        599 1407
QSO: 21023 CW 2012-05-27 1323 NC0O          599 0379   OK1DG         599 0879
QSO: 21024 CW 2012-05-27 1325 NC0O          599 0380   YL2TD         599 0440
QSO: 21025 CW 2012-05-27 1327 NC0O          599 0381   DL4CF         599 0435
QSO: 21043 CW 2012-05-27 1334 NC0O          599 0382   V51YJ         599 0670
QSO: 21058 CW 2012-05-27 1339 NC0O          599 0383   YE3J          599 0879
QSO: 21008 CW 2012-05-27 1342 NC0O          599 0384   PW0F          599 2660
QSO: 21009 CW 2012-05-27 1344 NC0O          599 0385   VC3O          599 2722
QSO: 21014 CW 2012-05-27 1359 NC0O          599 0386   UY4I          599 1576
QSO: 21016 CW 2012-05-27 1402 NC0O          599 0387   DQ4W          599 1443
QSO: 21017 CW 2012-05-27 1404 NC0O          599 0388   LA8OM         599 2197
QSO: 21018 CW 2012-05-27 1404 NC0O          599 0389   EI3KG         599 0384
QSO: 21018 CW 2012-05-27 1407 NC0O          599 0390   OL4A          599 1832
QSO: 21020 CW 2012-05-27 1409 NC0O          599 0391   9A8M          599 3243
QSO: 21021 CW 2012-05-27 1411 NC0O          599 0392   UP2L          599 3094
QSO: 21022 CW 2012-05-27 1414 NC0O          599 0393   SP9W          599 0331
QSO: 21024 CW 2012-05-27 1417 NC0O          599 0394   R0AA          599 0672
QSO: 21026 CW 2012-05-27 1423 NC0O          599 0395   G5D           599 2311
QSO: 21030 CW 2012-05-27 1427 NC0O          599 0396   I4GAD         599 0156
QSO: 21030 CW 2012-05-27 1428 NC0O          599 0397   LX7I          599 3374
QSO: 21031 CW 2012-05-27 1429 NC0O          599 0398   YO3APJ        599 1413
QSO: 21033 CW 2012-05-27 1432 NC0O          599 0399   FM5CD         599 2210
QSO: 21044 CW 2012-05-27 1437 NC0O          599 0400   RK9QWM        599 0719
QSO: 21039 CW 2012-05-27 1440 NC0O          599 0401   DH0GHU        599 1240
QSO: 21005 CW 2012-05-27 1557 NC0O          599 0402   SE2I          599 1029
QSO: 21028 CW 2012-05-27 1601 NC0O          599 0403   DL3KWF        599 0972
QSO: 21034 CW 2012-05-27 1603 NC0O          599 0404   OL1C          599 2274
QSO: 21037 CW 2012-05-27 1607 NC0O          599 0405   4O1A          599 3229
QSO: 21041 CW 2012-05-27 1611 NC0O          599 0406   SJ2W          599 3401
QSO: 21015 CW 2012-05-27 1618 NC0O          599 0407   RM2U          599 2436
QSO: 21003 CW 2012-05-27 1625 NC0O          599 0408   A71EM         599 2355
QSO: 21021 CW 2012-05-27 1628 NC0O          599 0409   RN3F          599 1346
QSO: 21022 CW 2012-05-27 1629 NC0O          599 0410   DL1LOD        599 0968
QSO: 21027 CW 2012-05-27 1632 NC0O          599 0411   DR1A          599 2279
QSO: 21030 CW 2012-05-27 1636 NC0O          599 0412   YU6R          599 1495
QSO: 21042 CW 2012-05-27 1638 NC0O          599 0413   UW0K          599 0394
QSO: 21015 CW 2012-05-27 1650 NC0O          599 0414   EF5R          599 1962
QSO: 21038 CW 2012-05-27 1700 NC0O          599 0415   LZ7S          599 1664
QSO: 21102 CW 2012-05-27 1703 NC0O          599 0416   EI7M          599 1071
QSO: 21127 CW 2012-05-27 1707 NC0O          599 0417   3V8BB         599 2605
QSO: 21115 CW 2012-05-27 1711 NC0O          599 0418   XE1MM         599 1211
QSO: 21032 CW 2012-05-27 1716 NC0O          599 0419   OG73X         599 2202
QSO: 21028 CW 2012-05-27 1718 NC0O          599 0420   DL0UM         599 1735
QSO: 21046 CW 2012-05-27 1747 NC0O          599 0421   PA0VDV        599 0447
QSO: 21050 CW 2012-05-27 1748 NC0O          599 0422   EA8AVK        599 0210
QSO: 21056 CW 2012-05-27 1750 NC0O          599 0423   OL0E          599 0101
QSO: 21056 CW 2012-05-27 1752 NC0O          599 0424   M7A           599 1974
QSO: 21060 CW 2012-05-27 1753 NC0O          599 0425   TC2X          599 2894
QSO: 21073 CW 2012-05-27 1756 NC0O          599 0426   EC4CBZ        599 0670
QSO: 21076 CW 2012-05-27 1759 NC0O          599 0427   M2W           599 2629
QSO: 21070 CW 2012-05-27 1801 NC0O          599 0428   G6MC          599 1806
QSO: 21075 CW 2012-05-27 1805 NC0O          599 0429   RK0AB         599 1085
QSO: 21060 CW 2012-05-27 1810 NC0O          599 0430   DJ5MW         599 2863
QSO: 21020 CW 2012-05-27 1814 NC0O          599 0431   EC7AMY        599 0413
QSO: 21024 CW 2012-05-27 1816 NC0O          599 0432   VE3YAA        599 2029
QSO: 21028 CW 2012-05-27 1820 NC0O          599 0433   VF2A          599 0621
QSO: 21029 CW 2012-05-27 1824 NC0O          599 0434   9A5X          599 2753
QSO: 21035 CW 2012-05-27 1832 NC0O          599 0435   S57C          599 1734
QSO: 14002 CW 2012-05-27 1836 NC0O          599 0436   4M1W          599 0443
QSO: 14027 CW 2012-05-27 1838 NC0O          599 0437   SN8R          599 2276
QSO: 14053 CW 2012-05-27 1842 NC0O          599 0438   9A4J          599 1812
QSO: 28023 CW 2012-05-27 1853 NC0O          599 0439   PJ2T          599 2216
QSO: 21004 CW 2012-05-27 1905 NC0O          599 0440   WW2DX         599 3641
QSO: 21012 CW 2012-05-27 1910 NC0O          599 0441   LZ9W          599 2446
QSO: 21020 CW 2012-05-27 1915 NC0O          599 0442   F5OGL         599 1318
QSO: 21022 CW 2012-05-27 1920 NC0O          599 0443   DA0I          599 2723
QSO: 21024 CW 2012-05-27 1923 NC0O          599 0444   SD6N          599 0336
QSO: 21028 CW 2012-05-27 1927 NC0O          599 0445   YL2SM         599 2577
QSO: 21038 CW 2012-05-27 1929 NC0O          599 0446   DJ8OG         599 1217
QSO: 21042 CW 2012-05-27 1933 NC0O          599 0447   OM5X          599 1595
QSO: 21045 CW 2012-05-27 1939 NC0O          599 0448   RX3DBH        599 1597
QSO: 21045 CW 2012-05-27 1941 NC0O          599 0449   VE7UF         599 1489
QSO: 21038 CW 2012-05-27 1948 NC0O          599 0450   G4BUE         599 0140
QSO: 21039 CW 2012-05-27 1949 NC0O          599 0451   S55N          599 0269
QSO: 21040 CW 2012-05-27 1952 NC0O          599 0452   ZL3IO         599 1609
QSO: 21003 CW 2012-05-27 2130 NC0O          599 0453   RA3SI         599 1175
QSO: 21008 CW 2012-05-27 2131 NC0O          599 0454   DM8D          599 1791
QSO: 21031 CW 2012-05-27 2135 NC0O          599 0455   F6BEE         599 0134
QSO: 21040 CW 2012-05-27 2139 NC0O          599 0456   S52ZW         599 1349
QSO: 21043 CW 2012-05-27 2142 NC0O          599 0457   SP4Z          599 1739
QSO: 21049 CW 2012-05-27 2144 NC0O          599 0458   9A5Y          599 2384
QSO: 21048 CW 2012-05-27 2148 NC0O          599 0459   HF8N          599 0131
QSO: 21001 CW 2012-05-27 2152 NC0O          599 0460   PW7T          599 2622
QSO: 21039 CW 2012-05-27 2204 NC0O          599 0461   V6A           599 0574
QSO: 14001 CW 2012-05-27 2212 NC0O          599 0462   YT0A          599 3074
QSO: 14006 CW 2012-05-27 2215 NC0O          599 0463   S59ABC        599 2873
QSO: 14014 CW 2012-05-27 2216 NC0O          599 0464   R1DX          599 2179
QSO: 14017 CW 2012-05-27 2219 NC0O          599 0465   CO6RD         599 0194
QSO: 14018 CW 2012-05-27 2222 NC0O          599 0466   YO4DW         599 1266
QSO: 14020 CW 2012-05-27 2223 NC0O          599 0467   TK4A          599 1955
QSO: 14034 CW 2012-05-27 2225 NC0O          599 0468   PY4RGS        599 0949
QSO: 14039 CW 2012-05-27 2226 NC0O          599 0469   EA8BEX        599 0715
QSO: 14041 CW 2012-05-27 2229 NC0O          599 0470   MD2C          599 0760
QSO: 14043 CW 2012-05-27 2231 NC0O          599 0471   CR6K          599 2365
QSO: 14047 CW 2012-05-27 2233 NC0O          599 0472   YL2SM         599 2827
QSO: 14052 CW 2012-05-27 2235 NC0O          599 0473   YT3M          599 2679
QSO: 14055 CW 2012-05-27 2238 NC0O          599 0474   LY2W          599 0656
QSO: 14055 CW 2012-05-27 2240 NC0O          599 0475   LZ3FN         599 3628
QSO: 14012 CW 2012-05-27 2250 NC0O          599 0476   KQ1F          599 0976
QSO: 14014 CW 2012-05-27 2253 NC0O          599 0477   EF2A          599 2792
QSO: 14016 CW 2012-05-27 2255 NC0O          599 0478   6V7S          599 3675
QSO: 14060 CW 2012-05-27 2300 NC0O          599 0479   IZ5NFD        599 0313
QSO: 14033 CW 2012-05-27 2306 NC0O          599 0480   DP3D          599 1033
QSO: 21018 CW 2012-05-27 2336 NC0O          599 0481   JA7COI        599 0954
QSO: 21026 CW 2012-05-27 2340 NC0O          599 0482   BY5CD         599 2783
QSO: 21031 CW 2012-05-27 2343 NC0O          599 0483   4O3A          599 0403
QSO: 21038 CW 2012-05-27 2345 NC0O          599 0484   OA4SS         599 0453
QSO: 21068 CW 2012-05-27 2348 NC0O          599 0485   OH4A          599 1058
QSO: 21034 CW 2012-05-27 2351 NC0O          599 0486   UA9FGJ        599 0773
END-OF-LOG:
